txid,timestamp,src_ip,dst_ip,src_port,dst_port,protocol,network_timestamp,connection_duration_sec,packet_count,bytes_transferred,src_country,dst_country,src_asn,dst_asn
TX10006299,2026-01-15 07:57:00,10.12.20.4,10.12.30.8,8333,8333,TCP,2026-01-15 07:56:52,33.024,193,41948,US,SG,AS7018,AS9506
TX10006514,2026-01-15 08:19:00,10.14.10.2,10.13.20.8,8333,8333,TCP,2026-01-15 08:18:56,64.322,399,27528,GB,IN,AS5089,AS45609
TX10007081,2026-01-15 09:13:00,10.14.20.5,10.12.10.1,8333,8333,TCP,2026-01-15 09:12:53,42.803,39,20329,CA,NL,AS577,AS6830
TX10006442,2026-01-15 09:21:00,10.15.30.6,10.13.30.5,8333,8333,TCP,2026-01-15 09:20:58,60.629,368,42161,DE,AU,AS3320,AS4804
TX10000949,2026-01-15 10:08:00,10.12.30.8,10.12.10.5,8333,8333,TCP,2026-01-15 10:07:45,10.9,2872,714943,CA,SG,AS812,AS9506
TX10008596,2026-01-15 10:22:00,10.12.20.8,10.12.30.5,18333,8333,TCP,2026-01-15 10:21:51,71.891,119,48290,IN,CA,AS4755,AS812
TX10003196,2026-01-15 10:41:00,10.13.20.3,10.15.10.6,8333,8333,TCP,2026-01-15 10:40:54,28.811,173,46740,AU,US,AS4804,AS7922
TX10001784,2026-01-15 11:18:00,10.14.10.8,10.14.10.3,18444,8333,TCP,2026-01-15 11:17:41,32.124,368,48874,US,CA,AS15169,AS812
TX10002401,2026-01-15 11:45:00,10.11.10.1,10.13.30.3,8333,8333,TCP,2026-01-15 11:44:46,66.223,333,5637,GB,US,AS2856,AS7018
TX10007887,2026-01-15 12:02:00,10.14.20.2,10.11.30.7,18333,8333,TCP,2026-01-15 12:01:52,6.119,67,52323,SG,CA,AS4657,AS577
TX10002353,2026-01-15 12:21:00,10.11.30.6,10.13.20.6,18444,8333,TCP,2026-01-15 12:20:41,29.046,166,50633,IN,AU,AS4755,AS1221
TX10007730,2026-01-15 13:29:00,10.12.30.2,10.13.20.1,8333,8333,TCP,2026-01-15 13:28:42,25.542,334,18136,IN,SG,AS45609,AS4657
TX10007454,2026-01-15 13:57:00,10.15.30.8,10.12.10.2,18444,8333,TCP,2026-01-15 13:56:54,36.523,369,18970,DE,CA,AS3320,AS577
TX10002490,2026-01-15 14:20:00,10.15.10.3,10.15.20.3,18333,8333,TCP,2026-01-15 14:19:52,47.198,158,16588,GB,CA,AS5089,AS577
TX10008161,2026-01-15 14:59:00,10.15.10.6,10.12.30.7,8333,8333,TCP,2026-01-15 14:59:00,40.379,225,6789,US,CA,AS7922,AS577
TX10007444,2026-01-15 16:04:00,10.15.30.3,10.13.10.1,8333,8333,TCP,2026-01-15 16:03:57,73.742,380,20664,IN,US,AS55836,AS7922
TX10004074,2026-01-15 16:16:00,10.11.10.7,10.11.30.6,18444,8333,TCP,2026-01-15 16:15:51,46.205,388,10228,SG,SG,AS4657,AS9506
TX10004010,2026-01-15 16:22:00,10.11.10.4,10.15.10.8,18444,8333,TCP,2026-01-15 16:21:48,23.389,332,49354,IN,AU,AS45609,AS4804
TX10008341,2026-01-15 16:46:00,10.12.30.2,10.14.20.7,18333,8333,TCP,2026-01-15 16:45:54,54.202,223,36063,US,SG,AS7922,AS9506
TX10003224,2026-01-15 17:08:00,10.11.20.4,10.12.10.5,8333,8333,TCP,2026-01-15 17:07:55,58.283,376,28382,DE,US,AS3320,AS15169
TX10006376,2026-01-15 17:24:00,10.12.30.4,10.11.10.6,18333,8333,TCP,2026-01-15 17:23:59,18.512,330,38541,IN,NL,AS45609,AS1136
TX10002371,2026-01-15 17:30:00,10.12.10.2,10.15.30.5,18444,8333,TCP,2026-01-15 17:29:53,78.839,92,7056,US,CA,AS7922,AS812
TX10006716,2026-01-15 17:38:00,10.15.20.4,10.11.20.2,18444,8333,TCP,2026-01-15 17:37:59,40.59,31,58597,US,CA,AS15169,AS812
TX10001252,2026-01-15 17:47:00,10.11.30.3,10.12.20.3,18444,8333,TCP,2026-01-15 17:46:57,56.863,135,57050,IN,AU,AS4755,AS4804
TX10008793,2026-01-15 18:58:00,10.12.10.2,10.11.20.2,18333,8333,TCP,2026-01-15 18:58:00,55.181,117,54799,IN,SG,AS45609,AS9506
TX10004075,2026-01-15 19:01:00,10.14.10.2,10.13.10.8,18444,8333,TCP,2026-01-15 19:00:54,39.003,78,44626,NL,US,AS6830,AS15169
TX10002247,2026-01-15 19:03:00,10.13.10.8,10.14.30.8,18444,8333,TCP,2026-01-15 19:02:50,49.525,298,15878,IN,DE,AS4755,AS6805
TX10009602,2026-01-15 19:07:00,10.15.30.5,10.14.20.4,8333,8333,TCP,2026-01-15 19:06:52,69.087,214,58461,IN,SG,AS4755,AS9506
TX10005807,2026-01-15 19:33:00,10.15.30.8,10.15.20.6,8333,8333,TCP,2026-01-15 19:32:41,89.572,194,44039,US,NL,AS7018,AS6830
TX10005644,2026-01-15 19:37:00,10.14.30.4,10.14.30.4,8333,8333,TCP,2026-01-15 19:36:50,35.205,284,2122,DE,AU,AS3320,AS1221
TX10008345,2026-01-15 20:29:00,10.13.10.2,10.15.20.7,18333,8333,TCP,2026-01-15 20:28:49,16.367,397,38970,IN,DE,AS4755,AS6805
TX10007228,2026-01-15 21:07:00,10.14.30.3,10.12.10.8,18444,8333,TCP,2026-01-15 21:06:56,28.753,118,35252,IN,SG,AS45609,AS4657
TX10001600,2026-01-15 21:17:00,10.12.20.2,10.15.20.8,18444,8333,TCP,2026-01-15 21:16:43,12.206,67,18310,CA,NL,AS812,AS6830
TX10002486,2026-01-15 21:21:00,10.12.30.2,10.15.20.7,18333,8333,TCP,2026-01-15 21:20:51,41.797,351,27929,DE,DE,AS6805,AS6805
TX10003599,2026-01-15 21:43:00,10.12.10.1,10.12.20.1,8333,8333,TCP,2026-01-15 21:42:41,66.26,188,20768,IN,DE,AS4755,AS3320
TX10006118,2026-01-15 22:12:00,10.14.10.8,10.12.20.3,18333,8333,TCP,2026-01-15 22:11:55,76.625,24,23188,US,SG,AS15169,AS9506
TX10003189,2026-01-15 22:27:00,10.11.20.2,10.14.10.1,8333,8333,TCP,2026-01-15 22:26:41,29.628,294,13720,US,CA,AS7018,AS812
TX10001658,2026-01-15 22:28:00,10.14.20.7,10.14.30.4,8333,8333,TCP,2026-01-15 22:27:42,26.607,383,50749,DE,DE,AS3320,AS6805
TX10000382,2026-01-15 22:48:00,10.13.30.4,10.15.30.2,8333,8333,TCP,2026-01-15 22:47:52,10.952,1672,532981,NL,AU,AS6830,AS4804
TX10003881,2026-01-15 22:55:00,10.13.20.1,10.13.30.7,8333,8333,TCP,2026-01-15 22:54:43,52.148,39,14165,IN,US,AS45609,AS15169
TX10001530,2026-01-15 23:05:00,10.11.30.2,10.12.30.2,8333,8333,TCP,2026-01-15 23:04:52,75.289,338,3558,US,CA,AS7922,AS577
TX10002172,2026-01-15 23:05:00,10.15.10.6,10.14.10.3,18444,8333,TCP,2026-01-15 23:04:45,28.966,196,10563,US,CA,AS7922,AS577
TX10009193,2026-01-15 23:21:00,10.12.10.2,10.12.10.3,18333,8333,TCP,2026-01-15 23:20:56,20.317,273,40146,CA,IN,AS577,AS45609
TX10000261,2026-01-15 23:25:00,10.15.10.6,10.13.10.7,18444,8333,TCP,2026-01-15 23:24:46,9.531,1356,243649,DE,SG,AS6805,AS9506
TX10004469,2026-01-16 00:02:00,10.12.30.5,10.11.20.2,18333,8333,TCP,2026-01-16 00:01:56,79.251,278,57505,IN,SG,AS45609,AS4657
TX10003258,2026-01-16 00:26:00,10.14.10.6,10.14.10.4,18444,8333,TCP,2026-01-16 00:25:53,18.874,292,58332,US,CA,AS7922,AS812
TX10006434,2026-01-16 00:30:00,10.11.10.4,10.12.10.5,18333,8333,TCP,2026-01-16 00:29:55,62.092,103,20599,IN,CA,AS4755,AS812
TX10001857,2026-01-16 01:01:00,10.11.30.4,10.11.30.8,8333,8333,TCP,2026-01-16 01:00:43,64.928,100,29241,US,GB,AS15169,AS5089
TX10002201,2026-01-16 01:10:00,10.13.30.1,10.11.20.6,18444,8333,TCP,2026-01-16 01:09:55,82.137,348,46700,NL,CA,AS6830,AS577
TX10006575,2026-01-16 01:28:00,10.14.30.6,10.12.30.2,18333,8333,TCP,2026-01-16 01:27:58,3.66,291,2771,AU,DE,AS4804,AS6805
TX10001144,2026-01-16 01:29:00,10.15.10.4,10.14.30.3,18444,8333,TCP,2026-01-16 01:28:56,27.537,80,15496,GB,NL,AS2856,AS1136
TX10007126,2026-01-16 02:58:00,10.14.20.7,10.12.30.6,18333,8333,TCP,2026-01-16 02:57:45,52.803,223,38217,IN,SG,AS4755,AS9506
TX10004580,2026-01-16 03:33:00,10.11.20.2,10.14.10.5,18444,8333,TCP,2026-01-16 03:32:58,55.159,307,59004,IN,NL,AS55836,AS6830
TX10008164,2026-01-16 03:44:00,10.12.10.7,10.14.10.4,18333,8333,TCP,2026-01-16 03:44:00,38.714,382,1067,US,SG,AS15169,AS4657
TX10008542,2026-01-16 04:53:00,10.13.10.6,10.11.10.8,18444,8333,TCP,2026-01-16 04:52:41,40.861,85,48520,US,IN,AS15169,AS45609
TX10006468,2026-01-16 05:46:00,10.13.20.4,10.15.10.4,8333,8333,TCP,2026-01-16 05:45:41,6.621,198,44881,IN,AU,AS55836,AS1221
TX10002539,2026-01-16 06:40:00,10.15.20.6,10.15.30.7,18444,8333,TCP,2026-01-16 06:39:59,64.036,253,50549,DE,GB,AS3320,AS2856
TX10008582,2026-01-16 07:05:00,10.13.30.8,10.14.10.1,18333,8333,TCP,2026-01-16 07:04:48,84.878,136,42924,US,GB,AS15169,AS2856
TX10006634,2026-01-16 07:20:00,10.14.30.1,10.13.10.1,18444,8333,TCP,2026-01-16 07:19:46,76.83,349,21798,AU,IN,AS1221,AS55836
TX10009935,2026-01-16 07:42:00,10.11.20.3,10.13.30.4,8333,8333,TCP,2026-01-16 07:42:00,60.969,72,10649,US,SG,AS7922,AS4657
TX10002042,2026-01-16 08:03:00,10.12.30.3,10.13.30.7,8333,8333,TCP,2026-01-16 08:02:45,23.383,366,46566,IN,SG,AS45609,AS4657
TX10007606,2026-01-16 08:28:00,10.12.20.5,10.13.30.1,18444,8333,TCP,2026-01-16 08:27:49,71.239,174,28132,US,IN,AS7922,AS4755
TX10008948,2026-01-16 08:53:00,10.12.10.6,10.15.20.4,18444,8333,TCP,2026-01-16 08:52:42,13.677,335,5433,IN,SG,AS4755,AS4657
TX10007768,2026-01-16 09:15:00,10.11.30.3,10.14.10.6,18444,8333,TCP,2026-01-16 09:14:52,20.259,32,56651,IN,DE,AS45609,AS6805
TX10007622,2026-01-16 09:34:00,10.11.10.6,10.12.10.1,8333,8333,TCP,2026-01-16 09:33:43,16.111,367,4467,SG,IN,AS4657,AS4755
TX10008661,2026-01-16 10:18:00,10.14.30.3,10.11.10.8,18444,8333,TCP,2026-01-16 10:17:45,62.299,136,8530,US,DE,AS7922,AS6805
TX10003219,2026-01-16 10:21:00,10.15.10.2,10.14.10.1,8333,8333,TCP,2026-01-16 10:20:46,74.341,66,46843,IN,CA,AS4755,AS812
TX10001424,2026-01-16 11:40:00,10.15.10.6,10.11.20.2,8333,8333,TCP,2026-01-16 11:39:54,61.503,279,32118,SG,NL,AS4657,AS1136
TX10007327,2026-01-16 11:52:00,10.14.30.7,10.14.30.1,18444,8333,TCP,2026-01-16 11:51:58,35.908,398,54578,IN,NL,AS4755,AS1136
TX10000747,2026-01-16 12:31:00,10.14.20.1,10.13.10.4,8333,8333,TCP,2026-01-16 12:30:42,9.636,906,756167,DE,NL,AS6805,AS1136
TX10002096,2026-01-16 12:36:00,10.12.30.3,10.11.20.2,8333,8333,TCP,2026-01-16 12:35:45,47.618,270,7466,NL,DE,AS6830,AS6805
TX10002566,2026-01-16 12:37:00,10.12.30.6,10.11.30.8,18333,8333,TCP,2026-01-16 12:36:41,20.108,202,42409,US,CA,AS7018,AS812
TX10000920,2026-01-16 12:58:00,10.13.20.5,10.11.10.6,8333,8333,TCP,2026-01-16 12:57:57,8.682,1249,734906,CA,US,AS812,AS15169
TX10005044,2026-01-16 14:35:00,10.11.10.1,10.11.20.7,18333,8333,TCP,2026-01-16 14:34:58,77.006,210,18945,US,CA,AS7922,AS812
TX10006617,2026-01-16 14:44:00,10.11.10.3,10.13.30.5,18333,8333,TCP,2026-01-16 14:44:00,76.879,337,19608,US,IN,AS15169,AS4755
TX10006557,2026-01-16 15:12:00,10.14.30.3,10.15.20.8,8333,8333,TCP,2026-01-16 15:11:42,61.45,68,53125,IN,IN,AS45609,AS45609
TX10007411,2026-01-16 15:54:00,10.11.30.8,10.13.30.8,18333,8333,TCP,2026-01-16 15:53:52,71.521,324,4697,IN,NL,AS45609,AS1136
TX10008364,2026-01-16 17:39:00,10.15.20.5,10.14.10.8,18333,8333,TCP,2026-01-16 17:38:55,85.36,393,7561,US,CA,AS15169,AS812
TX10006194,2026-01-16 17:53:00,10.15.20.7,10.15.20.3,18444,8333,TCP,2026-01-16 17:52:45,25.441,362,9326,IN,CA,AS45609,AS812
TX10004594,2026-01-16 18:08:00,10.13.30.4,10.12.30.6,8333,8333,TCP,2026-01-16 18:07:52,73.029,394,25866,CA,AU,AS812,AS4804
TX10002740,2026-01-16 18:20:00,10.15.30.8,10.14.20.5,18333,8333,TCP,2026-01-16 18:19:47,79.559,323,29427,IN,GB,AS45609,AS2856
TX10001693,2026-01-16 18:29:00,10.11.10.6,10.14.10.8,8333,8333,TCP,2026-01-16 18:28:55,33.061,219,11623,IN,US,AS45609,AS15169
TX10008405,2026-01-16 18:47:00,10.13.10.1,10.11.20.1,8333,8333,TCP,2026-01-16 18:46:51,14.226,200,45871,GB,CA,AS5089,AS812
TX10003793,2026-01-16 20:26:00,10.14.30.7,10.12.20.2,8333,8333,TCP,2026-01-16 20:25:55,75.112,199,49953,IN,DE,AS4755,AS6805
TX10003892,2026-01-16 20:32:00,10.13.20.5,10.15.10.7,18444,8333,TCP,2026-01-16 20:31:58,40.131,241,58609,DE,US,AS6805,AS7018
TX10001157,2026-01-16 20:59:00,10.13.10.6,10.11.20.2,18333,8333,TCP,2026-01-16 20:58:57,9.782,396,46582,GB,CA,AS5089,AS577
TX10008321,2026-01-16 21:05:00,10.11.20.6,10.11.10.5,8333,8333,TCP,2026-01-16 21:04:51,74.693,94,12781,IN,DE,AS45609,AS6805
TX10009194,2026-01-16 21:17:00,10.12.10.5,10.15.10.2,18444,8333,TCP,2026-01-16 21:16:47,21.911,52,28664,IN,US,AS55836,AS7922
TX10008222,2026-01-16 21:21:00,10.14.10.3,10.14.10.2,18444,8333,TCP,2026-01-16 21:20:44,8.445,40,46630,IN,SG,AS55836,AS9506
TX10000050,2026-01-16 22:04:00,10.13.10.1,10.15.20.2,18444,8333,TCP,2026-01-16 22:03:46,2.929,1520,238680,GB,SG,AS5089,AS9506
TX10009428,2026-01-16 22:12:00,10.14.10.4,10.15.10.8,8333,8333,TCP,2026-01-16 22:11:50,40.179,216,13014,IN,AU,AS45609,AS4804
TX10002379,2026-01-16 23:40:00,10.14.10.4,10.12.20.7,18444,8333,TCP,2026-01-16 23:39:53,69.904,375,22930,US,IN,AS7922,AS4755
TX10000173,2026-01-17 00:40:00,10.11.10.2,10.15.20.8,18333,8333,TCP,2026-01-17 00:39:55,5.224,988,781329,CA,US,AS577,AS15169
TX10007776,2026-01-17 01:44:00,10.12.30.4,10.11.20.6,8333,8333,TCP,2026-01-17 01:43:56,83.239,358,6186,IN,GB,AS45609,AS5089
TX10009839,2026-01-17 02:07:00,10.11.10.3,10.14.20.1,18333,8333,TCP,2026-01-17 02:06:41,59.515,360,26904,CA,AU,AS577,AS4804
TX10003124,2026-01-17 02:38:00,10.12.20.5,10.15.20.4,18333,8333,TCP,2026-01-17 02:37:41,6.933,25,29105,US,US,AS15169,AS15169
TX10009579,2026-01-17 02:49:00,10.15.10.5,10.15.30.5,18333,8333,TCP,2026-01-17 02:48:42,64.097,37,28339,AU,GB,AS4804,AS2856
TX10002916,2026-01-17 03:30:00,10.15.10.3,10.13.30.3,18444,8333,TCP,2026-01-17 03:29:47,6.713,23,5423,US,NL,AS15169,AS6830
TX10009735,2026-01-17 04:05:00,10.13.30.5,10.12.30.2,18444,8333,TCP,2026-01-17 04:04:41,71.134,117,16776,IN,GB,AS4755,AS2856
TX10006895,2026-01-17 04:34:00,10.11.20.3,10.11.10.4,8333,8333,TCP,2026-01-17 04:33:53,68.509,260,5625,SG,AU,AS9506,AS4804
TX10008968,2026-01-17 04:40:00,10.13.10.7,10.15.20.1,18333,8333,TCP,2026-01-17 04:39:45,12.228,294,7026,IN,IN,AS45609,AS55836
TX10009018,2026-01-17 05:42:00,10.12.30.6,10.13.20.2,18444,8333,TCP,2026-01-17 05:41:47,70.301,89,12206,DE,DE,AS6805,AS6805
TX10003759,2026-01-17 05:49:00,10.13.20.4,10.12.30.4,8333,8333,TCP,2026-01-17 05:48:42,83.946,202,43718,CA,GB,AS577,AS5089
TX10004190,2026-01-17 05:49:00,10.15.20.1,10.13.10.8,18333,8333,TCP,2026-01-17 05:49:00,10.156,104,22517,SG,CA,AS9506,AS577
TX10008863,2026-01-17 06:14:00,10.11.10.8,10.13.10.4,18333,8333,TCP,2026-01-17 06:13:48,79.17,203,4665,DE,GB,AS6805,AS2856
TX10009573,2026-01-17 06:30:00,10.13.10.4,10.13.20.3,18444,8333,TCP,2026-01-17 06:29:57,27.543,163,55168,CA,IN,AS577,AS45609
TX10005855,2026-01-17 06:32:00,10.13.30.5,10.12.10.2,8333,8333,TCP,2026-01-17 06:31:46,40.485,129,28700,IN,GB,AS4755,AS2856
TX10005290,2026-01-17 06:42:00,10.15.10.4,10.15.30.5,18444,8333,TCP,2026-01-17 06:41:55,34.759,360,37352,SG,SG,AS9506,AS4657
TX10005797,2026-01-17 06:56:00,10.14.20.5,10.12.20.7,18444,8333,TCP,2026-01-17 06:55:41,39.11,357,33829,SG,NL,AS4657,AS6830
TX10005009,2026-01-17 07:04:00,10.14.20.5,10.15.30.2,18333,8333,TCP,2026-01-17 07:03:56,35.924,170,48692,DE,US,AS6805,AS7018
TX10003076,2026-01-17 07:33:00,10.14.30.3,10.15.30.2,18333,8333,TCP,2026-01-17 07:32:48,18.432,27,9020,US,DE,AS15169,AS3320
TX10000513,2026-01-17 07:34:00,10.13.30.6,10.14.30.8,18444,8333,TCP,2026-01-17 07:33:54,0.25,2780,615478,DE,NL,AS3320,AS1136
TX10009334,2026-01-17 07:34:00,10.12.30.6,10.13.10.8,18444,8333,TCP,2026-01-17 07:33:49,3.79,270,33060,IN,NL,AS45609,AS1136
TX10000768,2026-01-17 07:46:00,10.14.20.1,10.12.30.1,8333,8333,TCP,2026-01-17 07:45:55,6.231,2897,151926,DE,NL,AS3320,AS1136
TX10006279,2026-01-17 07:47:00,10.15.20.4,10.12.10.2,18333,8333,TCP,2026-01-17 07:46:48,38.27,382,59136,IN,US,AS4755,AS7922
TX10004389,2026-01-17 07:50:00,10.14.10.1,10.13.20.6,8333,8333,TCP,2026-01-17 07:49:58,76.127,379,35784,US,AU,AS7018,AS4804
TX10003364,2026-01-17 07:59:00,10.11.10.5,10.14.30.3,18333,8333,TCP,2026-01-17 07:58:43,6.382,262,45683,IN,DE,AS4755,AS3320
TX10005312,2026-01-17 08:34:00,10.13.30.4,10.12.30.2,18444,8333,TCP,2026-01-17 08:33:43,85.442,26,56982,IN,CA,AS55836,AS577
TX10001448,2026-01-17 08:41:00,10.12.30.4,10.13.30.5,18333,8333,TCP,2026-01-17 08:40:41,49.466,297,15277,GB,NL,AS2856,AS6830
TX10004052,2026-01-17 09:10:00,10.15.10.3,10.11.10.1,18444,8333,TCP,2026-01-17 09:09:45,86.32,61,20249,US,GB,AS7922,AS5089
TX10003491,2026-01-17 09:37:00,10.12.30.8,10.14.20.6,18444,8333,TCP,2026-01-17 09:36:56,68.308,181,55939,CA,AU,AS577,AS4804
TX10003983,2026-01-17 10:05:00,10.11.20.8,10.13.20.8,18333,8333,TCP,2026-01-17 10:04:54,42.76,118,52682,NL,DE,AS1136,AS3320
TX10003227,2026-01-17 10:07:00,10.14.20.5,10.13.30.4,8333,8333,TCP,2026-01-17 10:06:54,4.231,323,6518,GB,IN,AS5089,AS45609
TX10002129,2026-01-17 10:11:00,10.11.20.5,10.15.20.4,8333,8333,TCP,2026-01-17 10:10:42,9.424,132,47895,IN,US,AS4755,AS7018
TX10007195,2026-01-17 10:49:00,10.14.20.6,10.15.10.1,18444,8333,TCP,2026-01-17 10:48:41,47.088,329,1624,GB,IN,AS2856,AS4755
TX10006364,2026-01-17 11:11:00,10.12.20.5,10.14.10.1,18333,8333,TCP,2026-01-17 11:10:58,13.007,185,4503,AU,NL,AS4804,AS6830
TX10001803,2026-01-17 11:13:00,10.15.20.8,10.13.30.8,18333,8333,TCP,2026-01-17 11:12:51,68.58,27,7881,AU,GB,AS4804,AS2856
TX10006538,2026-01-17 11:34:00,10.13.30.6,10.11.20.3,18333,8333,TCP,2026-01-17 11:33:49,18.169,105,28468,US,AU,AS7018,AS4804
TX10007286,2026-01-17 11:42:00,10.12.30.1,10.11.30.8,18333,8333,TCP,2026-01-17 11:41:45,74.658,198,28539,IN,AU,AS4755,AS1221
TX10007662,2026-01-17 12:03:00,10.12.30.5,10.15.30.7,8333,8333,TCP,2026-01-17 12:02:55,32.865,275,15181,IN,US,AS45609,AS7018
TX10005636,2026-01-17 12:31:00,10.13.30.7,10.15.20.8,18333,8333,TCP,2026-01-17 12:30:59,35.227,394,27171,US,GB,AS7018,AS2856
TX10007095,2026-01-17 12:54:00,10.15.10.8,10.13.10.3,8333,8333,TCP,2026-01-17 12:53:54,77.337,57,17956,SG,IN,AS9506,AS4755
TX10007848,2026-01-17 12:54:00,10.11.30.5,10.15.30.2,8333,8333,TCP,2026-01-17 12:53:52,20.681,349,5643,DE,NL,AS6805,AS1136
TX10008627,2026-01-17 13:19:00,10.11.30.1,10.15.20.1,18444,8333,TCP,2026-01-17 13:18:46,68.848,204,6149,NL,CA,AS6830,AS577
TX10008227,2026-01-17 13:56:00,10.14.30.1,10.15.20.2,18444,8333,TCP,2026-01-17 13:55:44,39.941,179,30396,IN,SG,AS4755,AS9506
TX10003373,2026-01-17 14:53:00,10.13.30.5,10.15.20.7,18444,8333,TCP,2026-01-17 14:52:49,26.082,173,37511,IN,SG,AS55836,AS9506
TX10004977,2026-01-17 15:19:00,10.12.10.8,10.12.10.5,8333,8333,TCP,2026-01-17 15:18:51,51.751,175,19347,DE,IN,AS6805,AS45609
TX10008492,2026-01-17 15:20:00,10.14.10.4,10.13.10.7,18333,8333,TCP,2026-01-17 15:20:00,72.611,147,24265,NL,DE,AS1136,AS6805
TX10001722,2026-01-17 15:43:00,10.13.30.6,10.13.10.3,18444,8333,TCP,2026-01-17 15:42:43,79.909,288,12523,US,AU,AS15169,AS1221
TX10004294,2026-01-17 15:51:00,10.11.30.1,10.12.10.6,18333,8333,TCP,2026-01-17 15:50:48,35.886,111,40367,IN,NL,AS55836,AS1136
TX10007251,2026-01-17 16:31:00,10.11.20.7,10.11.30.6,18333,8333,TCP,2026-01-17 16:30:58,45.354,336,44813,IN,GB,AS4755,AS2856
TX10000156,2026-01-17 17:09:00,10.14.20.1,10.14.20.2,18333,8333,TCP,2026-01-17 17:08:45,0.473,676,478660,NL,SG,AS6830,AS9506
TX10004319,2026-01-17 17:11:00,10.15.30.7,10.11.20.8,18444,8333,TCP,2026-01-17 17:10:57,32.326,335,53754,CA,CA,AS577,AS812
TX10002391,2026-01-17 17:33:00,10.15.10.7,10.11.10.2,8333,8333,TCP,2026-01-17 17:32:55,30.041,50,50910,CA,IN,AS577,AS4755
TX10005618,2026-01-17 17:39:00,10.14.30.3,10.13.20.4,8333,8333,TCP,2026-01-17 17:38:59,81.827,49,19866,IN,IN,AS4755,AS55836
TX10001826,2026-01-17 17:44:00,10.11.20.4,10.13.20.4,18333,8333,TCP,2026-01-17 17:43:57,59.725,21,5059,NL,GB,AS1136,AS2856
TX10002402,2026-01-17 17:53:00,10.13.10.3,10.12.10.5,18444,8333,TCP,2026-01-17 17:52:50,79.011,198,49652,IN,AU,AS55836,AS4804
TX10005281,2026-01-17 18:46:00,10.12.30.7,10.15.20.4,18333,8333,TCP,2026-01-17 18:45:56,30.587,54,42162,IN,IN,AS45609,AS55836
TX10008078,2026-01-17 19:35:00,10.11.10.1,10.11.20.4,8333,8333,TCP,2026-01-17 19:34:56,23.508,106,24776,SG,NL,AS9506,AS6830
TX10008890,2026-01-17 20:14:00,10.12.10.3,10.11.20.2,8333,8333,TCP,2026-01-17 20:13:54,47.218,121,44387,US,SG,AS7922,AS4657
TX10005814,2026-01-17 20:36:00,10.14.30.7,10.12.30.8,8333,8333,TCP,2026-01-17 20:35:58,26.645,49,40068,US,SG,AS7018,AS9506
TX10006996,2026-01-17 21:44:00,10.15.10.2,10.11.10.5,18444,8333,TCP,2026-01-17 21:43:52,40.122,370,16565,IN,DE,AS4755,AS6805
TX10009039,2026-01-17 21:56:00,10.14.10.2,10.14.10.1,18444,8333,TCP,2026-01-17 21:55:58,78.904,336,35253,US,US,AS15169,AS15169
TX10004651,2026-01-17 22:02:00,10.15.10.2,10.15.20.2,8333,8333,TCP,2026-01-17 22:01:57,76.564,179,22504,DE,AU,AS6805,AS4804
TX10001178,2026-01-17 23:27:00,10.15.20.5,10.15.10.8,18444,8333,TCP,2026-01-17 23:26:58,27.291,164,15133,IN,IN,AS45609,AS55836
TX10006448,2026-01-17 23:39:00,10.13.20.7,10.13.10.7,18444,8333,TCP,2026-01-17 23:38:52,22.856,153,39469,US,DE,AS7922,AS3320
TX10005133,2026-01-17 23:39:00,10.11.20.1,10.14.10.6,18444,8333,TCP,2026-01-17 23:38:45,20.515,297,48322,IN,NL,AS4755,AS1136
TX10005768,2026-01-18 00:46:00,10.15.20.1,10.12.30.8,8333,8333,TCP,2026-01-18 00:45:50,67.288,242,25120,AU,IN,AS4804,AS4755
TX10001524,2026-01-18 01:31:00,10.12.20.3,10.11.10.7,18333,8333,TCP,2026-01-18 01:30:54,57.388,104,4916,GB,IN,AS2856,AS55836
TX10000980,2026-01-18 01:45:00,10.14.20.6,10.15.20.3,8333,8333,TCP,2026-01-18 01:44:55,1.62,2603,593540,GB,DE,AS5089,AS6805
TX10008678,2026-01-18 02:48:00,10.13.20.2,10.11.10.5,18444,8333,TCP,2026-01-18 02:47:42,34.4,224,43963,IN,AU,AS45609,AS1221
TX10009489,2026-01-18 02:49:00,10.14.10.4,10.12.30.7,18333,8333,TCP,2026-01-18 02:48:42,72.869,282,21642,IN,DE,AS45609,AS6805
TX10004020,2026-01-18 04:05:00,10.15.20.6,10.12.10.4,18444,8333,TCP,2026-01-18 04:04:50,67.732,336,40612,NL,US,AS6830,AS7018
TX10003888,2026-01-18 04:48:00,10.14.30.2,10.11.30.6,18333,8333,TCP,2026-01-18 04:47:54,28.212,79,1397,DE,CA,AS3320,AS812
TX10007745,2026-01-18 04:52:00,10.11.20.7,10.13.30.3,18333,8333,TCP,2026-01-18 04:51:56,16.413,123,58376,IN,GB,AS55836,AS5089
TX10005093,2026-01-18 05:06:00,10.15.20.2,10.15.20.5,8333,8333,TCP,2026-01-18 05:05:58,73.49,86,58281,CA,AU,AS812,AS1221
TX10001363,2026-01-18 05:14:00,10.12.30.6,10.15.30.1,18333,8333,TCP,2026-01-18 05:13:52,74.713,117,44394,IN,NL,AS55836,AS1136
TX10001569,2026-01-18 05:21:00,10.11.20.4,10.11.30.5,8333,8333,TCP,2026-01-18 05:20:42,62.832,346,52297,AU,AU,AS4804,AS1221
