txid,timestamp,block_height,time_step,src_ip,dst_ip,src_port,dst_port,protocol,network_timestamp,connection_duration_sec,packet_count,bytes_transferred,src_country,dst_country,src_asn,dst_asn,input_addresses,output_addresses,input_amounts,output_amounts,total_input_amount_btc,total_output_amount_btc,fee_btc,num_inputs,num_outputs,script_type,source_wallet,destination_wallet,transaction_frequency_24h,avg_time_gap_min,wallet_degree,unique_ip_count,country_count,asn_count,ground_truth,scenario
TX10001146,2026-01-02 08:52:00,850149,2,10.15.30.6,10.12.20.2,8333,8333,TCP,2026-01-02 08:51:56,18.248,321,28238,IN,CA,AS55836,AS812,W000682|W001276|W000911,W000190|W001911,0.001222|0.086844|0.096804,0.066194|0.115270,0.18487,0.181464,0.003405,3,2,P2WSH,W000682,W000190,12,215.571,2,1,1,2,synthetic_normal,normal
TX10001886,2026-01-02 09:17:00,850151,2,10.13.30.3,10.12.10.6,8333,8333,TCP,2026-01-02 09:16:57,28.554,375,39022,US,US,AS7922,AS7922,W000402,W001199|W000563,0.641554,0.155115|0.482913,0.641554,0.638028,0.003526,1,2,P2WPKH,W000402,W001199,11,252.368,10,4,1,2,synthetic_normal,normal
TX10007161,2026-01-02 09:42:00,850154,2,10.13.30.4,10.14.20.1,18333,8333,TCP,2026-01-02 09:41:43,22.186,198,31428,US,GB,AS7922,AS5089,W002146,W001827|W002464,0.112459,0.025347|0.086458,0.112459,0.111805,0.000654,1,2,P2WPKH,W002146,W001827,9,321.702,19,2,2,1,synthetic_normal,normal
TX10002033,2026-01-02 10:02:00,850156,2,10.15.10.1,10.13.10.7,18333,8333,TCP,2026-01-02 10:01:55,54.509,32,22481,US,AU,AS7922,AS1221,W002116|W001416|W001054,W000806|W000188|W000842|W000194,0.131706|0.172236|0.000050,0.028567|0.097656|0.146152|0.029715,0.303992,0.302091,0.001901,3,4,P2SH,W002116,W000806,12,118.199,8,2,2,2,synthetic_normal,normal
TX10006302,2026-01-02 10:10:00,850157,2,10.14.30.3,10.14.20.8,8333,8333,TCP,2026-01-02 10:09:50,88.585,40,53033,AU,US,AS4804,AS7922,W001379,W000758,0.114060,0.113930,0.11406,0.11393,0.000129,1,1,P2PKH,W001379,W000758,10,59.422,4,2,2,1,synthetic_normal,normal
TX10005355,2026-01-02 10:19:00,850157,2,10.14.10.4,10.12.10.4,18333,8333,TCP,2026-01-02 10:18:50,69.033,243,46779,IN,SG,AS4755,AS4657,W000505|W000256|W000900,W000547|W001222|W000688,0.052180|0.052378|0.009559,0.034289|0.058508|0.020932,0.114117,0.113729,0.000388,3,3,P2SH,W000505,W000547,5,260.472,17,3,2,1,synthetic_normal,normal
TX10002635,2026-01-02 10:33:00,850159,2,10.13.30.6,10.13.20.8,18333,8333,TCP,2026-01-02 10:32:46,39.909,310,14643,SG,SG,AS9506,AS4657,W001289|W001976,W001083|W000877|W001177|W002477,0.759411|0.085431,0.120471|0.413603|0.074225|0.235370,0.844842,0.843668,0.001174,2,4,P2PKH,W001289,W001083,1,216.927,6,4,2,2,synthetic_normal,normal
TX10008845,2026-01-02 11:49:00,850166,2,10.15.10.8,10.15.20.6,18444,8333,TCP,2026-01-02 11:48:53,4.4,353,23463,GB,IN,AS5089,AS55836,W002437,W002310|W001732,0.305701,0.082323|0.219624,0.305701,0.301947,0.003755,1,2,P2WSH,W002437,W002310,8,301.081,13,1,2,2,synthetic_normal,normal
TX10000049,2026-01-02 13:17:00,850175,2,10.14.10.4,10.14.30.6,8333,8333,TCP,2026-01-02 13:16:41,3.135,1528,667217,GB,CA,AS2856,AS577,W000015|W001486,W001372|W000929|W000702|W002382|W000709|W001293|W002439|W002158|W002478|W000347|W000140|W000212|W001972,4.063172|8.585195,1.307921|0.682941|0.821812|2.675145|0.368321|1.062526|1.526003|0.562525|0.662783|0.105548|1.095259|1.524263|0.182679,12.648367,12.577725,0.070641,2,13,P2WSH,W000015,W000246,148,0.957,71,23,6,4,synthetic_anomalous,fan_out
TX10001900,2026-01-02 13:36:00,850177,2,10.13.20.5,10.11.10.4,8333,8333,TCP,2026-01-02 13:35:47,28.265,108,17599,IN,SG,AS55836,AS9506,W001471,W002467|W001460|W001569|W001399,0.869239,0.063645|0.086068|0.215197|0.503015,0.869239,0.867926,0.001313,1,4,P2WPKH,W001471,W002467,13,313.01,8,1,2,2,synthetic_normal,normal
TX10001408,2026-01-02 13:40:00,850178,2,10.13.10.1,10.11.10.2,18333,8333,TCP,2026-01-02 13:39:49,55.942,197,28683,IN,DE,AS45609,AS3320,W002028,W000410|W001501|W001602|W001646,1.152450,0.701807|0.165331|0.247001|0.036329,1.15245,1.150468,0.001982,1,4,P2WSH,W002028,W000410,12,272.403,16,2,1,2,synthetic_normal,normal
TX10002249,2026-01-02 15:20:00,850188,2,10.13.30.7,10.15.30.4,18333,8333,TCP,2026-01-02 15:19:53,85.657,293,35483,US,DE,AS15169,AS3320,W001516|W001144,W000789|W002398|W001298,0.587448|0.193927,0.333204|0.293454|0.153381,0.781376,0.780039,0.001337,2,3,P2WPKH,W001516,W000789,3,337.429,2,2,1,2,synthetic_normal,normal
TX10005154,2026-01-02 15:28:00,850188,2,10.14.10.5,10.12.10.4,8333,8333,TCP,2026-01-02 15:27:56,13.403,143,42736,IN,SG,AS55836,AS9506,W000036|W001761|W002116,W000528|W001159|W002490|W000669,0.066265|0.223264|0.009265,0.064438|0.162284|0.028885|0.041122,0.298794,0.296729,0.002065,3,4,P2SH,W000036,W000528,10,36.144,7,1,2,1,synthetic_normal,normal
TX10006055,2026-01-02 15:45:00,850190,2,10.13.20.1,10.14.10.3,8333,8333,TCP,2026-01-02 15:44:57,41.819,322,24012,DE,CA,AS6805,AS812,W000719,W002377|W001147|W001670,0.362955,0.171355|0.037289|0.153211,0.362955,0.361855,0.001101,1,3,P2SH,W000719,W002377,10,262.702,2,1,2,2,synthetic_normal,normal
TX10005747,2026-01-02 16:30:00,850195,2,10.13.10.8,10.13.30.4,8333,8333,TCP,2026-01-02 16:29:49,61.174,325,9201,SG,CA,AS9506,AS577,W001437,W000437,0.440292,0.438357,0.440292,0.438357,0.001935,1,1,P2SH,W001437,W000437,2,58.853,3,4,2,2,synthetic_normal,normal
TX10007375,2026-01-02 17:05:00,850198,2,10.14.30.5,10.11.20.4,8333,8333,TCP,2026-01-02 17:04:54,17.471,175,12890,DE,AU,AS3320,AS4804,W001366|W000546,W000146|W000257|W000857|W000006,0.144629|0.398411,0.141740|0.070545|0.195552|0.133320,0.54304,0.541157,0.001883,2,4,P2WSH,W001366,W000146,5,259.302,15,1,2,2,synthetic_normal,normal
TX10008481,2026-01-02 17:35:00,850201,2,10.11.30.5,10.11.10.5,8333,8333,TCP,2026-01-02 17:34:50,60.534,384,30471,DE,IN,AS3320,AS4755,W001939,W000931|W001913|W002419|W000196,0.116445,0.060503|0.024619|0.012421|0.015347,0.116445,0.11289,0.003555,1,4,P2WPKH,W001939,W000931,12,144.755,17,2,1,2,synthetic_normal,normal
TX10005119,2026-01-02 17:38:00,850201,2,10.15.30.4,10.14.20.5,8333,8333,TCP,2026-01-02 17:37:41,70.637,151,53750,IN,NL,AS45609,AS1136,W001713,W000894|W001012|W001991|W000371,1.073289,0.642911|0.173157|0.034800|0.218731,1.073289,1.069599,0.00369,1,4,P2WPKH,W001713,W000894,12,231.953,16,3,2,2,synthetic_normal,normal
TX10006665,2026-01-02 17:51:00,850203,2,10.14.30.8,10.15.30.4,8333,8333,TCP,2026-01-02 17:50:56,83.078,309,1700,IN,DE,AS4755,AS3320,W000916|W000315|W000969,W002491|W000088|W001104|W002122,0.093177|0.036477|0.146232,0.144822|0.016126|0.017954|0.096230,0.275885,0.275132,0.000753,3,4,P2PKH,W000916,W002491,14,128.096,7,1,1,1,synthetic_normal,normal
TX10005485,2026-01-02 18:04:00,850204,2,10.12.20.5,10.12.30.3,8333,8333,TCP,2026-01-02 18:03:56,14.432,208,40410,DE,NL,AS6805,AS1136,W000798|W001111,W000881,0.313812|0.005025,0.315256,0.318837,0.315256,0.003581,2,1,P2WSH,W000798,W000881,13,18.036,13,4,2,2,synthetic_normal,normal
TX10002778,2026-01-02 18:25:00,850206,2,10.13.30.2,10.13.30.4,8333,8333,TCP,2026-01-02 18:24:42,70.112,257,59464,IN,GB,AS4755,AS5089,W000303,W001660|W001267,0.210430,0.020211|0.187535,0.21043,0.207746,0.002684,1,2,P2SH,W000303,W001660,14,338.389,15,2,2,2,synthetic_normal,normal
TX10007702,2026-01-02 18:30:00,850207,2,10.13.30.3,10.14.30.7,18333,8333,TCP,2026-01-02 18:29:58,30.472,34,23211,IN,NL,AS45609,AS1136,W000978|W000205|W002298,W001735|W000881|W001982|W001919,0.216117|0.041475|0.143608,0.153775|0.143124|0.083395|0.020250,0.4012,0.400544,0.000656,3,4,P2PKH,W000978,W001735,5,269.012,19,4,2,2,synthetic_normal,normal
TX10007416,2026-01-02 18:41:00,850208,2,10.14.10.3,10.11.10.7,18333,8333,TCP,2026-01-02 18:40:54,65.636,340,21682,GB,CA,AS5089,AS577,W001784|W000071|W000183,W000269,0.042931|0.132824|0.099719,0.275197,0.275475,0.275197,0.000278,3,1,P2WSH,W001784,W000269,4,24.401,19,2,2,2,synthetic_normal,normal
TX10002344,2026-01-02 18:53:00,850209,2,10.11.20.1,10.12.10.3,18444,8333,TCP,2026-01-02 18:52:54,21.251,336,25811,GB,US,AS5089,AS15169,W001403,W000974,0.370939,0.368778,0.370939,0.368778,0.00216,1,1,P2WPKH,W001403,W000974,13,150.41,3,4,1,2,synthetic_normal,normal
TX10005570,2026-01-02 20:03:00,850216,2,10.15.20.8,10.11.20.2,18333,8333,TCP,2026-01-02 20:02:47,59.176,279,44031,IN,IN,AS55836,AS55836,W000281,W000850,0.186722,0.183741,0.186722,0.183741,0.002981,1,1,P2PKH,W000281,W000850,11,272.303,6,2,2,1,synthetic_normal,normal
TX10006654,2026-01-02 21:00:00,850222,2,10.13.30.3,10.14.20.1,8333,8333,TCP,2026-01-02 20:59:42,4.669,221,15842,AU,DE,AS1221,AS3320,W000849|W001502,W001683,0.354042|0.097114,0.448117,0.451157,0.448117,0.003039,2,1,P2WSH,W000849,W001683,1,55.747,7,3,2,1,synthetic_normal,normal
TX10000200,2026-01-02 21:51:00,850227,2,10.12.30.5,10.12.20.5,8333,8333,TCP,2026-01-02 21:50:58,10.839,4558,385249,CA,IN,AS812,AS55836,W001942|W002165|W002481|W002188|W001935,W000747|W001681,0.176010|0.820928|0.534472|0.484381|0.432168,1.482575|0.893900,2.447959,2.376474,0.071484,5,2,P2PKH,W001942,W000747,129,0.957,68,8,4,6,synthetic_anomalous,rapid_chain
TX10009247,2026-01-02 23:17:00,850235,2,10.13.20.3,10.15.10.7,18333,8333,TCP,2026-01-02 23:16:46,30.094,126,10961,US,SG,AS15169,AS9506,W002263,W001901|W001742|W001785|W001955,0.533843,0.060776|0.222644|0.201222|0.048530,0.533843,0.533172,0.000671,1,4,P2WSH,W002263,W001901,11,252.936,14,1,1,1,synthetic_normal,normal
TX10004185,2026-01-02 23:26:00,850236,2,10.15.10.5,10.14.20.6,18444,8333,TCP,2026-01-02 23:25:45,32.157,203,31996,US,GB,AS15169,AS2856,W001849|W002363|W001345,W000151|W001499,0.091647|0.190481|0.152755,0.060360|0.371300,0.434882,0.43166,0.003222,3,2,P2WPKH,W001849,W000151,4,107.206,10,2,2,2,synthetic_normal,normal
TX10002250,2026-01-03 00:47:00,850244,2,10.15.20.6,10.14.20.2,18444,8333,TCP,2026-01-03 00:46:48,87.956,94,42462,US,US,AS7922,AS15169,W000331|W001660,W001231|W001026,0.152392|0.258415,0.232954|0.174231,0.410807,0.407186,0.003621,2,2,P2PKH,W000331,W001231,5,167.619,1,3,2,2,synthetic_normal,normal
TX10005001,2026-01-03 00:50:00,850245,2,10.11.10.5,10.11.30.3,18333,8333,TCP,2026-01-03 00:49:56,36.596,156,17993,SG,NL,AS9506,AS1136,W001891|W001322,W001442,0.030570|0.338882,0.366625,0.369452,0.366625,0.002827,2,1,P2SH,W001891,W001442,14,194.142,4,1,1,1,synthetic_normal,normal
TX10003044,2026-01-03 01:00:00,850246,2,10.11.10.5,10.11.10.7,18444,8333,TCP,2026-01-03 01:00:00,86.124,304,29093,US,US,AS7018,AS15169,W001715|W001761,W001802,0.364241|0.055507,0.416753,0.419748,0.416753,0.002996,2,1,P2PKH,W001715,W001802,8,40.036,18,1,1,1,synthetic_normal,normal
TX10001579,2026-01-03 01:02:00,850246,2,10.13.10.6,10.12.20.8,18444,8333,TCP,2026-01-03 01:01:47,57.531,263,42637,GB,US,AS5089,AS7922,W002111,W001111|W001215,0.078009,0.001384|0.076271,0.078009,0.077655,0.000354,1,2,P2PKH,W002111,W001111,7,359.143,3,3,1,2,synthetic_normal,normal
TX10005950,2026-01-03 02:27:00,850254,2,10.11.30.5,10.15.20.1,18444,8333,TCP,2026-01-03 02:26:42,53.341,211,1625,SG,IN,AS9506,AS4755,W001096,W002229,0.477715,0.474704,0.477715,0.474704,0.003011,1,1,P2PKH,W001096,W002229,12,93.24,2,2,2,1,synthetic_normal,normal
TX10004473,2026-01-03 02:40:00,850256,2,10.14.10.4,10.15.30.8,8333,8333,TCP,2026-01-03 02:39:53,24.939,321,19673,US,CA,AS15169,AS812,W002464|W002455,W001645|W001588|W001463,0.367260|0.106193,0.126224|0.208599|0.135196,0.473454,0.470019,0.003435,2,3,P2WSH,W002464,W001645,1,194.499,6,2,2,1,synthetic_normal,normal
TX10007166,2026-01-03 03:31:00,850261,2,10.14.10.2,10.15.10.3,8333,8333,TCP,2026-01-03 03:30:54,44.325,362,43573,CA,GB,AS577,AS2856,W001799|W001010|W000460,W000694|W001717|W000462,0.309601|0.239995|0.067725,0.343284|0.106836|0.163381,0.617321,0.613502,0.003819,3,3,P2SH,W001799,W000694,3,207.832,2,3,1,1,synthetic_normal,normal
TX10004311,2026-01-03 03:40:00,850262,2,10.15.10.5,10.15.30.5,8333,8333,TCP,2026-01-03 03:39:47,21.604,358,54333,IN,DE,AS45609,AS6805,W001343|W001439|W002391,W000130,0.081021|0.073296|0.015837,0.169732,0.170154,0.169732,0.000421,3,1,P2WPKH,W001343,W000130,11,358.93,2,2,1,2,synthetic_normal,normal
TX10004966,2026-01-03 03:49:00,850262,2,10.13.20.1,10.15.10.7,8333,8333,TCP,2026-01-03 03:48:55,36.502,141,13322,IN,SG,AS55836,AS9506,W001745,W001928|W002480,0.477996,0.346074|0.129021,0.477996,0.475095,0.002901,1,2,P2PKH,W001745,W001928,14,306.392,15,1,1,1,synthetic_normal,normal
TX10008253,2026-01-03 04:28:00,850266,2,10.11.10.4,10.12.10.8,18333,8333,TCP,2026-01-03 04:28:00,37.169,374,46808,AU,SG,AS1221,AS9506,W000287,W002441|W000260|W001033|W001771,0.411248,0.273195|0.112380|0.020572|0.001401,0.411248,0.40755,0.003698,1,4,P2PKH,W000287,W002441,6,14.466,14,2,1,2,synthetic_normal,normal
TX10004571,2026-01-03 05:00:00,850270,2,10.13.30.6,10.14.30.4,18333,8333,TCP,2026-01-03 04:59:48,64.672,358,22847,GB,NL,AS5089,AS6830,W001007|W001712|W001770,W001271|W001938|W001836,0.596652|0.165952|0.482954,0.520461|0.242801|0.479615,1.245558,1.242878,0.00268,3,3,P2WPKH,W001007,W001271,8,66.65,2,2,2,1,synthetic_normal,normal
TX10007545,2026-01-03 05:04:00,850270,2,10.15.30.1,10.14.20.4,18444,8333,TCP,2026-01-03 05:03:51,66.888,326,6046,GB,AU,AS2856,AS4804,W001156|W001955|W002151,W000262|W001768|W000210|W000831,0.216497|0.135246|0.029690,0.004209|0.089981|0.114618|0.169929,0.381433,0.378738,0.002695,3,4,P2SH,W001156,W000262,7,200.615,3,2,2,1,synthetic_normal,normal
TX10006988,2026-01-03 06:01:00,850276,2,10.13.10.3,10.12.10.7,8333,8333,TCP,2026-01-03 06:00:44,40.981,196,41876,IN,DE,AS45609,AS3320,W000537|W001694,W001845,0.165070|0.012447,0.174843,0.177517,0.174843,0.002674,2,1,P2PKH,W000537,W001845,7,188.173,16,1,1,1,synthetic_normal,normal
TX10004870,2026-01-03 06:26:00,850278,2,10.12.30.6,10.13.30.4,8333,8333,TCP,2026-01-03 06:25:55,44.321,395,3799,DE,AU,AS3320,AS1221,W001834,W000770|W001464|W000585,0.240816,0.108732|0.016054|0.115729,0.240816,0.240516,0.0003,1,3,P2PKH,W001834,W000770,7,250.518,8,1,2,2,synthetic_normal,normal
TX10006002,2026-01-03 06:31:00,850279,2,10.13.20.6,10.15.20.3,18333,8333,TCP,2026-01-03 06:30:50,17.03,222,59199,SG,CA,AS4657,AS577,W000218|W000306,W000843|W001880|W001680|W000926,0.325516|0.098073,0.080478|0.188558|0.074296|0.078788,0.423589,0.422119,0.00147,2,4,P2WPKH,W000218,W000843,11,193.605,17,2,2,2,synthetic_normal,normal
TX10005553,2026-01-03 06:31:00,850279,2,10.12.30.2,10.12.20.6,18444,8333,TCP,2026-01-03 06:30:49,56.798,288,8416,GB,US,AS2856,AS7018,W000371|W000265|W000405,W002443|W001696|W000774,0.097953|0.236747|0.313250,0.346032|0.297764|0.003107,0.64795,0.646903,0.001047,3,3,P2WSH,W000371,W002443,10,164.031,5,2,2,1,synthetic_normal,normal
TX10004464,2026-01-03 07:00:00,850282,2,10.14.10.2,10.15.30.3,18333,8333,TCP,2026-01-03 06:59:44,2.659,53,17060,SG,NL,AS4657,AS6830,W001023|W001973|W000608,W000180,0.017327|0.033653|0.017530,0.066310,0.068511,0.06631,0.002201,3,1,P2WPKH,W001023,W000180,15,131.911,5,2,1,1,synthetic_normal,normal
TX10002107,2026-01-03 07:28:00,850284,2,10.15.10.2,10.14.20.3,18333,8333,TCP,2026-01-03 07:27:44,54.897,238,45189,DE,AU,AS3320,AS4804,W000140|W002209|W000569,W002158|W001354|W001152,0.004155|0.114535|0.079876,0.017062|0.069161|0.110615,0.198566,0.196837,0.001729,3,3,P2SH,W000140,W002158,3,193.528,4,2,2,1,synthetic_normal,normal
TX10002162,2026-01-03 07:34:00,850285,2,10.14.10.7,10.15.20.2,18333,8333,TCP,2026-01-03 07:33:54,89.794,186,2461,IN,US,AS45609,AS15169,W000613|W001756|W002472,W001471|W002050|W002306,0.255582|1.568153|0.713563,1.988822|0.372642|0.173326,2.537298,2.53479,0.002508,3,3,P2SH,W000613,W001471,12,256.575,18,2,2,1,synthetic_normal,normal
TX10004985,2026-01-03 09:11:00,850295,3,10.12.10.8,10.12.10.7,8333,8333,TCP,2026-01-03 09:11:00,57.569,213,42862,CA,IN,AS577,AS45609,W001776|W001174|W001629,W001135,0.066580|0.916387|0.019765,1.002202,1.002732,1.002202,0.00053,3,1,P2WSH,W001776,W001135,4,280.522,10,4,2,1,synthetic_normal,normal
TX10005347,2026-01-03 10:18:00,850301,3,10.13.10.4,10.12.30.4,18333,8333,TCP,2026-01-03 10:17:55,17.847,277,37518,IN,DE,AS45609,AS3320,W001635|W000901|W000616,W000457|W002081,0.010873|0.147551|0.073787,0.054710|0.174751,0.232211,0.229461,0.00275,3,2,P2PKH,W001635,W000457,10,229.524,11,1,1,1,synthetic_normal,normal
TX10006347,2026-01-03 10:36:00,850303,3,10.14.20.1,10.13.10.2,18444,8333,TCP,2026-01-03 10:35:51,85.012,357,31942,IN,SG,AS45609,AS9506,W001255,W002014|W001956|W001904|W002352,0.345760,0.053168|0.156879|0.014682|0.120030,0.34576,0.344759,0.001001,1,4,P2PKH,W001255,W002014,7,120.241,18,1,1,1,synthetic_normal,normal
TX10008263,2026-01-03 11:31:00,850309,3,10.15.10.8,10.15.20.3,18333,8333,TCP,2026-01-03 11:30:57,59.295,263,5386,US,GB,AS15169,AS5089,W000947|W001795|W000120,W000930|W001721|W000224|W001281,0.367319|0.411462|0.110555,0.298875|0.135614|0.042673|0.411860,0.889336,0.889022,0.000314,3,4,P2SH,W000947,W000930,12,98.96,12,1,2,2,synthetic_normal,normal
TX10008737,2026-01-03 11:32:00,850309,3,10.12.20.6,10.14.20.8,18333,8333,TCP,2026-01-03 11:31:53,76.306,34,57913,US,AU,AS15169,AS1221,W000976,W000439|W000601,2.310946,1.109821|1.200615,2.310946,2.310436,0.00051,1,2,P2PKH,W000976,W000439,6,86.869,8,3,1,2,synthetic_normal,normal
TX10004818,2026-01-03 12:20:00,850314,3,10.11.30.7,10.12.20.3,8333,8333,TCP,2026-01-03 12:19:59,37.418,294,39752,US,AU,AS15169,AS4804,W001615|W000383|W000299,W001147|W000368|W001628|W000259,0.361845|0.003124|0.569445,0.485925|0.163768|0.193755|0.088097,0.934413,0.931545,0.002868,3,4,P2SH,W001615,W001147,3,248.46,13,1,2,2,synthetic_normal,normal
TX10008742,2026-01-03 12:31:00,850315,3,10.11.30.7,10.11.10.2,8333,8333,TCP,2026-01-03 12:30:42,75.566,71,36349,SG,AU,AS9506,AS4804,W000718,W001417|W002139,0.260747,0.176632|0.080355,0.260747,0.256987,0.003761,1,2,P2WSH,W000718,W001417,14,65.154,5,4,2,2,synthetic_normal,normal
TX10004552,2026-01-03 12:50:00,850317,3,10.13.20.4,10.15.20.7,18444,8333,TCP,2026-01-03 12:49:46,71.279,49,56045,IN,IN,AS45609,AS4755,W000528|W000169,W000700,0.163767|0.007152,0.168866,0.170918,0.168866,0.002052,2,1,P2WPKH,W000528,W000700,2,26.185,16,2,1,2,synthetic_normal,normal
TX10006371,2026-01-03 12:58:00,850317,3,10.11.10.4,10.13.10.6,18444,8333,TCP,2026-01-03 12:57:56,49.112,361,12917,US,CA,AS15169,AS577,W001993,W002132|W000429,1.943742,0.272123|1.670905,1.943742,1.943027,0.000715,1,2,P2WSH,W001993,W002132,11,106.188,3,3,2,2,synthetic_normal,normal
TX10008612,2026-01-03 13:01:00,850318,3,10.14.30.4,10.13.20.1,18444,8333,TCP,2026-01-03 13:00:45,82.773,263,7107,US,CA,AS15169,AS577,W001033|W001127,W001890|W001529|W002234|W001028,1.403496|1.228696,0.933433|0.328904|0.435947|0.931278,2.632192,2.629562,0.00263,2,4,P2PKH,W001033,W001890,2,74.88,13,2,2,2,synthetic_normal,normal
TX10009349,2026-01-03 13:39:00,850321,3,10.14.20.7,10.15.30.8,18333,8333,TCP,2026-01-03 13:38:51,48.505,221,8916,IN,AU,AS45609,AS4804,W000993|W002363,W001866,0.057998|0.636379,0.693502,0.694378,0.693502,0.000876,2,1,P2SH,W000993,W001866,15,254.471,4,2,2,1,synthetic_normal,normal
TX10002706,2026-01-03 13:51:00,850323,3,10.12.30.1,10.13.10.6,18333,8333,TCP,2026-01-03 13:50:44,72.211,95,22790,DE,IN,AS3320,AS45609,W000884|W000423|W002453,W000848|W000101|W002218|W002158,0.240913|0.231105|0.265361,0.180714|0.431249|0.105736|0.019336,0.737379,0.737034,0.000345,3,4,P2WSH,W000884,W000848,6,347.138,4,2,1,2,synthetic_normal,normal
TX10005090,2026-01-03 13:58:00,850323,3,10.15.30.6,10.14.30.3,18444,8333,TCP,2026-01-03 13:57:57,23.49,197,4874,GB,US,AS5089,AS7922,W001240|W001343,W001035|W001564,0.028885|0.301299,0.054136|0.273653,0.330185,0.327789,0.002396,2,2,P2WPKH,W001240,W001035,15,154.29,2,3,1,2,synthetic_normal,normal
TX10003447,2026-01-03 14:02:00,850324,3,10.13.30.8,10.14.10.3,18444,8333,TCP,2026-01-03 14:01:58,57.616,303,14939,SG,US,AS4657,AS7018,W002303|W002208|W002109,W000858|W001225,0.024199|0.139990|0.129957,0.135673|0.156863,0.294147,0.292536,0.00161,3,2,P2PKH,W002303,W000858,8,23.316,6,3,2,1,synthetic_normal,normal
TX10005616,2026-01-03 14:39:00,850327,3,10.12.20.7,10.11.30.2,18444,8333,TCP,2026-01-03 14:39:00,54.994,35,33676,IN,SG,AS55836,AS9506,W001158|W002233|W000791,W002494,0.058879|0.115564|0.597490,0.770875,0.771933,0.770875,0.001057,3,1,P2PKH,W001158,W002494,13,306.301,1,3,1,1,synthetic_normal,normal
TX10008825,2026-01-03 14:59:00,850329,3,10.14.30.4,10.15.20.4,18444,8333,TCP,2026-01-03 14:58:44,23.578,192,46418,IN,NL,AS4755,AS1136,W000798,W000322|W001071,0.408160,0.130081|0.275576,0.40816,0.405657,0.002502,1,2,P2PKH,W000798,W000322,15,180.537,6,2,2,2,synthetic_normal,normal
TX10000906,2026-01-03 14:59:00,850329,3,10.11.20.8,10.11.20.8,18333,8333,TCP,2026-01-03 14:58:55,6.493,2472,333741,US,SG,AS7922,AS9506,W000030|W001733|W001776|W000940|W002050|W001684|W000366|W000016,W000014|W001665|W000487|W000348|W001550|W000787,0.513824|0.204045|0.175308|0.283092|0.364340|1.132909|0.377204|0.471394,0.813327|0.655695|0.362092|1.556982|0.022858|0.065160,3.522116,3.476113,0.046002,8,6,P2PKH,W000024,W000014,107,2.298,88,25,5,7,synthetic_anomalous,fan_in
TX10003151,2026-01-03 15:34:00,850333,3,10.15.20.4,10.12.10.2,18444,8333,TCP,2026-01-03 15:33:44,61.314,50,8136,NL,DE,AS6830,AS3320,W002245,W002037|W001814,0.399926,0.051208|0.346822,0.399926,0.39803,0.001896,1,2,P2WSH,W002245,W002037,15,190.378,13,2,1,1,synthetic_normal,normal
TX10003316,2026-01-03 16:38:00,850339,3,10.13.30.1,10.15.20.2,8333,8333,TCP,2026-01-03 16:37:43,47.1,264,58551,US,AU,AS15169,AS4804,W000400,W002416|W001894|W001134,0.165354,0.085604|0.013968|0.065045,0.165354,0.164617,0.000737,1,3,P2WSH,W000400,W002416,3,149.501,15,3,2,2,synthetic_normal,normal
TX10001431,2026-01-03 17:09:00,850342,3,10.14.20.5,10.14.30.3,18444,8333,TCP,2026-01-03 17:08:59,48.838,132,45157,US,CA,AS15169,AS577,W002427|W001077|W001965,W000630,0.024376|0.247113|0.278526,0.547335,0.550016,0.547335,0.00268,3,1,P2WPKH,W002427,W000630,3,49.968,7,1,2,1,synthetic_normal,normal
TX10007083,2026-01-03 17:33:00,850345,3,10.13.10.7,10.12.20.4,18444,8333,TCP,2026-01-03 17:32:47,28.558,339,10776,GB,SG,AS5089,AS4657,W001843,W001744|W002126,0.276026,0.048261|0.224923,0.276026,0.273184,0.002842,1,2,P2WSH,W001843,W001744,11,30.11,2,2,2,2,synthetic_normal,normal
TX10006173,2026-01-03 17:37:00,850345,3,10.12.10.8,10.14.30.7,8333,8333,TCP,2026-01-03 17:36:46,54.358,306,44968,US,NL,AS7922,AS1136,W001340,W002130,0.448436,0.447211,0.448436,0.447211,0.001225,1,1,P2SH,W001340,W002130,15,232.636,19,2,1,1,synthetic_normal,normal
TX10006725,2026-01-03 17:43:00,850346,3,10.12.30.4,10.14.20.8,18333,8333,TCP,2026-01-03 17:42:53,18.544,142,1955,IN,IN,AS45609,AS55836,W001968|W002276|W000796,W002216|W002378|W001365|W000629,0.015123|0.086755|0.019827,0.000310|0.008053|0.061214|0.049242,0.121705,0.118818,0.002887,3,4,P2WPKH,W001968,W002216,2,203.072,12,3,1,2,synthetic_normal,normal
TX10006103,2026-01-03 18:59:00,850353,3,10.12.30.3,10.11.20.1,8333,8333,TCP,2026-01-03 18:58:58,87.334,309,24876,US,SG,AS7018,AS9506,W000530,W002287,0.278438,0.277106,0.278438,0.277106,0.001332,1,1,P2SH,W000530,W002287,3,289.078,19,1,1,1,synthetic_normal,normal
TX10002738,2026-01-03 19:58:00,850359,3,10.11.10.6,10.14.30.1,18333,8333,TCP,2026-01-03 19:57:41,45.73,281,10620,DE,AU,AS3320,AS4804,W000089|W002163,W002232|W000474|W002060|W000066,0.240558|0.193490,0.081975|0.136442|0.058833|0.154952,0.434048,0.432203,0.001845,2,4,P2SH,W000089,W002232,15,79.463,19,1,1,2,synthetic_normal,normal
