src_ip,dst_ip,txid,timestamp,source_wallet,destination_wallet,src_country,dst_country,src_asn,dst_asn
10.14.20.4,10.11.10.2,TX10005920,2026-01-30 12:07:00,W000388,W001176,IN,IN,AS45609,AS45609
10.13.10.6,10.11.30.8,TX10005942,2026-01-30 12:11:00,W000159,W001358,GB,CA,AS5089,AS812
10.11.30.4,10.13.20.8,TX10007043,2026-01-30 12:50:00,W000793,W000445,IN,GB,AS4755,AS2856
10.13.20.6,10.11.10.5,TX10002762,2026-01-30 13:11:00,W002420,W000731,NL,SG,AS1136,AS4657
10.13.20.2,10.14.20.1,TX10008630,2026-01-30 13:27:00,W000344,W000540,IN,GB,AS55836,AS2856
10.11.20.2,10.14.10.2,TX10009363,2026-01-30 14:17:00,W001843,W000602,US,CA,AS7018,AS812
10.11.20.2,10.11.20.3,TX10008487,2026-01-30 14:32:00,W000833,W001334,GB,DE,AS5089,AS6805
10.14.30.7,10.15.10.8,TX10009107,2026-01-30 14:47:00,W000407,W002446,IN,US,AS55836,AS7018
10.11.10.7,10.12.10.2,TX10008786,2026-01-30 15:46:00,W002227,W001308,CA,DE,AS812,AS3320
10.13.30.5,10.12.10.3,TX10004329,2026-01-30 16:52:00,W001707,W002216,SG,US,AS4657,AS15169
10.14.30.1,10.14.30.8,TX10000203,2026-01-30 17:31:00,W002454,W001148,NL,IN,AS1136,AS45609
10.14.30.6,10.12.10.1,TX10007287,2026-01-30 17:43:00,W000062,W001599,NL,IN,AS1136,AS55836
10.14.10.7,10.15.10.5,TX10008572,2026-01-30 18:02:00,W001265,W002042,US,DE,AS7018,AS3320
10.12.10.5,10.11.20.2,TX10004248,2026-01-30 18:04:00,W001186,W001078,DE,GB,AS3320,AS2856
10.15.30.8,10.11.10.7,TX10005314,2026-01-30 18:06:00,W002178,W001549,DE,US,AS6805,AS7018
10.13.10.2,10.11.10.1,TX10005350,2026-01-30 18:10:00,W002322,W001564,US,US,AS7018,AS7018
10.15.20.4,10.12.10.3,TX10003177,2026-01-30 18:38:00,W000993,W001927,NL,NL,AS6830,AS6830
10.13.10.6,10.13.30.6,TX10006611,2026-01-30 18:45:00,W001435,W000457,US,GB,AS7018,AS5089
10.15.20.6,10.12.20.6,TX10007068,2026-01-30 19:04:00,W001027,W001495,IN,DE,AS4755,AS6805
10.12.10.5,10.13.30.6,TX10003505,2026-01-30 19:15:00,W000698,W001324,AU,CA,AS1221,AS812
10.13.10.4,10.12.20.4,TX10006049,2026-01-30 19:17:00,W000822,W002229,IN,US,AS4755,AS7018
10.13.20.5,10.11.10.2,TX10005212,2026-01-30 19:27:00,W001388,W000505,IN,DE,AS4755,AS3320
10.15.20.5,10.12.30.5,TX10000738,2026-01-30 20:03:00,W000021,W000913,GB,DE,AS2856,AS6805
10.11.10.4,10.14.20.5,TX10002788,2026-01-30 23:25:00,W001492,W002081,IN,US,AS55836,AS7922
10.12.10.7,10.12.30.4,TX10000333,2026-01-31 00:05:00,W000039,W000002,NL,SG,AS1136,AS4657
10.13.30.2,10.12.20.4,TX10001848,2026-01-31 01:23:00,W002086,W001901,IN,IN,AS4755,AS45609
10.12.20.4,10.12.20.3,TX10005939,2026-01-31 01:28:00,W001958,W001520,DE,IN,AS3320,AS55836
10.14.10.1,10.13.30.7,TX10002534,2026-01-31 01:33:00,W001405,W001716,IN,CA,AS4755,AS577
10.15.10.6,10.14.30.2,TX10008716,2026-01-31 01:34:00,W001835,W000100,IN,SG,AS45609,AS4657
10.12.30.5,10.15.10.4,TX10007534,2026-01-31 02:13:00,W001033,W000737,GB,IN,AS2856,AS4755
10.13.10.1,10.14.20.8,TX10007440,2026-01-31 02:33:00,W001455,W002210,US,US,AS15169,AS7018
10.11.30.1,10.14.30.1,TX10008499,2026-01-31 02:33:00,W000369,W002368,IN,GB,AS55836,AS2856
10.13.10.4,10.15.20.7,TX10003138,2026-01-31 02:44:00,W002137,W000098,IN,DE,AS45609,AS3320
10.15.30.3,10.11.30.6,TX10003150,2026-01-31 03:27:00,W000891,W001237,CA,GB,AS812,AS5089
10.14.30.7,10.11.10.3,TX10002350,2026-01-31 03:36:00,W000587,W000658,US,IN,AS7018,AS45609
10.14.30.7,10.14.10.1,TX10004272,2026-01-31 03:39:00,W000048,W001180,US,CA,AS15169,AS812
10.11.10.6,10.13.20.7,TX10007934,2026-01-31 04:03:00,W001149,W001119,AU,DE,AS1221,AS6805
10.13.20.1,10.14.10.7,TX10007608,2026-01-31 04:07:00,W001107,W002490,IN,NL,AS4755,AS1136
10.11.10.1,10.14.20.5,TX10004823,2026-01-31 04:15:00,W001966,W001130,IN,DE,AS4755,AS6805
10.15.20.5,10.15.20.4,TX10006762,2026-01-31 04:27:00,W001458,W000668,SG,US,AS4657,AS7922
10.15.30.8,10.15.10.5,TX10006778,2026-01-31 05:10:00,W000014,W001600,IN,SG,AS55836,AS4657
10.15.30.3,10.13.20.3,TX10003717,2026-01-31 05:13:00,W000437,W001604,IN,DE,AS4755,AS6805
10.15.10.7,10.12.10.7,TX10001260,2026-01-31 05:48:00,W002386,W001945,DE,SG,AS3320,AS4657
10.12.10.7,10.11.20.7,TX10004126,2026-01-31 06:36:00,W002187,W002476,AU,CA,AS1221,AS812
10.13.20.5,10.11.10.3,TX10009672,2026-01-31 06:58:00,W002126,W000788,IN,IN,AS55836,AS4755
10.13.10.7,10.15.30.3,TX10000183,2026-01-31 07:49:00,W000049,W001294,US,CA,AS15169,AS812
10.15.20.5,10.11.10.6,TX10001426,2026-01-31 07:54:00,W000271,W001137,IN,SG,AS55836,AS9506
10.14.10.5,10.11.20.8,TX10009939,2026-01-31 08:18:00,W002051,W001688,SG,DE,AS4657,AS6805
10.12.20.2,10.14.30.2,TX10001999,2026-01-31 08:44:00,W001129,W001429,IN,CA,AS4755,AS812
10.11.20.6,10.13.20.7,TX10009459,2026-01-31 09:00:00,W002164,W000499,IN,DE,AS4755,AS6805
10.14.10.7,10.14.20.6,TX10007947,2026-01-31 09:48:00,W000647,W000084,US,US,AS7922,AS7922
10.15.20.1,10.15.30.1,TX10002963,2026-01-31 09:54:00,W002054,W001122,SG,GB,AS4657,AS5089
10.12.20.3,10.11.10.8,TX10002447,2026-01-31 10:10:00,W001437,W000458,US,AU,AS7922,AS4804
10.11.30.3,10.15.20.2,TX10009561,2026-01-31 10:23:00,W001132,W001911,AU,GB,AS4804,AS2856
10.14.30.8,10.14.20.5,TX10004952,2026-01-31 10:32:00,W001280,W000588,DE,IN,AS6805,AS45609
10.15.30.1,10.12.20.4,TX10004795,2026-01-31 10:36:00,W000720,W000144,IN,DE,AS45609,AS6805
10.14.30.1,10.11.30.1,TX10000566,2026-01-31 10:46:00,W000047,W001448,IN,DE,AS45609,AS3320
10.15.20.4,10.15.20.7,TX10005785,2026-01-31 11:49:00,W000912,W000538,AU,AU,AS4804,AS1221
10.11.20.1,10.15.20.8,TX10009461,2026-01-31 11:53:00,W000031,W001225,GB,GB,AS5089,AS5089
10.12.10.8,10.12.10.8,TX10001325,2026-01-31 12:08:00,W002326,W001464,NL,DE,AS1136,AS6805
10.11.20.8,10.14.20.3,TX10005932,2026-01-31 12:12:00,W001389,W001472,US,SG,AS7922,AS9506
10.13.30.6,10.15.10.6,TX10006781,2026-01-31 12:40:00,W001587,W001845,SG,DE,AS9506,AS6805
10.11.10.8,10.12.10.7,TX10004705,2026-01-31 12:45:00,W001646,W002377,GB,SG,AS2856,AS9506
10.11.30.1,10.13.20.6,TX10006414,2026-01-31 12:46:00,W001526,W002399,IN,SG,AS4755,AS4657
10.12.10.1,10.13.30.8,TX10004397,2026-01-31 14:59:00,W002389,W000527,IN,CA,AS4755,AS812
10.12.20.6,10.15.30.7,TX10006789,2026-01-31 15:22:00,W002149,W001344,GB,NL,AS5089,AS6830
10.11.30.6,10.15.10.2,TX10006202,2026-01-31 15:46:00,W000772,W001213,NL,US,AS1136,AS15169
10.11.10.3,10.11.20.4,TX10003904,2026-01-31 15:58:00,W000335,W000314,US,CA,AS7018,AS812
10.13.30.7,10.11.20.3,TX10008196,2026-01-31 16:03:00,W002260,W000372,SG,US,AS4657,AS15169
10.13.10.8,10.14.20.4,TX10004180,2026-01-31 16:28:00,W001949,W002240,US,CA,AS7922,AS812
10.13.10.1,10.14.10.1,TX10005643,2026-01-31 17:14:00,W000231,W002239,NL,CA,AS1136,AS577
10.14.10.8,10.14.10.5,TX10009007,2026-01-31 18:31:00,W002252,W000958,SG,AU,AS4657,AS1221
10.14.10.7,10.11.30.2,TX10008007,2026-01-31 18:44:00,W001523,W000226,SG,CA,AS9506,AS812
10.12.20.5,10.15.10.4,TX10000405,2026-01-31 18:46:00,W000041,W000899,US,SG,AS7018,AS9506
10.11.20.8,10.12.20.8,TX10004607,2026-01-31 18:47:00,W000183,W001284,US,GB,AS7018,AS2856
10.15.20.3,10.14.20.7,TX10007829,2026-01-31 18:51:00,W002431,W000593,IN,GB,AS55836,AS2856
10.13.20.4,10.15.10.5,TX10006678,2026-01-31 18:52:00,W000002,W002447,IN,CA,AS4755,AS812
10.12.30.4,10.15.10.5,TX10002912,2026-01-31 18:56:00,W002306,W001901,US,IN,AS7922,AS55836
10.11.10.5,10.15.30.6,TX10004730,2026-01-31 19:23:00,W002266,W001675,IN,DE,AS55836,AS6805
10.14.30.2,10.15.20.1,TX10004357,2026-01-31 20:35:00,W002147,W000986,IN,SG,AS55836,AS9506
10.12.20.8,10.15.20.4,TX10001111,2026-01-31 20:38:00,W002270,W000990,DE,AU,AS3320,AS4804
10.13.10.2,10.14.10.4,TX10004646,2026-01-31 21:21:00,W000201,W000418,IN,SG,AS4755,AS4657
10.11.20.8,10.14.30.3,TX10001758,2026-01-31 21:37:00,W001641,W001001,DE,NL,AS6805,AS6830
10.15.30.7,10.15.20.8,TX10007575,2026-01-31 21:57:00,W000597,W000250,DE,DE,AS3320,AS6805
10.15.20.1,10.12.30.5,TX10009178,2026-01-31 22:18:00,W001096,W001255,US,SG,AS7922,AS4657
10.13.20.4,10.12.20.2,TX10005279,2026-01-31 22:25:00,W002293,W002442,AU,IN,AS4804,AS45609
10.15.10.2,10.12.20.1,TX10007240,2026-01-31 22:33:00,W000827,W001625,IN,US,AS4755,AS15169
10.11.10.8,10.14.20.3,TX10002127,2026-01-31 22:48:00,W000507,W000024,US,DE,AS7922,AS6805
10.13.30.6,10.12.10.7,TX10002435,2026-01-31 23:30:00,W000066,W002264,US,NL,AS7922,AS6830
10.14.10.7,10.14.30.7,TX10007339,2026-02-01 01:02:00,W001881,W000626,DE,CA,AS3320,AS577
10.13.20.3,10.11.20.5,TX10007354,2026-02-01 01:22:00,W000834,W000478,US,GB,AS7922,AS5089
10.14.20.2,10.12.10.1,TX10003241,2026-02-01 01:47:00,W000740,W002487,IN,NL,AS4755,AS1136
10.12.20.4,10.12.10.4,TX10007034,2026-02-01 02:26:00,W001503,W000479,NL,AU,AS1136,AS4804
10.12.10.5,10.14.20.3,TX10000161,2026-02-01 05:34:00,W000028,W001110,DE,GB,AS6805,AS5089
10.12.30.7,10.12.10.7,TX10002796,2026-02-01 06:15:00,W001605,W000727,AU,SG,AS4804,AS4657
10.14.10.4,10.11.10.5,TX10005566,2026-02-01 06:58:00,W002116,W001656,IN,AU,AS55836,AS4804
10.14.30.6,10.14.30.8,TX10007567,2026-02-01 07:00:00,W000179,W000368,IN,DE,AS55836,AS6805
10.14.30.5,10.15.20.1,TX10004776,2026-02-01 07:51:00,W001353,W000130,US,US,AS7018,AS15169
10.14.20.1,10.15.30.5,TX10008197,2026-02-01 08:47:00,W001887,W001221,IN,IN,AS45609,AS55836
10.13.30.7,10.14.10.6,TX10003098,2026-02-01 09:09:00,W001892,W001140,US,GB,AS7922,AS2856
10.13.30.2,10.14.30.1,TX10002565,2026-02-01 09:35:00,W000433,W001533,GB,IN,AS5089,AS4755
10.13.30.3,10.13.30.5,TX10001498,2026-02-01 09:37:00,W001799,W002313,SG,CA,AS4657,AS812
10.13.30.4,10.15.30.3,TX10004285,2026-02-01 10:51:00,W001718,W001413,IN,AU,AS45609,AS4804
10.11.10.3,10.12.10.7,TX10003281,2026-02-01 11:29:00,W002077,W001256,IN,IN,AS4755,AS55836
10.14.20.4,10.12.10.4,TX10004291,2026-02-01 11:45:00,W002358,W000113,IN,AU,AS4755,AS4804
10.14.10.7,10.13.10.2,TX10007425,2026-02-01 11:48:00,W001452,W000949,SG,US,AS4657,AS7018
10.14.30.8,10.12.10.2,TX10009684,2026-02-01 11:52:00,W001439,W000300,US,AU,AS7922,AS4804
10.11.20.5,10.13.10.7,TX10009148,2026-02-01 12:08:00,W000741,W001341,DE,NL,AS6805,AS6830
10.14.30.3,10.11.30.5,TX10002282,2026-02-01 12:37:00,W000854,W000899,IN,US,AS45609,AS7922
10.12.10.6,10.12.20.6,TX10003480,2026-02-01 13:39:00,W001280,W000231,US,NL,AS7922,AS6830
10.12.20.7,10.11.30.5,TX10000859,2026-02-01 14:11:00,W001430,W001588,CA,US,AS577,AS7922
10.12.30.3,10.14.20.4,TX10006759,2026-02-01 14:34:00,W002213,W001895,CA,US,AS577,AS7922
10.12.10.6,10.15.10.6,TX10004808,2026-02-01 14:53:00,W001262,W000586,CA,IN,AS577,AS45609
10.11.20.3,10.14.30.4,TX10001781,2026-02-01 14:59:00,W001280,W002248,IN,US,AS55836,AS7922
10.15.10.4,10.13.30.8,TX10002026,2026-02-01 15:13:00,W001584,W002151,DE,US,AS3320,AS15169
10.12.10.3,10.13.20.4,TX10001989,2026-02-01 15:19:00,W001688,W001367,DE,IN,AS3320,AS45609
10.13.30.1,10.15.10.6,TX10001764,2026-02-01 15:31:00,W001103,W000677,US,GB,AS15169,AS2856
10.14.20.7,10.15.10.5,TX10002560,2026-02-01 15:32:00,W000034,W000651,US,CA,AS7018,AS812
10.15.10.6,10.12.10.5,TX10004259,2026-02-01 16:01:00,W001886,W001275,DE,SG,AS6805,AS4657
10.13.10.3,10.12.30.1,TX10004896,2026-02-01 16:46:00,W000962,W001482,US,GB,AS15169,AS2856
10.13.20.7,10.15.30.8,TX10008852,2026-02-01 17:18:00,W001726,W000244,US,CA,AS7018,AS577
10.14.20.2,10.11.30.1,TX10000701,2026-02-01 17:29:00,W000036,W000234,US,GB,AS7018,AS5089
10.15.20.2,10.12.20.2,TX10001556,2026-02-01 17:36:00,W002095,W000618,IN,NL,AS4755,AS6830
10.15.10.1,10.13.10.4,TX10005226,2026-02-01 18:14:00,W000067,W000210,DE,IN,AS6805,AS4755
10.13.30.7,10.14.20.6,TX10008872,2026-02-01 18:28:00,W000088,W000365,SG,GB,AS9506,AS5089
10.12.10.8,10.11.10.2,TX10001009,2026-02-01 19:31:00,W001117,W002100,US,NL,AS7018,AS1136
10.14.10.5,10.14.30.3,TX10006218,2026-02-01 19:48:00,W000382,W000506,IN,IN,AS55836,AS4755
10.15.20.5,10.11.30.4,TX10001221,2026-02-01 19:49:00,W000667,W002328,IN,DE,AS55836,AS3320
10.11.20.8,10.12.30.3,TX10008278,2026-02-01 20:50:00,W001865,W000987,US,AU,AS7018,AS4804
10.12.30.5,10.15.30.2,TX10001748,2026-02-01 21:19:00,W002112,W002062,IN,AU,AS45609,AS1221
10.14.20.6,10.13.20.7,TX10005095,2026-02-01 21:19:00,W002484,W000326,IN,IN,AS45609,AS4755
10.11.30.1,10.13.10.2,TX10000872,2026-02-01 21:53:00,W000704,W002111,DE,SG,AS6805,AS9506
10.12.30.2,10.13.30.5,TX10003973,2026-02-01 22:59:00,W000349,W001697,IN,AU,AS55836,AS4804
10.13.10.1,10.12.10.8,TX10005342,2026-02-01 23:47:00,W001386,W000838,US,SG,AS15169,AS4657
10.13.30.1,10.11.30.3,TX10000853,2026-02-02 00:28:00,W000047,W001616,SG,US,AS4657,AS7018
10.12.20.1,10.13.20.1,TX10001140,2026-02-02 01:58:00,W001038,W000911,CA,IN,AS812,AS45609
10.15.10.7,10.14.20.5,TX10003243,2026-02-02 02:31:00,W002499,W000044,AU,DE,AS4804,AS3320
10.12.10.5,10.13.20.7,TX10009871,2026-02-02 02:39:00,W001775,W001920,IN,US,AS4755,AS7922
10.12.30.3,10.11.30.7,TX10003366,2026-02-02 03:09:00,W001250,W000077,GB,NL,AS2856,AS1136
10.15.30.1,10.15.20.7,TX10005605,2026-02-02 03:20:00,W002187,W002179,IN,NL,AS4755,AS6830
10.14.30.2,10.13.30.7,TX10009890,2026-02-02 03:46:00,W001069,W000458,IN,DE,AS4755,AS3320
10.15.30.4,10.11.10.6,TX10005010,2026-02-02 03:48:00,W001170,W002119,US,NL,AS15169,AS6830
10.14.30.4,10.13.10.1,TX10003556,2026-02-02 05:28:00,W002219,W001524,CA,DE,AS577,AS6805
10.11.20.6,10.11.10.8,TX10000283,2026-02-02 06:04:00,W001323,W001927,CA,NL,AS812,AS6830
10.11.10.6,10.15.30.1,TX10000290,2026-02-02 07:44:00,W000047,W001978,NL,US,AS1136,AS7922
10.14.10.8,10.14.20.6,TX10006903,2026-02-02 07:46:00,W001542,W001339,IN,US,AS4755,AS7922
10.13.30.4,10.11.30.8,TX10005598,2026-02-02 07:55:00,W002408,W001334,IN,AU,AS45609,AS4804
10.14.10.7,10.14.20.1,TX10003365,2026-02-02 08:37:00,W000657,W000757,US,GB,AS7018,AS2856
10.12.20.5,10.15.30.3,TX10004268,2026-02-02 09:10:00,W001832,W000630,IN,US,AS45609,AS15169
10.11.30.2,10.12.10.7,TX10006210,2026-02-02 09:14:00,W002369,W001523,US,US,AS7018,AS7922
10.11.30.4,10.12.10.5,TX10008618,2026-02-02 09:31:00,W000619,W002304,AU,CA,AS1221,AS577
10.14.20.5,10.12.20.3,TX10001753,2026-02-02 09:48:00,W000494,W001710,IN,SG,AS45609,AS9506
10.13.30.5,10.13.10.5,TX10002363,2026-02-02 09:53:00,W000604,W000904,US,CA,AS7922,AS577
10.13.30.5,10.15.20.1,TX10004295,2026-02-02 10:13:00,W001889,W000982,DE,NL,AS6805,AS6830
10.15.20.8,10.11.10.5,TX10004027,2026-02-02 10:31:00,W000227,W002084,CA,US,AS577,AS7922
10.14.30.5,10.12.20.6,TX10004993,2026-02-02 10:45:00,W002005,W000280,US,GB,AS15169,AS2856
10.14.20.8,10.13.30.2,TX10004839,2026-02-02 10:56:00,W000062,W000535,GB,GB,AS5089,AS5089
10.12.10.2,10.11.30.3,TX10002044,2026-02-02 11:08:00,W000442,W001086,CA,SG,AS577,AS9506
10.14.30.6,10.14.20.4,TX10001487,2026-02-02 11:10:00,W000393,W001499,US,CA,AS7922,AS812
10.11.20.6,10.13.10.1,TX10007577,2026-02-02 11:27:00,W001880,W002034,IN,NL,AS55836,AS6830
10.14.30.6,10.11.20.3,TX10006427,2026-02-02 11:56:00,W001415,W000311,NL,IN,AS1136,AS45609
10.11.10.7,10.14.20.6,TX10000524,2026-02-02 11:56:00,W000644,W002015,CA,AU,AS577,AS1221
10.14.20.4,10.14.30.1,TX10009071,2026-02-02 12:21:00,W000801,W000548,IN,DE,AS45609,AS3320
10.12.10.7,10.11.30.6,TX10002782,2026-02-02 12:37:00,W001911,W000448,DE,DE,AS6805,AS6805
10.12.10.7,10.12.10.3,TX10003437,2026-02-02 13:59:00,W000571,W002148,IN,IN,AS45609,AS55836
10.12.20.3,10.14.10.4,TX10000924,2026-02-02 14:57:00,W002225,W001111,IN,NL,AS45609,AS1136
10.12.20.2,10.11.20.2,TX10006228,2026-02-02 15:31:00,W001688,W000034,IN,GB,AS55836,AS5089
10.13.10.1,10.15.30.7,TX10007728,2026-02-02 15:32:00,W001284,W001516,IN,NL,AS45609,AS6830
10.14.30.8,10.12.30.5,TX10004394,2026-02-02 16:00:00,W001714,W002290,AU,GB,AS1221,AS2856
10.15.20.6,10.11.10.2,TX10009996,2026-02-02 16:01:00,W001882,W000628,SG,DE,AS9506,AS3320
10.11.20.1,10.12.30.6,TX10001523,2026-02-02 17:07:00,W000102,W001780,IN,AU,AS4755,AS1221
10.13.20.1,10.13.10.3,TX10003381,2026-02-02 17:45:00,W001076,W001512,IN,US,AS55836,AS15169
10.12.10.1,10.14.10.5,TX10004415,2026-02-02 18:30:00,W001804,W000092,DE,IN,AS6805,AS45609
10.13.20.7,10.14.20.6,TX10006182,2026-02-02 18:40:00,W001209,W001250,IN,US,AS4755,AS7922
10.12.20.1,10.11.10.8,TX10003961,2026-02-02 19:07:00,W001900,W001609,DE,US,AS6805,AS15169
10.14.30.6,10.11.30.8,TX10003830,2026-02-02 19:15:00,W001321,W000614,NL,SG,AS1136,AS4657
10.11.10.2,10.14.10.3,TX10003643,2026-02-02 19:49:00,W001447,W000598,DE,CA,AS3320,AS812
10.11.20.6,10.11.10.1,TX10005316,2026-02-02 20:23:00,W000562,W001960,IN,GB,AS45609,AS5089
10.12.10.7,10.11.20.8,TX10000529,2026-02-02 21:23:00,W000041,W000659,SG,DE,AS9506,AS3320
10.11.20.8,10.14.10.4,TX10005088,2026-02-02 21:49:00,W001060,W001760,NL,IN,AS6830,AS45609
10.11.30.7,10.12.10.2,TX10004095,2026-02-02 21:49:00,W001977,W000813,NL,SG,AS1136,AS9506
10.11.10.3,10.14.30.5,TX10004083,2026-02-02 21:56:00,W000229,W000999,DE,CA,AS3320,AS577
10.15.30.8,10.11.30.8,TX10000473,2026-02-02 21:58:00,W000002,W000304,IN,GB,AS4755,AS5089
10.11.30.8,10.12.10.3,TX10006863,2026-02-02 22:13:00,W000237,W002255,IN,GB,AS45609,AS2856
10.14.20.6,10.11.10.6,TX10009046,2026-02-02 23:21:00,W000365,W002286,US,IN,AS15169,AS55836
10.13.10.5,10.11.30.7,TX10001730,2026-02-02 23:27:00,W001668,W000804,SG,NL,AS9506,AS6830
10.12.30.7,10.11.10.1,TX10003301,2026-02-02 23:57:00,W000788,W000805,US,SG,AS7018,AS4657
10.11.20.1,10.13.30.3,TX10002153,2026-02-03 00:11:00,W001876,W002164,GB,IN,AS5089,AS55836
10.15.10.3,10.15.30.1,TX10004711,2026-02-03 00:14:00,W002237,W000289,CA,NL,AS577,AS6830
10.12.10.2,10.14.30.4,TX10003229,2026-02-03 00:15:00,W001407,W000363,GB,CA,AS5089,AS577
10.15.10.7,10.12.10.2,TX10004102,2026-02-03 00:18:00,W001202,W001484,SG,SG,AS4657,AS4657
10.13.30.2,10.14.20.6,TX10005696,2026-02-03 00:19:00,W002186,W001368,SG,SG,AS4657,AS9506
10.11.10.6,10.13.20.8,TX10008732,2026-02-03 00:38:00,W000157,W000624,GB,IN,AS5089,AS4755
10.13.30.4,10.15.20.7,TX10009920,2026-02-03 00:39:00,W000159,W001091,AU,IN,AS1221,AS45609
10.13.20.1,10.11.10.5,TX10004700,2026-02-03 01:16:00,W000990,W000574,IN,IN,AS4755,AS45609
10.12.10.6,10.15.20.8,TX10006763,2026-02-03 01:33:00,W000458,W002494,US,NL,AS7922,AS1136
10.11.20.2,10.13.30.7,TX10003701,2026-02-03 01:53:00,W002217,W001458,IN,GB,AS45609,AS2856
10.15.20.8,10.13.10.3,TX10003113,2026-02-03 02:02:00,W002355,W000332,GB,AU,AS2856,AS4804
10.13.10.8,10.14.20.6,TX10006876,2026-02-03 02:13:00,W000619,W001561,US,NL,AS7018,AS1136
10.15.30.6,10.13.10.8,TX10007554,2026-02-03 02:20:00,W001937,W000461,US,NL,AS7018,AS6830
10.11.30.3,10.11.10.3,TX10006096,2026-02-03 02:23:00,W000601,W000726,IN,DE,AS55836,AS6805
10.12.20.4,10.15.10.6,TX10007908,2026-02-03 02:55:00,W000569,W000800,GB,NL,AS2856,AS1136
10.11.20.6,10.12.10.5,TX10007783,2026-02-03 02:56:00,W002213,W001783,GB,GB,AS2856,AS5089
10.12.10.4,10.14.30.3,TX10001299,2026-02-03 03:33:00,W001522,W002077,IN,IN,AS45609,AS45609
10.15.10.2,10.13.10.7,TX10004587,2026-02-03 04:30:00,W002440,W000535,AU,US,AS1221,AS7018
10.12.10.3,10.12.30.8,TX10008352,2026-02-03 04:49:00,W001353,W000225,US,SG,AS7018,AS4657
10.11.20.7,10.15.20.2,TX10005275,2026-02-03 05:21:00,W000936,W002469,US,SG,AS7922,AS4657
10.13.30.6,10.15.10.5,TX10001313,2026-02-03 05:40:00,W000014,W000078,IN,NL,AS55836,AS6830
10.15.10.8,10.13.20.8,TX10008390,2026-02-03 05:46:00,W002158,W000927,IN,IN,AS55836,AS45609
10.13.20.6,10.13.30.4,TX10002731,2026-02-03 06:04:00,W000522,W001825,AU,CA,AS1221,AS812
10.12.30.1,10.15.30.4,TX10002135,2026-02-03 07:52:00,W000468,W001616,AU,US,AS1221,AS15169
10.11.10.3,10.15.20.5,TX10005195,2026-02-03 08:15:00,W000850,W001353,DE,AU,AS6805,AS4804
10.14.10.3,10.13.20.6,TX10000021,2026-02-03 09:00:00,W000011,W001810,AU,NL,AS4804,AS6830
10.14.20.2,10.11.10.3,TX10003736,2026-02-03 09:33:00,W002315,W000721,NL,US,AS1136,AS15169
10.12.20.7,10.14.20.6,TX10001648,2026-02-03 09:35:00,W000513,W000224,DE,GB,AS6805,AS5089
10.11.30.3,10.15.10.1,TX10004091,2026-02-03 11:19:00,W000152,W002363,IN,DE,AS55836,AS3320
10.11.10.2,10.14.30.4,TX10000758,2026-02-03 11:41:00,W000048,W000652,CA,DE,AS577,AS3320
10.14.30.5,10.13.30.2,TX10006169,2026-02-03 11:48:00,W000790,W002230,CA,CA,AS577,AS577
10.11.20.1,10.14.10.4,TX10008245,2026-02-03 11:50:00,W002126,W000037,DE,DE,AS3320,AS6805
10.13.10.5,10.12.30.8,TX10009057,2026-02-03 11:57:00,W000848,W001485,US,GB,AS7922,AS2856
10.14.30.4,10.15.30.5,TX10004990,2026-02-03 12:25:00,W001095,W002242,NL,CA,AS6830,AS577
10.12.10.1,10.13.20.5,TX10002103,2026-02-03 12:47:00,W001090,W000415,GB,US,AS5089,AS7922
10.12.10.2,10.13.10.6,TX10007636,2026-02-03 12:53:00,W000475,W001994,US,US,AS15169,AS7922
10.15.30.3,10.13.30.3,TX10006997,2026-02-03 12:58:00,W001807,W001454,US,NL,AS15169,AS6830
10.13.10.8,10.15.30.7,TX10007276,2026-02-03 13:20:00,W001454,W002400,US,GB,AS15169,AS5089
10.15.30.3,10.13.10.7,TX10009112,2026-02-03 15:52:00,W001196,W000960,GB,IN,AS5089,AS45609
10.13.30.2,10.14.20.4,TX10006176,2026-02-03 16:43:00,W001058,W001943,US,GB,AS15169,AS5089
10.13.20.6,10.15.20.4,TX10008591,2026-02-03 17:07:00,W001770,W001125,DE,NL,AS3320,AS1136
10.11.30.4,10.15.30.6,TX10004831,2026-02-03 17:14:00,W001456,W000174,IN,AU,AS45609,AS4804
10.14.10.6,10.14.30.1,TX10000724,2026-02-03 17:32:00,W002489,W000213,DE,NL,AS3320,AS6830
10.11.30.7,10.13.30.1,TX10008137,2026-02-03 17:35:00,W002323,W000775,IN,CA,AS4755,AS812
10.14.10.7,10.11.30.1,TX10009952,2026-02-03 17:46:00,W000567,W000048,CA,CA,AS812,AS812
10.11.30.6,10.13.30.1,TX10006092,2026-02-03 18:03:00,W002062,W002283,DE,NL,AS6805,AS6830
10.11.20.2,10.15.30.2,TX10004216,2026-02-03 18:11:00,W002404,W000466,US,GB,AS7922,AS5089
10.12.30.4,10.15.10.2,TX10009744,2026-02-03 18:33:00,W000496,W001023,GB,SG,AS5089,AS4657
10.14.20.7,10.15.30.8,TX10007378,2026-02-03 18:34:00,W000401,W002025,US,IN,AS15169,AS55836
10.15.10.1,10.13.10.6,TX10002125,2026-02-03 18:35:00,W000957,W001955,DE,NL,AS6805,AS6830
10.11.20.7,10.14.10.2,TX10000273,2026-02-03 19:11:00,W000046,W000125,US,IN,AS7922,AS4755
