txid,timestamp,block_height,time_step,src_ip,dst_ip,src_port,dst_port,protocol,network_timestamp,connection_duration_sec,packet_count,bytes_transferred,src_country,dst_country,src_asn,dst_asn,input_addresses,output_addresses,input_amounts,output_amounts,total_input_amount_btc,total_output_amount_btc,fee_btc,num_inputs,num_outputs,script_type,source_wallet,destination_wallet,transaction_frequency_24h,avg_time_gap_min,wallet_degree,unique_ip_count,country_count,asn_count,ground_truth,scenario
TX10001643,2026-01-09 16:28:00,851202,9,10.15.10.7,10.12.10.1,8333,8333,TCP,2026-01-09 16:27:43,16.17,100,22106,AU,SG,AS1221,AS4657,W002069|W001709,W000822|W000871|W000605,0.346624|0.042272,0.035773|0.052464|0.298947,0.388896,0.387184,0.001712,2,3,P2PKH,W002069,W000822,12,168.126,16,4,1,1,synthetic_normal,normal
TX10004439,2026-01-09 17:19:00,851207,9,10.14.20.5,10.13.30.3,18333,8333,TCP,2026-01-09 17:18:41,22.919,321,47842,GB,CA,AS2856,AS577,W000899,W001248|W001494|W001993,0.235799,0.032946|0.109195|0.090681,0.235799,0.232822,0.002977,1,3,P2WSH,W000899,W001248,11,277.701,10,2,1,1,synthetic_normal,normal
TX10007911,2026-01-09 17:27:00,851208,9,10.13.20.8,10.13.20.4,18444,8333,TCP,2026-01-09 17:26:46,59.933,337,19469,US,NL,AS7018,AS1136,W001834|W000905|W001711,W002126,0.630464|0.242737|0.058675,0.929553,0.931875,0.929553,0.002323,3,1,P2WPKH,W001834,W002126,9,203.635,9,2,2,2,synthetic_normal,normal
TX10009172,2026-01-09 17:49:00,851210,9,10.11.30.1,10.14.20.2,18444,8333,TCP,2026-01-09 17:48:58,51.72,322,51290,DE,IN,AS6805,AS55836,W002076|W001483,W001050,0.002873|0.256646,0.257695,0.25952,0.257695,0.001825,2,1,P2WPKH,W002076,W001050,12,192.271,19,2,2,2,synthetic_normal,normal
TX10001006,2026-01-09 18:19:00,851213,9,10.12.10.2,10.12.10.5,8333,8333,TCP,2026-01-09 18:18:57,10.635,195,32693,GB,CA,AS5089,AS812,W002288|W000854,W000587|W002379|W001330,1.005391|0.179319,1.055123|0.046429|0.080098,1.184711,1.181649,0.003062,2,3,P2WSH,W002288,W000587,12,95.264,6,2,1,2,synthetic_normal,normal
TX10001590,2026-01-09 19:03:00,851218,9,10.15.20.5,10.11.10.7,8333,8333,TCP,2026-01-09 19:02:47,68.67,232,53624,IN,NL,AS55836,AS1136,W002311,W001041,0.642255,0.638646,0.642255,0.638646,0.003608,1,1,P2SH,W002311,W001041,2,151.331,1,3,2,1,synthetic_normal,normal
TX10000669,2026-01-09 20:27:00,851226,9,10.11.10.2,10.12.10.6,8333,8333,TCP,2026-01-09 20:26:48,0.949,2004,706688,CA,DE,AS812,AS6805,W000020|W000292|W002329|W002116,W001280|W000030|W000638|W001425|W000410|W001023|W001938|W001714|W001846,6.474995|1.896489|1.553722|0.038697,1.531930|1.586048|1.547516|0.010555|0.783504|0.810897|1.780442|0.280392|1.607302,9.963904,9.938585,0.025318,4,9,P2PKH,W000020,W001280,61,1.368,192,31,4,8,synthetic_anomalous,high_connectivity
TX10009863,2026-01-09 20:30:00,851227,9,10.14.20.2,10.11.10.8,18333,8333,TCP,2026-01-09 20:29:55,67.25,304,4630,IN,GB,AS55836,AS2856,W000730|W001479|W001113,W000119,0.024142|0.002869|0.473389,0.496676,0.5004,0.496676,0.003724,3,1,P2SH,W000730,W000119,5,250.018,6,4,2,2,synthetic_normal,normal
TX10006452,2026-01-09 20:51:00,851229,9,10.14.10.1,10.12.30.4,8333,8333,TCP,2026-01-09 20:50:48,4.175,397,39973,DE,SG,AS6805,AS4657,W000692|W001824|W002002,W001258|W000652|W001693,0.012199|0.213492|0.314057,0.099613|0.083183|0.354839,0.539747,0.537635,0.002112,3,3,P2SH,W000692,W001258,13,84.853,15,1,1,2,synthetic_normal,normal
TX10001956,2026-01-09 21:11:00,851231,9,10.13.20.1,10.13.20.4,8333,8333,TCP,2026-01-09 21:10:54,59.261,98,23846,US,IN,AS7922,AS45609,W000820|W001034,W000019,0.065162|0.165037,0.227970,0.230199,0.22797,0.002229,2,1,P2WPKH,W000820,W000019,1,170.482,8,2,2,2,synthetic_normal,normal
TX10007061,2026-01-09 21:43:00,851234,9,10.13.10.3,10.13.30.8,18333,8333,TCP,2026-01-09 21:42:57,75.678,375,46765,IN,GB,AS4755,AS5089,W000960|W002219,W000785|W002367|W000122,0.454307|0.501841,0.123677|0.093454|0.736566,0.956148,0.953697,0.002451,2,3,P2WSH,W000960,W000785,3,81.994,7,4,1,2,synthetic_normal,normal
TX10009091,2026-01-09 22:10:00,851237,9,10.15.10.6,10.11.20.2,8333,8333,TCP,2026-01-09 22:09:59,9.928,353,20512,GB,NL,AS5089,AS6830,W002158,W000643|W000592|W002278|W000620,0.343604,0.091528|0.044593|0.010410|0.194106,0.343604,0.340637,0.002968,1,4,P2WPKH,W002158,W000643,14,159.699,13,2,2,2,synthetic_normal,normal
TX10007719,2026-01-09 22:52:00,851241,9,10.12.20.3,10.15.20.2,8333,8333,TCP,2026-01-09 22:51:42,52.608,249,57594,IN,US,AS45609,AS15169,W000751|W000352|W000022,W001217|W001569|W000440,0.204700|0.090739|0.043278,0.058151|0.269227|0.007451,0.338717,0.334829,0.003888,3,3,P2PKH,W000751,W001217,13,252.267,10,1,2,2,synthetic_normal,normal
TX10005682,2026-01-09 23:40:00,851246,9,10.15.10.3,10.12.30.1,18333,8333,TCP,2026-01-09 23:39:52,46.066,205,10553,NL,AU,AS1136,AS4804,W001828|W000333,W000849|W000273|W001489|W001329,0.019237|0.174140,0.007444|0.075345|0.033066|0.074672,0.193376,0.190528,0.002848,2,4,P2WPKH,W001828,W000849,10,134.078,4,1,1,2,synthetic_normal,normal
TX10007633,2026-01-10 00:34:00,851251,9,10.12.30.1,10.11.20.4,8333,8333,TCP,2026-01-10 00:33:45,66.482,158,17975,IN,CA,AS55836,AS577,W000202|W000375|W002266,W000665|W000240|W001934|W001344,0.021454|0.354589|0.162439,0.090207|0.036913|0.111608|0.299398,0.538482,0.538125,0.000356,3,4,P2PKH,W000202,W000665,4,359.012,18,4,2,1,synthetic_normal,normal
TX10003018,2026-01-10 00:50:00,851253,9,10.15.20.8,10.11.30.1,8333,8333,TCP,2026-01-10 00:49:48,71.798,195,27110,IN,IN,AS4755,AS55836,W001348,W000166|W002479|W001413|W000392,0.507572,0.019348|0.165608|0.048519|0.271508,0.507572,0.504983,0.00259,1,4,P2SH,W001348,W000166,5,116.216,11,1,2,2,synthetic_normal,normal
TX10006060,2026-01-10 00:58:00,851253,9,10.12.30.5,10.11.10.1,18444,8333,TCP,2026-01-10 00:57:50,65.921,102,48653,IN,US,AS45609,AS7922,W000518|W002275|W000989,W002086|W000477|W002207,0.391467|0.085373|0.614894,0.879903|0.125788|0.082488,1.091733,1.088179,0.003554,3,3,P2SH,W000518,W002086,11,193.71,15,1,2,2,synthetic_normal,normal
TX10000541,2026-01-10 01:00:00,851254,9,10.11.10.1,10.11.20.8,18444,8333,TCP,2026-01-10 00:59:51,9.983,1788,482788,CA,DE,AS812,AS6805,W000031|W000587|W001116|W001682|W001885|W002205|W001167,W001144|W000313|W001401|W001663|W001763|W001708|W000846,0.373145|0.189477|0.197261|0.214876|0.451119|0.434821|0.022884,0.031879|0.622450|0.024564|0.326442|0.115747|0.382397|0.290876,1.883583,1.794354,0.089229,7,7,P2WPKH,W000031,W001144,106,1.259,286,22,5,7,synthetic_anomalous,high_connectivity
TX10008790,2026-01-10 01:39:00,851257,9,10.13.10.4,10.13.10.3,18333,8333,TCP,2026-01-10 01:38:44,33.993,382,49660,GB,IN,AS2856,AS55836,W001950|W000965,W001996|W001847|W002251,0.270869|0.125269,0.073800|0.000405|0.318317,0.396138,0.392522,0.003616,2,3,P2PKH,W001950,W001996,3,111.503,16,3,1,1,synthetic_normal,normal
TX10000343,2026-01-10 01:46:00,851258,9,10.15.10.6,10.12.10.7,18444,8333,TCP,2026-01-10 01:45:55,0.706,1060,511717,SG,NL,AS9506,AS6830,W000023|W001334|W002037|W000153|W000877|W000953,W001676|W000687|W000347|W000002|W000704,0.298874|1.220294|0.261254|0.428268|0.128736|0.108311,0.277908|0.983249|0.967835|0.045247|0.113259,2.445738,2.387499,0.058239,6,5,P2PKH,W000023,W001676,77,1.844,96,28,6,8,synthetic_anomalous,layered_transfer
TX10000347,2026-01-10 02:16:00,851261,9,10.15.30.5,10.12.10.8,18444,8333,TCP,2026-01-10 02:15:44,5.284,3418,482737,AU,IN,AS1221,AS45609,W000579|W000242|W001200|W000350|W000761|W001489,W000499|W001839|W002066|W000805,0.972251|0.025686|0.281479|1.659032|1.375694|0.092157,0.063066|0.877184|1.389317|2.046352,4.4063,4.375919,0.030381,6,4,P2WSH,W000579,W000499,88,0.487,113,20,7,7,synthetic_anomalous,cross_border_burst
TX10007870,2026-01-10 02:23:00,851262,9,10.15.10.3,10.15.30.7,8333,8333,TCP,2026-01-10 02:22:44,14.7,315,12783,GB,NL,AS2856,AS1136,W001821|W001476|W002305,W000443|W001335|W002339,0.189111|0.386950|0.280746,0.227742|0.207409|0.420635,0.856807,0.855785,0.001022,3,3,P2PKH,W001821,W000443,3,222.649,15,2,1,2,synthetic_normal,normal
TX10007668,2026-01-10 02:51:00,851265,9,10.14.30.5,10.13.20.6,18333,8333,TCP,2026-01-10 02:50:46,30.939,37,34282,GB,SG,AS5089,AS9506,W002394|W002250|W000969,W001902|W001280|W000285|W002129,0.484195|0.265809|0.098550,0.516456|0.311136|0.009331|0.009253,0.848553,0.846176,0.002377,3,4,P2PKH,W002394,W001902,3,241.79,6,1,2,1,synthetic_normal,normal
TX10006478,2026-01-10 02:56:00,851265,9,10.14.10.1,10.15.10.1,18444,8333,TCP,2026-01-10 02:55:54,75.671,230,16253,US,CA,AS15169,AS812,W000612|W002149|W000464,W002495|W001508,0.040337|0.046202|0.086269,0.039587|0.131315,0.172808,0.170903,0.001905,3,2,P2SH,W000612,W002495,11,206.446,3,1,2,1,synthetic_normal,normal
TX10001510,2026-01-10 02:58:00,851265,9,10.13.30.6,10.15.10.3,18333,8333,TCP,2026-01-10 02:57:48,68.695,322,43921,US,CA,AS7018,AS577,W001580,W001142|W000796|W000236,0.355744,0.065330|0.049805|0.238169,0.355744,0.353303,0.00244,1,3,P2PKH,W001580,W001142,15,150.036,3,2,2,1,synthetic_normal,normal
TX10007663,2026-01-10 03:11:00,851267,9,10.11.30.7,10.12.20.1,18333,8333,TCP,2026-01-10 03:10:59,88.367,118,49128,GB,IN,AS2856,AS45609,W000939|W000849,W000343|W000722,0.328568|0.512393,0.277663|0.561760,0.840961,0.839423,0.001537,2,2,P2SH,W000939,W000343,3,280.68,4,3,2,2,synthetic_normal,normal
TX10009719,2026-01-10 03:17:00,851267,9,10.11.20.2,10.11.10.4,18333,8333,TCP,2026-01-10 03:16:44,59.489,178,38691,NL,SG,AS1136,AS9506,W000821|W000776|W002189,W000150|W000470|W000401,0.020413|0.072803|0.147409,0.092487|0.016630|0.130385,0.240625,0.239502,0.001123,3,3,P2SH,W000821,W000150,8,342.913,11,1,2,1,synthetic_normal,normal
TX10007648,2026-01-10 03:38:00,851269,9,10.15.30.7,10.15.30.5,18333,8333,TCP,2026-01-10 03:37:47,23.312,349,22473,US,GB,AS7018,AS5089,W000988,W002059|W001889,0.254318,0.084507|0.165922,0.254318,0.25043,0.003888,1,2,P2PKH,W000988,W002059,10,233.922,19,1,2,1,synthetic_normal,normal
TX10008838,2026-01-10 03:48:00,851270,9,10.14.20.3,10.12.10.5,18444,8333,TCP,2026-01-10 03:47:51,83.435,225,31841,IN,SG,AS55836,AS4657,W000356,W001874|W000698|W001032,0.707995,0.145653|0.473323|0.086503,0.707995,0.705479,0.002516,1,3,P2WPKH,W000356,W001874,6,235.014,13,1,2,1,synthetic_normal,normal
TX10008646,2026-01-10 03:48:00,851270,9,10.14.30.5,10.15.30.2,8333,8333,TCP,2026-01-10 03:47:53,60.314,350,8716,CA,GB,AS812,AS2856,W000333,W002377,0.707558,0.705493,0.707558,0.705493,0.002065,1,1,P2PKH,W000333,W002377,14,167.708,19,4,2,2,synthetic_normal,normal
TX10001802,2026-01-10 04:04:00,851272,9,10.12.20.5,10.13.10.6,18333,8333,TCP,2026-01-10 04:03:55,30.548,173,33495,DE,DE,AS3320,AS6805,W001914|W000328,W001575,0.021927|0.248046,0.266533,0.269973,0.266533,0.00344,2,1,P2WSH,W001914,W001575,12,351.456,16,3,2,1,synthetic_normal,normal
TX10002457,2026-01-10 05:01:00,851278,9,10.12.30.4,10.15.30.6,8333,8333,TCP,2026-01-10 05:00:49,9.081,70,51255,AU,US,AS1221,AS15169,W001192|W000116|W000274,W000895|W001443|W000065,0.059918|0.004489|0.019496,0.002627|0.006940|0.071741,0.083904,0.081309,0.002595,3,3,P2PKH,W001192,W000895,7,229.936,3,3,1,2,synthetic_normal,normal
TX10002236,2026-01-10 05:02:00,851278,9,10.12.30.5,10.11.10.3,18444,8333,TCP,2026-01-10 05:01:58,62.742,240,10495,IN,CA,AS45609,AS812,W000042|W000975,W000588,0.133140|0.519390,0.651306,0.65253,0.651306,0.001223,2,1,P2WPKH,W000042,W000588,7,14.71,2,2,1,2,synthetic_normal,normal
TX10004686,2026-01-10 05:12:00,851279,9,10.12.30.2,10.13.10.6,8333,8333,TCP,2026-01-10 05:11:45,55.889,394,30842,IN,DE,AS55836,AS6805,W000067|W000870|W001595,W000437|W001538,0.007041|0.200439|0.010475,0.203398|0.011233,0.217956,0.214631,0.003325,3,2,P2WSH,W000067,W000437,7,273.142,12,2,2,1,synthetic_normal,normal
TX10003507,2026-01-10 05:23:00,851280,9,10.13.10.5,10.13.30.3,18444,8333,TCP,2026-01-10 05:22:51,17.143,267,22551,US,SG,AS7018,AS4657,W000190|W000589|W000621,W002215,0.563833|0.027794|0.312732,0.902595,0.904359,0.902595,0.001764,3,1,P2SH,W000190,W002215,2,327.65,2,4,1,1,synthetic_normal,normal
TX10005915,2026-01-10 05:35:00,851281,9,10.11.30.8,10.14.20.1,8333,8333,TCP,2026-01-10 05:34:56,63.751,107,20235,IN,GB,AS55836,AS2856,W002266|W001078,W000056|W000495,0.127965|0.508191,0.523332|0.109827,0.636156,0.633159,0.002997,2,2,P2SH,W002266,W000056,7,248.103,4,2,1,1,synthetic_normal,normal
TX10006507,2026-01-10 06:22:00,851286,9,10.15.20.3,10.11.20.3,8333,8333,TCP,2026-01-10 06:22:00,81.121,321,34686,IN,AU,AS55836,AS1221,W001129,W002080,0.117614,0.114898,0.117614,0.114898,0.002716,1,1,P2WPKH,W001129,W002080,11,308.231,14,2,2,2,synthetic_normal,normal
TX10008426,2026-01-10 06:43:00,851288,9,10.12.30.5,10.14.10.2,18444,8333,TCP,2026-01-10 06:42:49,89.962,347,6495,US,GB,AS7018,AS5089,W002364|W001421|W000443,W001854|W000134|W001120,0.031239|0.087426|0.046891,0.009760|0.043410|0.109262,0.165556,0.162431,0.003125,3,3,P2SH,W002364,W001854,12,135.359,18,2,2,2,synthetic_normal,normal
TX10005834,2026-01-10 07:18:00,851291,9,10.15.30.1,10.11.30.7,18333,8333,TCP,2026-01-10 07:17:50,26.036,206,32923,SG,GB,AS9506,AS5089,W001236|W002046,W000325|W000550|W002161|W000493,0.452047|0.663415,0.080833|0.096718|0.191796|0.745176,1.115462,1.114524,0.000938,2,4,P2PKH,W001236,W000325,8,334.394,15,3,2,1,synthetic_normal,normal
TX10002328,2026-01-10 08:04:00,851296,10,10.11.30.5,10.14.20.1,18333,8333,TCP,2026-01-10 08:03:56,62.97,320,39378,US,IN,AS15169,AS45609,W002280|W000237,W001664|W000077|W002406,0.571843|0.164785,0.056618|0.469567|0.208421,0.736628,0.734605,0.002023,2,3,P2SH,W002280,W001664,13,287.629,9,4,2,2,synthetic_normal,normal
TX10000516,2026-01-10 09:51:00,851307,10,10.13.10.1,10.13.20.8,8333,8333,TCP,2026-01-10 09:50:41,2.939,3622,627189,NL,GB,AS6830,AS5089,W001878|W000125|W001307|W001460,W001396|W002414,0.319775|0.594212|0.144987|0.452135,0.334572|1.101958,1.511109,1.43653,0.074579,4,2,P2WSH,W001878,W001396,234,1.805,104,41,4,8,synthetic_anomalous,high_frequency
TX10002407,2026-01-10 10:17:00,851309,10,10.12.30.7,10.15.30.8,18444,8333,TCP,2026-01-10 10:16:46,48.478,148,11874,DE,NL,AS6805,AS6830,W001883,W000645,0.454805,0.453171,0.454805,0.453171,0.001634,1,1,P2WPKH,W001883,W000645,13,292.952,19,1,2,1,synthetic_normal,normal
TX10000444,2026-01-10 10:31:00,851311,10,10.11.20.5,10.11.10.8,18333,8333,TCP,2026-01-10 10:30:54,4.672,2153,616023,AU,CA,AS1221,AS812,W000014|W002070|W000973|W002206,W002205|W002333|W002411|W002004|W001802|W000087|W001520|W002377,0.867885|2.036780|2.042727|0.111842,0.490481|0.510340|0.349228|1.077321|0.110368|1.557502|0.258306|0.642499,5.059235,4.996046,0.063189,4,8,P2WSH,W000014,W002205,179,0.8,165,25,7,8,synthetic_anomalous,high_frequency
TX10004322,2026-01-10 11:06:00,851314,10,10.14.10.8,10.11.20.1,8333,8333,TCP,2026-01-10 11:05:50,28.653,318,25167,CA,GB,AS577,AS2856,W000295|W000740|W000239,W000696|W000639|W000104,0.085803|0.413158|0.030188,0.194125|0.280236|0.051010,0.529149,0.525372,0.003778,3,3,P2SH,W000295,W000696,13,305.761,12,4,2,1,synthetic_normal,normal
TX10004437,2026-01-10 11:15:00,851315,10,10.15.30.1,10.15.20.6,18333,8333,TCP,2026-01-10 11:14:56,36.844,340,6654,SG,NL,AS4657,AS6830,W001045|W002110,W001264,0.205045|0.233910,0.438086,0.438955,0.438086,0.000869,2,1,P2SH,W001045,W001264,13,233.895,5,2,1,2,synthetic_normal,normal
TX10009104,2026-01-10 11:59:00,851319,10,10.15.30.5,10.12.20.3,8333,8333,TCP,2026-01-10 11:58:55,57.178,107,57772,IN,DE,AS55836,AS3320,W001253|W001783,W001761|W000611,0.068279|0.094272,0.052910|0.108053,0.162551,0.160963,0.001588,2,2,P2SH,W001253,W001761,9,154.224,3,1,1,1,synthetic_normal,normal
TX10009924,2026-01-10 12:02:00,851320,10,10.15.10.4,10.11.20.4,18333,8333,TCP,2026-01-10 12:02:00,18.22,196,49657,IN,US,AS4755,AS7018,W000826,W000065,0.528591,0.526679,0.528591,0.526679,0.001912,1,1,P2PKH,W000826,W000065,7,345.437,12,3,1,2,synthetic_normal,normal
TX10008735,2026-01-10 12:07:00,851320,10,10.14.30.8,10.12.10.1,18444,8333,TCP,2026-01-10 12:06:50,69.207,377,27654,IN,SG,AS4755,AS9506,W001672|W000831,W000269|W001907|W000469|W001203,1.003014|0.550009,0.430756|0.607062|0.293344|0.219581,1.553023,1.550743,0.00228,2,4,P2SH,W001672,W000269,10,182.314,12,2,2,2,synthetic_normal,normal
TX10001293,2026-01-10 12:38:00,851323,10,10.13.20.1,10.15.30.5,18444,8333,TCP,2026-01-10 12:37:43,52.596,68,5413,US,NL,AS15169,AS6830,W001809,W001426|W001478,0.314612,0.125792|0.187848,0.314612,0.31364,0.000971,1,2,P2SH,W001809,W001426,2,233.282,4,1,2,2,synthetic_normal,normal
TX10006408,2026-01-10 12:40:00,851324,10,10.14.20.2,10.12.20.1,18333,8333,TCP,2026-01-10 12:39:47,70.62,196,48919,DE,DE,AS6805,AS6805,W000701|W000438|W002279,W002362|W000109|W000287,0.018415|0.457953|0.355785,0.168102|0.469869|0.193308,0.832153,0.831279,0.000874,3,3,P2WSH,W000701,W002362,3,116.406,9,2,2,1,synthetic_normal,normal
TX10005702,2026-01-10 12:59:00,851325,10,10.11.10.4,10.15.30.8,18444,8333,TCP,2026-01-10 12:58:48,11.821,221,14218,IN,IN,AS55836,AS4755,W001165|W002347|W001690,W001432,0.046783|0.301831|0.097849,0.443493,0.446462,0.443493,0.00297,3,1,P2WPKH,W001165,W001432,1,188.275,11,1,2,1,synthetic_normal,normal
TX10003474,2026-01-10 13:04:00,851326,10,10.14.30.4,10.11.20.7,18333,8333,TCP,2026-01-10 13:03:56,21.174,150,48891,DE,GB,AS6805,AS5089,W002074|W001993,W000518|W001633,0.617439|0.205860,0.809742|0.011450,0.8233,0.821192,0.002107,2,2,P2WSH,W002074,W000518,11,219.672,14,2,1,2,synthetic_normal,normal
TX10003819,2026-01-10 13:45:00,851330,10,10.15.30.8,10.12.30.1,8333,8333,TCP,2026-01-10 13:44:49,25.873,234,2820,IN,DE,AS55836,AS3320,W001397|W000524,W002094|W000455,0.019406|0.098650,0.021041|0.096834,0.118056,0.117875,0.000181,2,2,P2WSH,W001397,W002094,11,135.791,18,3,2,2,synthetic_normal,normal
TX10009248,2026-01-10 14:08:00,851332,10,10.11.30.7,10.13.10.6,8333,8333,TCP,2026-01-10 14:07:57,83.633,265,2486,DE,US,AS6805,AS15169,W001359|W002219,W000332|W001590|W001936|W001620,0.141750|0.089423,0.123197|0.057513|0.044188|0.002734,0.231173,0.227632,0.003541,2,4,P2SH,W001359,W000332,9,237.588,7,4,1,2,synthetic_normal,normal
TX10001095,2026-01-10 14:29:00,851334,10,10.15.20.3,10.11.10.8,8333,8333,TCP,2026-01-10 14:28:47,2.094,225,28061,IN,AU,AS45609,AS4804,W000223,W001053|W002089,0.802321,0.204252|0.595644,0.802321,0.799896,0.002425,1,2,P2PKH,W000223,W001053,2,57.634,4,4,2,1,synthetic_normal,normal
TX10009883,2026-01-10 14:31:00,851335,10,10.11.30.4,10.12.20.3,8333,8333,TCP,2026-01-10 14:30:42,15.143,347,44198,IN,US,AS4755,AS7018,W001681,W000194|W000383|W000387,0.158607,0.106516|0.019879|0.028258,0.158607,0.154653,0.003955,1,3,P2WSH,W001681,W000194,12,337.668,13,3,2,1,synthetic_normal,normal
TX10000255,2026-01-10 14:38:00,851335,10,10.11.10.2,10.13.10.4,18333,8333,TCP,2026-01-10 14:37:44,6.893,4371,143784,NL,SG,AS1136,AS4657,W000022|W000372|W002056|W001498,W001387|W000296|W002108|W001345|W001117|W001800|W001816|W001396|W000299,0.715680|1.002521|8.924644|2.785231,1.501412|0.569308|0.715907|0.491291|1.389786|0.389478|1.591240|0.097940|6.655341,13.428076,13.401703,0.026373,4,9,P2WPKH,W000022,W001387,92,0.604,38,43,7,4,synthetic_anomalous,layered_transfer
TX10002901,2026-01-10 15:30:00,851341,10,10.15.20.2,10.14.20.3,18444,8333,TCP,2026-01-10 15:29:56,26.342,375,19353,IN,DE,AS4755,AS6805,W000065|W002176,W000914|W001016|W001310,0.412194|0.290789,0.062009|0.565409|0.074877,0.702983,0.702295,0.000688,2,3,P2SH,W000065,W000914,2,62.256,13,2,2,1,synthetic_normal,normal
TX10004380,2026-01-10 16:16:00,851345,10,10.11.10.7,10.12.20.5,18444,8333,TCP,2026-01-10 16:15:48,87.276,227,50410,DE,US,AS6805,AS7922,W002314,W000746|W002087|W001517|W001062,0.143196,0.013615|0.020375|0.088058|0.019553,0.143196,0.141602,0.001594,1,4,P2SH,W002314,W000746,11,159.67,12,3,2,1,synthetic_normal,normal
TX10003638,2026-01-10 16:23:00,851346,10,10.13.20.1,10.13.30.1,8333,8333,TCP,2026-01-10 16:22:57,75.368,332,44256,IN,NL,AS4755,AS6830,W001375|W002366|W000894,W000676|W001438,0.191424|0.011612|0.193743,0.230982|0.162619,0.396779,0.393601,0.003178,3,2,P2SH,W001375,W000676,13,347.029,11,4,1,2,synthetic_normal,normal
TX10008235,2026-01-10 17:17:00,851351,10,10.14.10.7,10.14.20.3,18333,8333,TCP,2026-01-10 17:16:48,52.581,28,43026,GB,AU,AS2856,AS1221,W000325|W000349|W002065,W000044|W002391|W000976|W000024,0.470687|0.039776|0.199819,0.193450|0.016535|0.041701|0.457214,0.710282,0.7089,0.001382,3,4,P2WSH,W000325,W000044,15,38.68,19,4,1,1,synthetic_normal,normal
TX10004547,2026-01-10 17:46:00,851354,10,10.15.30.5,10.13.20.6,8333,8333,TCP,2026-01-10 17:45:52,27.599,165,56940,IN,AU,AS4755,AS4804,W000587|W000380|W000584,W002498|W000950,0.141804|0.566166|0.344973,0.667700|0.383998,1.052943,1.051698,0.001245,3,2,P2WPKH,W000587,W002498,2,285.278,14,2,2,1,synthetic_normal,normal
TX10004787,2026-01-10 17:46:00,851354,10,10.13.30.4,10.15.20.4,8333,8333,TCP,2026-01-10 17:45:41,74.333,175,42629,IN,CA,AS45609,AS577,W002128|W000244|W001160,W000857|W002079|W000139,0.521704|0.172713|0.083321,0.044086|0.168673|0.563956,0.777738,0.776715,0.001023,3,3,P2WPKH,W002128,W000857,13,68.111,3,4,1,2,synthetic_normal,normal
TX10008251,2026-01-10 17:53:00,851355,10,10.14.30.3,10.11.20.3,18333,8333,TCP,2026-01-10 17:52:48,54.142,393,2248,IN,DE,AS4755,AS3320,W001470|W001065,W002172|W000016|W001454|W000777,0.196374|0.037403,0.022697|0.030195|0.131919|0.046956,0.233777,0.231767,0.00201,2,4,P2SH,W001470,W002172,11,285.42,10,2,2,2,synthetic_normal,normal
TX10009117,2026-01-10 18:09:00,851356,10,10.12.30.5,10.12.10.7,18444,8333,TCP,2026-01-10 18:08:49,57.519,43,58516,NL,NL,AS1136,AS6830,W000660,W000077,1.056594,1.056340,1.056594,1.05634,0.000254,1,1,P2SH,W000660,W000077,8,166.206,16,3,1,1,synthetic_normal,normal
TX10007067,2026-01-10 18:48:00,851360,10,10.15.30.5,10.15.30.3,18333,8333,TCP,2026-01-10 18:47:46,7.377,246,37993,NL,NL,AS1136,AS1136,W002467|W001136,W002404|W001952,0.178614|0.186069,0.147205|0.216993,0.364683,0.364198,0.000485,2,2,P2PKH,W002467,W002404,3,76.205,19,3,2,1,synthetic_normal,normal
TX10000649,2026-01-10 18:55:00,851361,10,10.13.20.5,10.15.10.7,18333,8333,TCP,2026-01-10 18:54:52,9.269,3506,112374,NL,CA,AS1136,AS812,W000008|W000830|W001865|W002356|W001507,W001165|W000194|W001826|W000302|W001597|W002312|W001668|W000509|W000347,0.138871|0.079431|0.293821|0.012575|0.012301,0.022425|0.114313|0.080130|0.076546|0.009855|0.017932|0.074270|0.037433|0.029288,0.536999,0.462192,0.074807,5,9,P2PKH,W000008,W002360,154,0.569,189,27,5,5,synthetic_anomalous,fan_out
TX10003423,2026-01-10 19:20:00,851364,10,10.14.30.3,10.14.10.1,8333,8333,TCP,2026-01-10 19:19:41,22.257,48,16489,IN,GB,AS4755,AS2856,W001178,W000765|W001206|W001538|W001104,0.571928,0.190876|0.087159|0.271798|0.021553,0.571928,0.571386,0.000542,1,4,P2WSH,W001178,W000765,8,111.398,5,4,1,1,synthetic_normal,normal
TX10005298,2026-01-10 19:39:00,851365,10,10.13.10.5,10.15.30.4,18333,8333,TCP,2026-01-10 19:38:42,47.48,279,21408,US,IN,AS7018,AS4755,W001863,W000745|W002128|W000668|W001136,0.795672,0.132918|0.004324|0.584157|0.072498,0.795672,0.793896,0.001775,1,4,P2SH,W001863,W000745,2,36.105,10,1,1,2,synthetic_normal,normal
TX10002482,2026-01-10 21:06:00,851374,10,10.14.20.5,10.12.30.7,8333,8333,TCP,2026-01-10 21:05:45,46.124,196,1681,US,CA,AS7922,AS812,W000862|W000003|W001514,W000969|W000098|W002444,0.035167|0.334853|0.082009,0.089156|0.122884|0.236761,0.452029,0.4488,0.003229,3,3,P2WSH,W000862,W000969,15,182.02,5,3,1,2,synthetic_normal,normal
