txid,source_wallet,destination_wallet,amount_btc,timestamp,ground_truth,scenario
TX10001380,W000842,W000502,0.352884,2026-02-23 14:17:00,synthetic_normal,normal
TX10009912,W000554,W000667,0.683849,2026-02-23 14:20:00,synthetic_normal,normal
TX10002874,W001330,W002411,0.634023,2026-02-23 14:22:00,synthetic_normal,normal
TX10003652,W001865,W000639,0.545401,2026-02-23 14:28:00,synthetic_normal,normal
TX10002884,W002466,W001297,0.413733,2026-02-23 14:38:00,synthetic_normal,normal
TX10001650,W001657,W001186,1.191917,2026-02-23 15:12:00,synthetic_normal,normal
TX10007931,W001116,W000167,1.079019,2026-02-23 15:19:00,synthetic_normal,normal
TX10006370,W000065,W000552,0.317537,2026-02-23 15:26:00,synthetic_normal,normal
TX10005225,W001544,W001459,1.11652,2026-02-23 16:02:00,synthetic_normal,normal
TX10009240,W000943,W001052,0.18544,2026-02-23 16:16:00,synthetic_normal,normal
TX10002936,W000358,W002220,0.272392,2026-02-23 16:30:00,synthetic_normal,normal
TX10003659,W000371,W000966,1.879711,2026-02-23 16:31:00,synthetic_normal,normal
TX10002315,W002238,W000287,0.58165,2026-02-23 16:42:00,synthetic_normal,normal
TX10004146,W002186,W002156,1.346538,2026-02-23 16:42:00,synthetic_normal,normal
TX10008138,W001546,W001871,0.355327,2026-02-23 17:17:00,synthetic_normal,normal
TX10005584,W001904,W001634,0.758949,2026-02-23 17:49:00,synthetic_normal,normal
TX10007035,W000928,W002407,0.933059,2026-02-23 17:52:00,synthetic_normal,normal
TX10000904,W001644,W000890,1.846754,2026-02-23 17:55:00,synthetic_anomalous,rapid_chain
TX10002767,W000893,W001800,0.407741,2026-02-23 18:05:00,synthetic_normal,normal
TX10008781,W002446,W000162,0.356696,2026-02-23 18:41:00,synthetic_normal,normal
TX10006296,W000607,W002024,0.258504,2026-02-23 19:12:00,synthetic_normal,normal
TX10008595,W002058,W002277,0.634197,2026-02-23 20:41:00,synthetic_normal,normal
TX10008644,W001543,W002261,0.083339,2026-02-23 21:36:00,synthetic_normal,normal
TX10006360,W002191,W002427,0.267811,2026-02-23 22:23:00,synthetic_normal,normal
TX10002027,W001340,W001692,0.624709,2026-02-23 22:31:00,synthetic_normal,normal
TX10006757,W001906,W001685,0.220444,2026-02-23 23:09:00,synthetic_normal,normal
TX10009285,W002369,W002174,0.952902,2026-02-23 23:19:00,synthetic_normal,normal
TX10007986,W000954,W002200,0.471817,2026-02-24 00:06:00,synthetic_normal,normal
TX10004428,W000394,W000523,0.697638,2026-02-24 00:22:00,synthetic_normal,normal
TX10002326,W001516,W001592,0.870634,2026-02-24 00:27:00,synthetic_normal,normal
TX10001267,W002293,W001175,0.639275,2026-02-24 00:34:00,synthetic_normal,normal
TX10005517,W000213,W001322,0.358764,2026-02-24 00:40:00,synthetic_normal,normal
TX10000685,W000018,W000846,1.722657,2026-02-24 02:01:00,synthetic_anomalous,high_connectivity
TX10006356,W001657,W000509,1.384637,2026-02-24 02:40:00,synthetic_normal,normal
TX10006581,W000301,W001200,0.121932,2026-02-24 02:49:00,synthetic_normal,normal
TX10001180,W000638,W000626,0.296561,2026-02-24 03:14:00,synthetic_normal,normal
TX10005893,W001383,W000399,0.445525,2026-02-24 03:15:00,synthetic_normal,normal
TX10000868,W001464,W002107,0.953199,2026-02-24 03:28:00,synthetic_anomalous,high_frequency
TX10006755,W002134,W001458,0.532088,2026-02-24 03:36:00,synthetic_normal,normal
TX10008274,W000618,W002202,1.210832,2026-02-24 04:11:00,synthetic_normal,normal
TX10005266,W001455,W001212,0.254701,2026-02-24 04:19:00,synthetic_normal,normal
TX10000640,W000399,W001293,0.921911,2026-02-24 04:20:00,synthetic_anomalous,rapid_chain
TX10009295,W001872,W001642,0.109998,2026-02-24 04:38:00,synthetic_normal,normal
TX10005251,W000657,W001410,0.17776,2026-02-24 04:55:00,synthetic_normal,normal
TX10001629,W000597,W000606,0.925817,2026-02-24 05:16:00,synthetic_normal,normal
TX10002169,W000596,W001676,0.336781,2026-02-24 05:26:00,synthetic_normal,normal
TX10008407,W001588,W002195,0.724462,2026-02-24 06:17:00,synthetic_normal,normal
TX10005467,W000097,W001808,0.14419,2026-02-24 06:21:00,synthetic_normal,normal
TX10001601,W001864,W001723,0.180653,2026-02-24 06:35:00,synthetic_normal,normal
TX10007186,W000535,W000635,0.217289,2026-02-24 06:59:00,synthetic_normal,normal
TX10006957,W001427,W000374,0.243247,2026-02-24 08:18:00,synthetic_normal,normal
TX10007674,W000973,W002056,0.169128,2026-02-24 09:29:00,synthetic_normal,normal
TX10003716,W001326,W002158,0.536454,2026-02-24 09:35:00,synthetic_normal,normal
TX10006940,W000426,W001443,0.698988,2026-02-24 10:40:00,synthetic_normal,normal
TX10000956,W001451,W000974,5.140038,2026-02-24 10:45:00,synthetic_anomalous,high_frequency
TX10004685,W000622,W002343,1.266071,2026-02-24 11:16:00,synthetic_normal,normal
TX10003592,W002295,W002152,0.213883,2026-02-24 12:21:00,synthetic_normal,normal
TX10005804,W000722,W000075,0.3669,2026-02-24 12:58:00,synthetic_normal,normal
TX10001165,W000969,W000641,2.801522,2026-02-24 13:18:00,synthetic_normal,normal
TX10001870,W001977,W001335,0.529744,2026-02-24 13:30:00,synthetic_normal,normal
TX10001167,W001714,W001787,0.422471,2026-02-24 13:31:00,synthetic_normal,normal
TX10003774,W002322,W000352,0.783227,2026-02-24 13:38:00,synthetic_normal,normal
TX10006198,W001881,W000337,0.49125,2026-02-24 14:24:00,synthetic_normal,normal
TX10008430,W000753,W001903,0.2258,2026-02-24 15:08:00,synthetic_normal,normal
TX10000195,W001496,W002282,2.74289,2026-02-24 15:33:00,synthetic_anomalous,cross_border_burst
TX10007682,W002408,W000745,0.429145,2026-02-24 15:47:00,synthetic_normal,normal
TX10007638,W001973,W000210,0.229596,2026-02-24 16:09:00,synthetic_normal,normal
TX10009994,W002149,W001277,0.646157,2026-02-24 16:16:00,synthetic_normal,normal
TX10002532,W000517,W002137,0.257198,2026-02-24 17:08:00,synthetic_normal,normal
TX10005021,W001218,W000532,0.569234,2026-02-24 17:17:00,synthetic_normal,normal
TX10001526,W002452,W002348,0.733909,2026-02-24 18:02:00,synthetic_normal,normal
TX10000334,W000049,W001949,1.686949,2026-02-24 18:16:00,synthetic_anomalous,ip_wallet_reuse
TX10000918,W000043,W000223,5.069325,2026-02-24 18:19:00,synthetic_anomalous,ip_wallet_reuse
TX10008010,W000222,W001064,0.209703,2026-02-24 18:34:00,synthetic_normal,normal
TX10007799,W000276,W002112,0.250092,2026-02-24 19:11:00,synthetic_normal,normal
TX10000070,W000042,W002197,1.772377,2026-02-24 19:37:00,synthetic_anomalous,ip_wallet_reuse
TX10003488,W000425,W000091,0.578293,2026-02-24 19:38:00,synthetic_normal,normal
TX10002744,W001891,W000348,0.208304,2026-02-24 19:54:00,synthetic_normal,normal
TX10003834,W000744,W000521,0.20735,2026-02-24 20:13:00,synthetic_normal,normal
TX10003239,W000261,W000206,0.437425,2026-02-24 20:13:00,synthetic_normal,normal
TX10008632,W000955,W001678,0.576326,2026-02-24 20:31:00,synthetic_normal,normal
TX10004530,W000796,W000239,0.458427,2026-02-24 21:11:00,synthetic_normal,normal
TX10004347,W002234,W000024,0.445243,2026-02-24 21:21:00,synthetic_normal,normal
TX10003860,W001125,W000909,0.96787,2026-02-24 21:54:00,synthetic_normal,normal
TX10000153,W000018,W000946,1.737261,2026-02-24 22:22:00,synthetic_anomalous,fan_out
TX10006935,W002201,W001533,0.342487,2026-02-24 22:54:00,synthetic_normal,normal
TX10004515,W001771,W002091,0.296279,2026-02-24 23:04:00,synthetic_normal,normal
TX10006970,W000903,W001241,0.856647,2026-02-25 00:03:00,synthetic_normal,normal
TX10002990,W002466,W001133,0.685022,2026-02-25 00:03:00,synthetic_normal,normal
TX10007696,W002278,W000827,0.450078,2026-02-25 00:55:00,synthetic_normal,normal
TX10005364,W000549,W002421,0.203826,2026-02-25 01:06:00,synthetic_normal,normal
TX10006466,W002136,W002352,0.251573,2026-02-25 01:06:00,synthetic_normal,normal
TX10005027,W002011,W000936,0.859724,2026-02-25 01:47:00,synthetic_normal,normal
TX10009405,W000649,W002276,1.094976,2026-02-25 02:00:00,synthetic_normal,normal
TX10003039,W001861,W001171,0.67243,2026-02-25 02:53:00,synthetic_normal,normal
TX10006631,W000289,W001657,0.976893,2026-02-25 02:56:00,synthetic_normal,normal
TX10000819,W000567,W000854,1.324157,2026-02-25 03:58:00,synthetic_anomalous,cross_border_burst
TX10000285,W000041,W001942,1.840328,2026-02-25 04:25:00,synthetic_anomalous,high_connectivity
TX10004762,W001760,W002203,0.218237,2026-02-25 04:27:00,synthetic_normal,normal
TX10000832,W000123,W000899,20.8248,2026-02-25 04:41:00,synthetic_anomalous,rapid_chain
TX10001858,W002319,W001961,1.722154,2026-02-25 04:47:00,synthetic_normal,normal
TX10001822,W002477,W002280,0.266089,2026-02-25 05:17:00,synthetic_normal,normal
TX10001542,W001017,W000234,0.503017,2026-02-25 05:19:00,synthetic_normal,normal
TX10001644,W002273,W000268,1.043226,2026-02-25 05:57:00,synthetic_normal,normal
TX10002196,W001154,W001825,0.598112,2026-02-25 06:33:00,synthetic_normal,normal
TX10002264,W000719,W001828,0.83301,2026-02-25 06:36:00,synthetic_normal,normal
TX10009541,W002114,W000128,1.064329,2026-02-25 07:36:00,synthetic_normal,normal
TX10002957,W002284,W001904,0.237419,2026-02-25 07:45:00,synthetic_normal,normal
TX10002146,W001529,W000152,0.3683,2026-02-25 07:56:00,synthetic_normal,normal
TX10002243,W000375,W001596,0.664156,2026-02-25 08:31:00,synthetic_normal,normal
TX10005389,W001277,W001054,0.516089,2026-02-25 08:38:00,synthetic_normal,normal
TX10004430,W002207,W001185,0.547386,2026-02-25 09:00:00,synthetic_normal,normal
TX10002622,W000259,W001671,0.200509,2026-02-25 09:19:00,synthetic_normal,normal
TX10001615,W001649,W000963,0.222854,2026-02-25 09:30:00,synthetic_normal,normal
TX10005634,W001669,W001850,0.2847,2026-02-25 10:03:00,synthetic_normal,normal
TX10003254,W000100,W000221,0.497442,2026-02-25 10:19:00,synthetic_normal,normal
TX10009759,W000858,W000240,0.467961,2026-02-25 10:29:00,synthetic_normal,normal
TX10001305,W001797,W000461,0.49663,2026-02-25 10:44:00,synthetic_normal,normal
TX10007010,W000486,W001117,0.691395,2026-02-25 10:45:00,synthetic_normal,normal
TX10000611,W000281,W000200,3.012326,2026-02-25 11:10:00,synthetic_anomalous,cross_border_burst
TX10002910,W002446,W000115,0.097182,2026-02-25 11:26:00,synthetic_normal,normal
TX10007733,W001793,W000569,1.445752,2026-02-25 11:51:00,synthetic_normal,normal
TX10005209,W000229,W000433,1.059738,2026-02-25 12:12:00,synthetic_normal,normal
TX10006842,W000234,W000127,0.775751,2026-02-25 12:47:00,synthetic_normal,normal
TX10009344,W000085,W000124,0.350988,2026-02-25 12:48:00,synthetic_normal,normal
TX10001636,W002035,W000785,0.519498,2026-02-25 12:53:00,synthetic_normal,normal
TX10008248,W002425,W000176,0.176739,2026-02-25 13:34:00,synthetic_normal,normal
TX10000081,W000046,W001869,7.130246,2026-02-25 14:13:00,synthetic_anomalous,fan_out
TX10008776,W001753,W002238,1.015978,2026-02-25 15:04:00,synthetic_normal,normal
TX10002228,W001314,W001929,0.695136,2026-02-25 15:11:00,synthetic_normal,normal
TX10007039,W002334,W000294,0.366666,2026-02-25 16:04:00,synthetic_normal,normal
TX10001996,W001851,W000482,1.123343,2026-02-25 16:19:00,synthetic_normal,normal
TX10005761,W001600,W000103,0.486875,2026-02-25 16:43:00,synthetic_normal,normal
TX10006461,W001499,W002145,1.070274,2026-02-25 17:55:00,synthetic_normal,normal
TX10009064,W001420,W000908,0.427033,2026-02-25 18:16:00,synthetic_normal,normal
TX10003300,W001479,W001666,0.544721,2026-02-25 19:00:00,synthetic_normal,normal
TX10000777,W000007,W000086,12.394944,2026-02-25 20:07:00,synthetic_anomalous,fan_out
TX10003410,W000894,W001772,0.852888,2026-02-25 20:18:00,synthetic_normal,normal
TX10006887,W000440,W000573,0.369353,2026-02-25 20:20:00,synthetic_normal,normal
TX10003077,W000032,W001778,0.358784,2026-02-25 20:36:00,synthetic_normal,normal
TX10005388,W000070,W000071,1.802757,2026-02-25 20:39:00,synthetic_normal,normal
TX10005357,W001558,W001057,0.417309,2026-02-25 21:12:00,synthetic_normal,normal
TX10009748,W001865,W001321,0.109847,2026-02-25 21:31:00,synthetic_normal,normal
TX10008667,W002402,W001450,0.200684,2026-02-25 22:00:00,synthetic_normal,normal
TX10004250,W001050,W002104,0.868852,2026-02-25 23:06:00,synthetic_normal,normal
TX10005835,W000654,W001414,0.57837,2026-02-25 23:52:00,synthetic_normal,normal
TX10008114,W002045,W001824,0.268031,2026-02-26 00:59:00,synthetic_normal,normal
TX10007542,W000015,W001861,0.516389,2026-02-26 01:17:00,synthetic_normal,normal
TX10006028,W001025,W000809,0.500282,2026-02-26 01:22:00,synthetic_normal,normal
TX10000192,W000146,W002233,1.428993,2026-02-26 01:50:00,synthetic_anomalous,rapid_chain
TX10000881,W000037,W001670,2.363824,2026-02-26 01:54:00,synthetic_anomalous,fan_out
TX10003408,W001793,W001197,1.941507,2026-02-26 02:55:00,synthetic_normal,normal
TX10008412,W002006,W001618,0.315323,2026-02-26 03:19:00,synthetic_normal,normal
TX10009644,W001911,W000514,0.362815,2026-02-26 03:19:00,synthetic_normal,normal
TX10005627,W001056,W000284,0.704939,2026-02-26 03:19:00,synthetic_normal,normal
TX10006864,W002039,W002401,0.343675,2026-02-26 03:24:00,synthetic_normal,normal
TX10007350,W000842,W002209,2.962963,2026-02-26 03:56:00,synthetic_normal,normal
TX10008619,W002319,W000454,0.25117,2026-02-26 04:05:00,synthetic_normal,normal
TX10005268,W002407,W001840,0.741889,2026-02-26 04:10:00,synthetic_normal,normal
TX10004203,W001262,W000861,0.324716,2026-02-26 04:26:00,synthetic_normal,normal
TX10008993,W001551,W001262,0.346543,2026-02-26 04:50:00,synthetic_normal,normal
TX10000781,W000037,W000619,6.885481,2026-02-26 05:53:00,synthetic_anomalous,high_connectivity
TX10006813,W001958,W001084,0.432048,2026-02-26 07:14:00,synthetic_normal,normal
TX10003011,W002470,W000700,0.173391,2026-02-26 07:36:00,synthetic_normal,normal
TX10008107,W002256,W002043,0.188394,2026-02-26 07:56:00,synthetic_normal,normal
TX10000179,W000227,W001352,1.259116,2026-02-26 08:20:00,synthetic_anomalous,cross_border_burst
TX10004953,W001601,W002038,0.147392,2026-02-26 08:31:00,synthetic_normal,normal
TX10003723,W001830,W001678,0.640067,2026-02-26 10:01:00,synthetic_normal,normal
TX10007964,W001202,W002018,0.211951,2026-02-26 10:08:00,synthetic_normal,normal
TX10008658,W000161,W001668,0.486099,2026-02-26 10:09:00,synthetic_normal,normal
TX10006785,W002138,W001100,0.929497,2026-02-26 10:10:00,synthetic_normal,normal
TX10005678,W001752,W001162,0.265949,2026-02-26 10:41:00,synthetic_normal,normal
TX10001560,W000131,W001528,0.382049,2026-02-26 12:11:00,synthetic_normal,normal
TX10001242,W001977,W002311,0.221016,2026-02-26 12:12:00,synthetic_normal,normal
TX10007308,W001706,W001844,0.418592,2026-02-26 12:15:00,synthetic_normal,normal
TX10009624,W001995,W001386,0.447278,2026-02-26 12:32:00,synthetic_normal,normal
TX10008975,W001237,W000347,0.19243,2026-02-26 12:53:00,synthetic_normal,normal
TX10002962,W000477,W000612,1.435701,2026-02-26 13:04:00,synthetic_normal,normal
TX10001907,W001343,W002236,0.116359,2026-02-26 13:43:00,synthetic_normal,normal
TX10004880,W001078,W000130,1.453851,2026-02-26 14:07:00,synthetic_normal,normal
TX10000301,W000006,W001483,3.683643,2026-02-26 14:42:00,synthetic_anomalous,high_connectivity
TX10001366,W001198,W001203,1.229166,2026-02-26 17:21:00,synthetic_normal,normal
TX10005032,W002116,W002000,0.516251,2026-02-26 17:45:00,synthetic_normal,normal
TX10005096,W002249,W000355,1.416533,2026-02-26 18:56:00,synthetic_normal,normal
TX10005709,W001820,W001819,0.472865,2026-02-26 19:17:00,synthetic_normal,normal
TX10006113,W001104,W000203,1.057383,2026-02-26 20:06:00,synthetic_normal,normal
TX10004219,W000423,W001853,1.054707,2026-02-26 20:41:00,synthetic_normal,normal
TX10007969,W000373,W001353,0.811773,2026-02-26 21:01:00,synthetic_normal,normal
TX10009927,W000248,W002012,0.305807,2026-02-26 22:08:00,synthetic_normal,normal
TX10002256,W001815,W001339,0.506455,2026-02-26 22:08:00,synthetic_normal,normal
TX10000323,W001418,W001441,1.746109,2026-02-26 22:27:00,synthetic_anomalous,cross_border_burst
TX10008584,W001351,W000038,0.163242,2026-02-26 23:19:00,synthetic_normal,normal
TX10009396,W002075,W000155,0.789562,2026-02-26 23:54:00,synthetic_normal,normal
TX10000842,W000024,W001145,3.069267,2026-02-27 00:00:00,synthetic_anomalous,fan_in
TX10008190,W000596,W002253,0.598579,2026-02-27 00:16:00,synthetic_normal,normal
TX10003034,W001412,W001178,1.227477,2026-02-27 00:40:00,synthetic_normal,normal
TX10008217,W001890,W001270,0.254647,2026-02-27 00:44:00,synthetic_normal,normal
TX10008017,W001997,W000016,0.205251,2026-02-27 01:37:00,synthetic_normal,normal
TX10006685,W002446,W002146,1.061214,2026-02-27 02:10:00,synthetic_normal,normal
TX10006951,W002201,W000121,0.316867,2026-02-27 02:17:00,synthetic_normal,normal
TX10004875,W000008,W000392,0.614256,2026-02-27 03:11:00,synthetic_normal,normal
TX10005825,W000801,W001899,0.14355,2026-02-27 03:36:00,synthetic_normal,normal
TX10007851,W001890,W002086,0.165413,2026-02-27 03:38:00,synthetic_normal,normal
TX10005175,W002332,W001702,0.460805,2026-02-27 03:46:00,synthetic_normal,normal
TX10001212,W002179,W000838,0.733213,2026-02-27 04:08:00,synthetic_normal,normal
TX10009097,W001383,W001774,0.150896,2026-02-27 05:04:00,synthetic_normal,normal
TX10003020,W000625,W000806,0.35865,2026-02-27 05:22:00,synthetic_normal,normal
TX10003858,W002052,W001540,1.299089,2026-02-27 06:20:00,synthetic_normal,normal
TX10006598,W002363,W000184,1.182081,2026-02-27 06:27:00,synthetic_normal,normal
TX10000469,W000033,W001442,7.557722,2026-02-27 06:33:00,synthetic_anomalous,high_connectivity
TX10003970,W000856,W000027,0.553297,2026-02-27 06:43:00,synthetic_normal,normal
TX10001785,W000516,W002419,0.807267,2026-02-27 07:33:00,synthetic_normal,normal
TX10001923,W002259,W002175,0.440696,2026-02-27 08:37:00,synthetic_normal,normal
TX10007370,W002126,W002112,1.311061,2026-02-27 09:18:00,synthetic_normal,normal
TX10000462,W000018,W000220,4.891332,2026-02-27 10:09:00,synthetic_anomalous,ip_wallet_reuse
TX10001139,W001133,W000052,0.274481,2026-02-27 11:21:00,synthetic_normal,normal
TX10001133,W001276,W000843,1.506725,2026-02-27 11:34:00,synthetic_normal,normal
TX10007316,W000874,W001712,0.667489,2026-02-27 12:07:00,synthetic_normal,normal
TX10000957,W000017,W000250,1.92526,2026-02-27 12:28:00,synthetic_anomalous,high_connectivity
TX10003332,W000610,W001799,0.390039,2026-02-27 12:30:00,synthetic_normal,normal
TX10001726,W000980,W000876,0.315272,2026-02-27 12:37:00,synthetic_normal,normal
TX10002510,W000034,W000054,0.178118,2026-02-27 13:31:00,synthetic_normal,normal
TX10003140,W001792,W002139,1.536374,2026-02-27 13:43:00,synthetic_normal,normal
TX10004732,W002216,W001397,1.053154,2026-02-27 13:44:00,synthetic_normal,normal
TX10000602,W000049,W000949,2.618637,2026-02-27 14:12:00,synthetic_anomalous,fan_in
TX10007173,W000102,W001357,0.130386,2026-02-27 14:39:00,synthetic_normal,normal
TX10006007,W000175,W002106,1.005218,2026-02-27 15:38:00,synthetic_normal,normal
TX10006424,W001106,W000331,0.537202,2026-02-27 16:08:00,synthetic_normal,normal
TX10003104,W002438,W002317,0.631038,2026-02-27 16:32:00,synthetic_normal,normal
TX10007427,W000384,W001559,0.273865,2026-02-27 16:44:00,synthetic_normal,normal
TX10003371,W000760,W000480,0.229825,2026-02-27 16:58:00,synthetic_normal,normal
TX10009017,W000985,W000272,0.191094,2026-02-27 17:34:00,synthetic_normal,normal
TX10005447,W001906,W002020,0.104768,2026-02-27 18:14:00,synthetic_normal,normal
TX10005951,W000211,W000437,0.269413,2026-02-27 20:05:00,synthetic_normal,normal
TX10000414,W000013,W002350,8.122409,2026-02-27 20:07:00,synthetic_anomalous,ip_wallet_reuse
TX10006494,W000782,W000218,0.554974,2026-02-27 21:24:00,synthetic_normal,normal
TX10008302,W000074,W001973,0.329937,2026-02-27 22:30:00,synthetic_normal,normal
TX10005681,W000302,W001898,0.736207,2026-02-27 22:48:00,synthetic_normal,normal
TX10008456,W002350,W001487,0.607762,2026-02-27 23:32:00,synthetic_normal,normal
TX10006348,W002405,W002021,0.579791,2026-02-28 00:11:00,synthetic_normal,normal
TX10003426,W000809,W002255,1.161464,2026-02-28 00:12:00,synthetic_normal,normal
TX10007549,W001615,W002029,0.145306,2026-02-28 00:27:00,synthetic_normal,normal
TX10008711,W001560,W001303,0.335595,2026-02-28 01:48:00,synthetic_normal,normal
TX10005087,W001718,W000102,0.348627,2026-02-28 02:27:00,synthetic_normal,normal
TX10003708,W002332,W002097,0.622368,2026-02-28 03:03:00,synthetic_normal,normal
TX10009989,W000030,W002361,1.080933,2026-02-28 03:47:00,synthetic_normal,normal
TX10001624,W002481,W001016,0.249957,2026-02-28 04:15:00,synthetic_normal,normal
TX10004385,W000397,W001634,0.329662,2026-02-28 04:34:00,synthetic_normal,normal
TX10003295,W001649,W000394,0.339198,2026-02-28 05:15:00,synthetic_normal,normal
TX10007541,W000962,W002259,0.762747,2026-02-28 05:49:00,synthetic_normal,normal
TX10005669,W000397,W001137,0.643649,2026-02-28 06:40:00,synthetic_normal,normal
TX10003751,W001306,W000817,0.212512,2026-02-28 07:02:00,synthetic_normal,normal
TX10004344,W000656,W001949,0.266491,2026-02-28 07:08:00,synthetic_normal,normal
TX10008189,W001402,W000824,0.263394,2026-02-28 07:13:00,synthetic_normal,normal
TX10007321,W001904,W000973,0.350429,2026-02-28 09:19:00,synthetic_normal,normal
TX10005155,W002074,W001475,0.133956,2026-02-28 10:20:00,synthetic_normal,normal
TX10006801,W001895,W001019,0.520113,2026-02-28 10:26:00,synthetic_normal,normal
TX10004989,W000566,W000446,0.729994,2026-02-28 10:35:00,synthetic_normal,normal
TX10006075,W000721,W001821,0.45022,2026-02-28 11:03:00,synthetic_normal,normal
TX10000327,W000006,W000870,2.808718,2026-02-28 11:09:00,synthetic_anomalous,layered_transfer
TX10009786,W002448,W001614,0.448205,2026-02-28 11:13:00,synthetic_normal,normal
TX10002891,W002255,W002496,0.407677,2026-02-28 11:25:00,synthetic_normal,normal
TX10003979,W001914,W001673,0.647215,2026-02-28 11:48:00,synthetic_normal,normal
TX10000130,W000017,W000325,2.608534,2026-02-28 12:38:00,synthetic_anomalous,fan_in
TX10004846,W001870,W000658,0.397487,2026-02-28 13:31:00,synthetic_normal,normal
TX10003978,W001793,W000934,0.702908,2026-02-28 13:37:00,synthetic_normal,normal
TX10002216,W001948,W002415,0.579253,2026-02-28 13:42:00,synthetic_normal,normal
TX10008437,W001363,W001076,0.173374,2026-02-28 13:45:00,synthetic_normal,normal
TX10008126,W001983,W001296,0.990959,2026-02-28 14:12:00,synthetic_normal,normal
TX10008809,W001506,W001802,1.00397,2026-02-28 14:43:00,synthetic_normal,normal
TX10000548,W000031,W001130,2.623868,2026-02-28 14:50:00,synthetic_anomalous,high_frequency
TX10008973,W000664,W001338,0.666495,2026-02-28 14:54:00,synthetic_normal,normal
TX10003559,W000964,W000806,0.476472,2026-02-28 15:13:00,synthetic_normal,normal
TX10001402,W002076,W001019,1.132261,2026-02-28 15:14:00,synthetic_normal,normal
TX10008548,W002114,W000061,2.607376,2026-02-28 15:24:00,synthetic_normal,normal
TX10004408,W002023,W001261,0.183367,2026-02-28 15:46:00,synthetic_normal,normal
TX10000199,W000045,W002205,5.344686,2026-02-28 16:10:00,synthetic_anomalous,layered_transfer
TX10008260,W000907,W000989,0.091943,2026-02-28 16:14:00,synthetic_normal,normal
TX10006311,W000050,W001850,0.481317,2026-02-28 16:14:00,synthetic_normal,normal
TX10008351,W002450,W000369,0.257066,2026-02-28 16:25:00,synthetic_normal,normal
TX10000836,W000545,W001616,3.519126,2026-02-28 16:32:00,synthetic_anomalous,high_frequency
TX10003399,W000817,W000544,0.363188,2026-02-28 18:10:00,synthetic_normal,normal
TX10006975,W001432,W000425,0.625632,2026-02-28 18:16:00,synthetic_normal,normal
TX10007665,W001295,W001527,1.073596,2026-02-28 18:21:00,synthetic_normal,normal
TX10001674,W000567,W000972,1.02759,2026-02-28 18:31:00,synthetic_normal,normal
TX10002487,W000904,W001936,2.931167,2026-02-28 18:49:00,synthetic_normal,normal
TX10001412,W000219,W000939,0.464553,2026-02-28 19:21:00,synthetic_normal,normal
TX10004368,W000218,W001254,0.487004,2026-02-28 19:33:00,synthetic_normal,normal
TX10004957,W000368,W000336,0.287936,2026-02-28 20:58:00,synthetic_normal,normal
TX10003869,W002388,W000104,0.495211,2026-02-28 21:33:00,synthetic_normal,normal
TX10003910,W002089,W000352,1.365662,2026-02-28 21:51:00,synthetic_normal,normal
TX10003541,W001367,W000506,0.396393,2026-02-28 21:54:00,synthetic_normal,normal
TX10005984,W001177,W001608,0.918051,2026-02-28 22:05:00,synthetic_normal,normal
TX10009422,W000301,W001089,0.376378,2026-02-28 23:10:00,synthetic_normal,normal
TX10001377,W000216,W001327,0.487573,2026-02-28 23:15:00,synthetic_normal,normal
TX10006861,W002340,W001925,1.045344,2026-02-28 23:19:00,synthetic_normal,normal
TX10002783,W002143,W000220,0.365812,2026-02-28 23:43:00,synthetic_normal,normal
TX10004461,W001603,W000406,0.98064,2026-02-28 23:46:00,synthetic_normal,normal
TX10007523,W000977,W000031,0.525787,2026-02-28 23:52:00,synthetic_normal,normal
TX10005320,W000940,W001314,0.913784,2026-02-28 23:54:00,synthetic_normal,normal
TX10003765,W000220,W001793,0.663783,2026-03-01 00:34:00,synthetic_normal,normal
TX10008223,W001200,W001177,0.173045,2026-03-01 00:47:00,synthetic_normal,normal
TX10009835,W001668,W000121,0.387081,2026-03-01 00:47:00,synthetic_normal,normal
TX10007358,W002182,W001555,0.254041,2026-03-01 00:48:00,synthetic_normal,normal
TX10004429,W002432,W000793,0.199382,2026-03-01 01:04:00,synthetic_normal,normal
TX10009449,W000382,W002219,0.64344,2026-03-01 02:34:00,synthetic_normal,normal
TX10006961,W000211,W000069,0.27227,2026-03-01 02:41:00,synthetic_normal,normal
TX10008958,W000480,W001961,0.238639,2026-03-01 02:57:00,synthetic_normal,normal
TX10008063,W001755,W001345,0.414745,2026-03-01 03:10:00,synthetic_normal,normal
TX10008736,W001153,W001729,0.222368,2026-03-01 03:25:00,synthetic_normal,normal
TX10006486,W000346,W001501,0.179298,2026-03-01 03:28:00,synthetic_normal,normal
TX10008641,W001217,W000141,0.736583,2026-03-01 03:59:00,synthetic_normal,normal
TX10005360,W000056,W000605,0.38977,2026-03-01 04:30:00,synthetic_normal,normal
TX10002081,W001001,W000462,0.167397,2026-03-01 05:25:00,synthetic_normal,normal
TX10004108,W002219,W001707,0.258962,2026-03-01 05:45:00,synthetic_normal,normal
TX10003190,W000901,W000891,0.648014,2026-03-01 06:53:00,synthetic_normal,normal
TX10002479,W000996,W002360,0.211365,2026-03-01 07:11:00,synthetic_normal,normal
TX10003477,W000433,W000290,0.371851,2026-03-01 07:57:00,synthetic_normal,normal
TX10008774,W001358,W000425,1.334988,2026-03-01 08:26:00,synthetic_normal,normal
