txid,timestamp,block_height,time_step,input_addresses,output_addresses,input_amounts,output_amounts,fee_btc,num_inputs,num_outputs,total_input_amount_btc,total_output_amount_btc,script_type,source_wallet,destination_wallet,transaction_frequency_24h,avg_time_gap_min,wallet_degree,unique_ip_count,country_count,asn_count,ground_truth,scenario
TX10009957,2026-02-07 12:18:00,855353,38,W001794,W001734,0.168080,0.165130,0.002951,1,1,0.16808,0.16513,P2SH,W001794,W001734,12,17.513,17,3,1,2,synthetic_normal,normal
TX10009567,2026-02-07 12:38:00,855355,38,W000205,W002274,0.897851,0.897134,0.000717,1,1,0.897851,0.897134,P2WSH,W000205,W002274,4,45.953,15,1,2,2,synthetic_normal,normal
TX10003284,2026-02-07 12:39:00,855355,38,W001370,W001746|W000408|W000973|W000524,0.300472,0.037169|0.104330|0.011947|0.146469,0.000558,1,4,0.300472,0.299915,P2PKH,W001370,W001746,7,193.398,14,3,2,1,synthetic_normal,normal
TX10001990,2026-02-07 13:07:00,855358,38,W000436,W000883|W001057|W001100|W000177,0.774412,0.041503|0.628973|0.057221|0.046603,0.000112,1,4,0.774412,0.7743,P2WSH,W000436,W000883,5,12.241,7,2,2,2,synthetic_normal,normal
TX10006276,2026-02-07 13:24:00,855360,38,W000938|W000978|W000074,W000097|W000220|W000196|W001783,0.109595|0.614864|0.005982,0.109286|0.246299|0.035373|0.336385,0.003098,3,4,0.730441,0.727343,P2SH,W000938,W000097,5,262.998,5,2,1,2,synthetic_normal,normal
TX10001381,2026-02-07 13:48:00,855362,38,W001704|W001005|W000741,W002064|W000483,0.098547|0.191280|0.074124,0.216032|0.144570,0.00335,3,2,0.363952,0.360602,P2WSH,W001704,W002064,15,274.621,12,4,2,1,synthetic_normal,normal
TX10005061,2026-02-07 14:16:00,855365,38,W000658|W000785|W000524,W002436|W000228|W001174|W002146,1.346518|0.036477|0.318519,0.192498|1.003968|0.098551|0.402867,0.00363,3,4,1.701514,1.697884,P2WSH,W000658,W002436,15,318.211,9,2,1,1,synthetic_normal,normal
TX10002287,2026-02-07 15:10:00,855371,38,W002058,W002209,0.233332,0.229893,0.003439,1,1,0.233332,0.229893,P2WPKH,W002058,W002209,2,106.775,12,4,1,1,synthetic_normal,normal
TX10001973,2026-02-07 15:27:00,855372,38,W001729|W002480|W001440,W001107,0.331091|0.392879|1.258196,1.980464,0.001701,3,1,1.982166,1.980464,P2PKH,W001729,W001107,5,270.46,5,2,1,1,synthetic_normal,normal
TX10000233,2026-02-07 15:59:00,855375,38,W000041|W001710|W001504,W000688|W000175|W000136|W000243|W000473|W000944|W000260|W000376|W000785,4.312447|5.915986|7.579928,2.608695|1.158373|1.007447|1.778609|2.410512|0.521509|5.045298|1.112469|2.126545,0.038902,3,9,17.80836,17.769458,P2PKH,W000041,W000940,163,3.449,147,13,3,3,synthetic_anomalous,fan_out
TX10009887,2026-02-07 16:20:00,855378,38,W002199,W000791|W002447,0.505677,0.096404|0.405636,0.003637,1,2,0.505677,0.50204,P2WPKH,W002199,W000791,3,68.181,4,1,1,2,synthetic_normal,normal
TX10004466,2026-02-07 16:21:00,855378,38,W000538|W001587,W000224|W000273,0.357805|0.558953,0.408203|0.506930,0.001626,2,2,0.916758,0.915132,P2PKH,W000538,W000224,13,271.43,10,1,2,2,synthetic_normal,normal
TX10003440,2026-02-07 16:23:00,855378,38,W002337|W000961|W000787,W001295,0.157311|0.180834|0.347265,0.682144,0.003267,3,1,0.685411,0.682144,P2WSH,W002337,W001295,8,77.921,14,2,1,1,synthetic_normal,normal
TX10007216,2026-02-07 16:35:00,855379,38,W000753,W000068|W000863|W000123,0.537105,0.226424|0.013209|0.293850,0.003623,1,3,0.537105,0.533483,P2SH,W000753,W000068,11,11.905,10,1,2,1,synthetic_normal,normal
TX10003353,2026-02-07 16:42:00,855380,38,W000515|W000383|W000748,W002035,0.926219|0.171219|0.028749,1.123182,0.003006,3,1,1.126188,1.123182,P2SH,W000515,W002035,13,178.831,11,2,2,2,synthetic_normal,normal
TX10008965,2026-02-07 17:27:00,855384,38,W000823|W002016,W001171|W000709|W000007|W000157,0.236190|0.580216,0.143213|0.474396|0.119546|0.077870,0.001381,2,4,0.816406,0.815025,P2PKH,W000823,W001171,1,110.175,8,2,2,1,synthetic_normal,normal
TX10005521,2026-02-07 18:10:00,855389,38,W000116|W002462,W001828|W000513|W001166|W000411,0.081018|0.324673,0.134159|0.146604|0.077729|0.043402,0.003797,2,4,0.405691,0.401894,P2WPKH,W000116,W001828,2,157.869,6,3,1,1,synthetic_normal,normal
TX10000104,2026-02-07 18:21:00,855390,38,W000739|W002128|W000480|W001478,W001508|W000345,1.069953|0.063310|4.956102|0.642642,3.341863|3.315951,0.074193,4,2,6.732008,6.657815,P2SH,W000739,W001508,179,0.475,179,14,3,8,synthetic_anomalous,rapid_chain
TX10007202,2026-02-07 18:52:00,855393,38,W000700|W001589,W000845,0.313017|0.375229,0.684862,0.003383,2,1,0.688245,0.684862,P2WPKH,W000700,W000845,12,292.686,18,3,1,2,synthetic_normal,normal
TX10004984,2026-02-07 19:01:00,855394,38,W000630,W002426|W001180|W000243|W001620,0.496421,0.106846|0.083443|0.178981|0.126373,0.000778,1,4,0.496421,0.495643,P2WSH,W000630,W002426,7,73.009,10,1,2,1,synthetic_normal,normal
TX10007922,2026-02-07 19:09:00,855394,38,W001728,W002330|W002284|W000205,0.229743,0.043357|0.009455|0.176300,0.00063,1,3,0.229743,0.229113,P2PKH,W001728,W002330,15,263.486,13,1,1,1,synthetic_normal,normal
TX10004290,2026-02-07 19:19:00,855395,38,W001555,W000436|W000882|W000049|W002217,0.112373,0.026621|0.013077|0.059647|0.009719,0.003309,1,4,0.112373,0.109064,P2WPKH,W001555,W000436,1,59.446,3,2,2,1,synthetic_normal,normal
TX10006435,2026-02-07 19:48:00,855398,38,W000946|W000341|W000466,W001900|W000367,0.059880|0.275410|0.150163,0.380686|0.103491,0.001276,3,2,0.485453,0.484178,P2WPKH,W000946,W001900,3,57.724,10,3,2,2,synthetic_normal,normal
TX10002140,2026-02-07 19:53:00,855399,38,W000344|W001955|W001661,W001531|W002030|W001755|W000090,0.156761|0.095748|0.049860,0.003454|0.072385|0.201140|0.023591,0.0018,3,4,0.30237,0.30057,P2WPKH,W000344,W001531,13,220.081,9,2,2,2,synthetic_normal,normal
TX10006627,2026-02-07 20:05:00,855400,38,W000042|W001917,W001412|W000547|W001085|W000444,0.270747|0.488332,0.037433|0.403404|0.310001|0.005092,0.00315,2,4,0.759079,0.75593,P2WPKH,W000042,W001412,11,13.207,5,4,1,2,synthetic_normal,normal
TX10007217,2026-02-07 20:47:00,855404,38,W001498|W001583,W002302|W000102|W001256|W001641,0.392029|0.339224,0.083891|0.094682|0.306992|0.242192,0.003496,2,4,0.731253,0.727757,P2WPKH,W001498,W002302,2,84.635,7,4,1,2,synthetic_normal,normal
TX10005809,2026-02-07 22:42:00,855416,38,W000230|W001271,W001266|W000386,0.397020|0.232307,0.016427|0.612253,0.000646,2,2,0.629327,0.628681,P2WPKH,W000230,W001266,2,358.908,9,3,1,2,synthetic_normal,normal
TX10001703,2026-02-07 23:12:00,855419,38,W002277|W000650|W000655,W000096|W001521|W000906,0.072453|0.278349|0.833663,0.479982|0.260856|0.441210,0.002417,3,3,1.184465,1.182048,P2PKH,W002277,W000096,6,80.827,8,3,1,1,synthetic_normal,normal
TX10007784,2026-02-07 23:35:00,855421,38,W002135|W001639|W002084,W000665|W001696,0.080182|0.081295|0.415047,0.415172|0.158333,0.00302,3,2,0.576525,0.573505,P2PKH,W002135,W000665,2,228.855,11,4,1,2,synthetic_normal,normal
TX10002587,2026-02-08 01:25:00,855432,38,W000707,W001027|W000175|W002112|W002303,0.433022,0.137706|0.019115|0.123861|0.152009,0.00033,1,4,0.433022,0.432692,P2PKH,W000707,W001027,2,316.647,10,2,2,1,synthetic_normal,normal
TX10000545,2026-02-08 01:44:00,855434,38,W000022|W000499,W000038|W002321|W001682|W001002|W001982|W000191|W000110|W000380|W001525|W001145,2.495982|2.829224,0.352950|0.021725|0.071260|1.746521|0.034171|0.423740|0.141268|1.019431|1.026904|0.448931,0.038305,2,10,5.325206,5.286901,P2SH,W000022,W001932,88,1.119,190,25,7,5,synthetic_anomalous,fan_out
TX10008624,2026-02-08 01:51:00,855435,38,W001285|W000499|W000321,W002190|W002360,0.168859|0.230512|0.933887,0.909005|0.420461,0.003793,3,2,1.333258,1.329466,P2SH,W001285,W002190,7,121.048,8,1,2,2,synthetic_normal,normal
TX10007486,2026-02-08 01:56:00,855435,38,W002440|W000528|W002394,W000880,0.080015|0.148939|0.037363,0.265648,0.00067,3,1,0.266318,0.265648,P2SH,W002440,W000880,13,106.348,1,2,2,2,synthetic_normal,normal
TX10006688,2026-02-08 02:27:00,855438,38,W001789,W002498,0.387024,0.386212,0.000812,1,1,0.387024,0.386212,P2WPKH,W001789,W002498,8,71.764,17,3,2,2,synthetic_normal,normal
TX10002113,2026-02-08 02:53:00,855441,38,W000490,W001217|W001412|W002415,0.434909,0.064533|0.364396|0.005293,0.000688,1,3,0.434909,0.434222,P2WPKH,W000490,W001217,3,203.228,3,1,2,1,synthetic_normal,normal
TX10006323,2026-02-08 03:09:00,855442,38,W000825,W001810|W001967|W000609|W000691,1.763467,0.164514|1.250009|0.179919|0.165924,0.003101,1,4,1.763467,1.760366,P2PKH,W000825,W001810,10,83.813,7,4,2,2,synthetic_normal,normal
TX10003409,2026-02-08 03:27:00,855444,38,W002315,W002382|W000518|W001008,0.783702,0.427236|0.043427|0.312618,0.00042,1,3,0.783702,0.783281,P2WSH,W002315,W002382,15,250.101,18,4,1,2,synthetic_normal,normal
TX10000472,2026-02-08 03:59:00,855447,38,W000218|W000025,W001076|W000127|W001047,1.238005|1.075987,0.923271|0.753586|0.567545,0.06959,2,3,2.313992,2.244402,P2WPKH,W000218,W001076,173,0.405,104,7,3,6,synthetic_anomalous,rapid_chain
TX10008441,2026-02-08 04:17:00,855449,38,W000637|W002106,W002390|W001198|W000568,0.092977|0.149103,0.025056|0.155140|0.059936,0.001947,2,3,0.242079,0.240132,P2PKH,W000637,W002390,1,336.831,12,4,2,1,synthetic_normal,normal
TX10009972,2026-02-08 04:37:00,855451,38,W001629,W002290,0.225110,0.222912,0.002198,1,1,0.22511,0.222912,P2PKH,W001629,W002290,6,283.44,10,1,1,1,synthetic_normal,normal
TX10008896,2026-02-08 04:44:00,855452,38,W002269|W001688,W001975|W000348|W001229|W002151,1.125062|0.039117,0.202185|0.354712|0.196326|0.409587,0.001368,2,4,1.164179,1.162811,P2WSH,W002269,W001975,13,233.99,18,1,2,1,synthetic_normal,normal
TX10003431,2026-02-08 05:10:00,855455,38,W002189|W000179,W001454,0.003165|0.369751,0.370107,0.002809,2,1,0.372916,0.370107,P2SH,W002189,W001454,8,219.593,13,2,1,2,synthetic_normal,normal
TX10005993,2026-02-08 05:56:00,855459,38,W002361|W002119|W001652,W001973|W000937|W000648|W001401,0.026742|0.065200|0.174241,0.143077|0.112544|0.000424|0.009911,0.000226,3,4,0.266183,0.265957,P2PKH,W002361,W001973,14,27.457,7,2,2,1,synthetic_normal,normal
TX10003890,2026-02-08 06:00:00,855460,38,W001865|W001799,W000147|W000935,0.044377|0.990533,0.182140|0.851242,0.001528,2,2,1.03491,1.033383,P2SH,W001865,W000147,14,129.681,16,4,2,2,synthetic_normal,normal
TX10004040,2026-02-08 06:41:00,855464,38,W000920|W000353,W002446,0.509407|0.102183,0.610520,0.001071,2,1,0.611591,0.61052,P2WPKH,W000920,W002446,7,217.935,2,1,2,1,synthetic_normal,normal
TX10003223,2026-02-08 07:34:00,855469,38,W001352|W001626,W002324|W001420|W001869,1.462865|0.050846,0.541781|0.081610|0.889605,0.000715,2,3,1.513711,1.512996,P2PKH,W001352,W002324,7,100.98,2,2,1,2,synthetic_normal,normal
TX10007464,2026-02-08 07:35:00,855469,38,W000819,W002249|W001920|W000127,0.912002,0.375616|0.111898|0.423362,0.001126,1,3,0.912002,0.910877,P2PKH,W000819,W002249,4,213.846,6,1,2,2,synthetic_normal,normal
TX10002400,2026-02-08 08:32:00,855475,39,W001232|W000434,W001136|W000258|W001510|W001966,0.185148|0.343096,0.301037|0.011861|0.184704|0.030035,0.000607,2,4,0.528244,0.527637,P2WSH,W001232,W001136,2,324.642,9,3,1,1,synthetic_normal,normal
TX10008413,2026-02-08 09:54:00,855483,39,W002443|W000704,W001462|W001283,0.009145|0.498421,0.047228|0.456942,0.003397,2,2,0.507567,0.50417,P2WPKH,W002443,W001462,8,51.156,7,1,2,2,synthetic_normal,normal
TX10003509,2026-02-08 10:40:00,855488,39,W001943|W001308,W002244|W002455,0.195447|0.014856,0.056409|0.151167,0.002728,2,2,0.210303,0.207576,P2SH,W001943,W002244,14,349.221,3,3,1,2,synthetic_normal,normal
TX10008571,2026-02-08 11:18:00,855491,39,W001335|W001957,W001332|W002181|W002352|W002401,0.230490|0.018346,0.024017|0.043108|0.061797|0.119600,0.000313,2,4,0.248836,0.248523,P2WPKH,W001335,W001332,12,142.202,11,3,2,2,synthetic_normal,normal
TX10003836,2026-02-08 11:21:00,855492,39,W001754|W001521,W002014|W000283,0.351614|0.118211,0.461980|0.005891,0.001955,2,2,0.469826,0.467871,P2PKH,W001754,W002014,8,165.418,15,2,2,1,synthetic_normal,normal
TX10004097,2026-02-08 11:21:00,855492,39,W001654|W001895,W001841|W002156|W001165,0.225469|0.079669,0.125195|0.080477|0.097513,0.001954,2,3,0.305138,0.303184,P2WPKH,W001654,W001841,13,41.069,4,2,1,1,synthetic_normal,normal
TX10009290,2026-02-08 11:55:00,855495,39,W000211|W001972,W001689|W001524|W001574|W000743,0.043636|0.571563,0.144359|0.017676|0.356686|0.096364,0.000114,2,4,0.6152,0.615086,P2WPKH,W000211,W001689,4,154.46,12,3,2,1,synthetic_normal,normal
TX10007107,2026-02-08 12:26:00,855498,39,W000943|W002291|W000333,W001397,0.041204|0.040719|0.048225,0.127679,0.002469,3,1,0.130148,0.127679,P2PKH,W000943,W001397,10,57.86,13,3,2,2,synthetic_normal,normal
TX10005545,2026-02-08 13:09:00,855502,39,W002155|W001914|W000002,W001754,0.048280|0.050066|0.026388,0.121679,0.003055,3,1,0.124734,0.121679,P2SH,W002155,W001754,15,92.315,5,1,1,2,synthetic_normal,normal
TX10003436,2026-02-08 13:35:00,855505,39,W000950|W000707,W002003|W000479|W000510|W000662,0.273441|0.113845,0.032617|0.012050|0.196317|0.144806,0.001496,2,4,0.387285,0.38579,P2SH,W000950,W002003,14,33.85,3,3,2,1,synthetic_normal,normal
TX10008577,2026-02-08 13:47:00,855506,39,W000972|W001218,W000368|W000018|W001639,0.974167|0.803048,0.272723|0.546260|0.955457,0.002775,2,3,1.777215,1.77444,P2PKH,W000972,W000368,6,357.701,10,1,1,2,synthetic_normal,normal
TX10004994,2026-02-08 16:08:00,855520,39,W002061,W000524|W002112,0.334022,0.036512|0.294722,0.002788,1,2,0.334022,0.331234,P2WSH,W002061,W000524,3,267.918,15,1,2,2,synthetic_normal,normal
TX10003675,2026-02-08 17:01:00,855526,39,W001666|W001301,W001832|W001160|W001725,0.043756|0.122921,0.050241|0.030219|0.083382,0.002835,2,3,0.166677,0.163842,P2WPKH,W001666,W001832,12,208.668,12,3,1,1,synthetic_normal,normal
TX10000370,2026-02-08 17:04:00,855526,39,W000268|W000287|W001203|W001969|W001754|W000116|W001721|W002252|W001882|W000976|W000010|W000425|W002120|W002371|W001080|W002393,W002487|W001996|W002077|W001282|W000030,0.241814|0.605360|0.026609|0.012686|0.029859|0.573483|0.018979|0.183776|0.109500|0.115148|0.252378|0.044199|0.678689|0.189402|0.205577|0.184930,1.279785|0.215408|0.609579|0.525494|0.798139,0.043984,16,5,3.472391,3.428407,P2WSH,W000040,W002487,66,0.997,67,37,7,7,synthetic_anomalous,fan_in
TX10001086,2026-02-08 17:58:00,855531,39,W001910,W000960|W001979|W000423|W000222,1.365555,0.104750|0.707336|0.171664|0.379495,0.002311,1,4,1.365555,1.363245,P2SH,W001910,W000960,1,347.032,4,2,1,2,synthetic_normal,normal
TX10001680,2026-02-08 18:30:00,855535,39,W002268|W001643,W000027|W000361|W000899|W001472,0.133250|0.328974,0.106946|0.030135|0.157066|0.166901,0.001175,2,4,0.462223,0.461048,P2WPKH,W002268,W000027,10,72.851,14,4,2,2,synthetic_normal,normal
TX10008238,2026-02-08 19:14:00,855539,39,W002386|W000817|W001122,W002090|W002019|W002353,0.052043|0.420225|0.035042,0.074594|0.342598|0.086273,0.003845,3,3,0.507309,0.503465,P2WPKH,W002386,W002090,11,245.314,15,4,1,2,synthetic_normal,normal
TX10008387,2026-02-08 19:44:00,855542,39,W000339|W002155|W002079,W000017|W000549|W001179,0.002147|0.372984|0.101834,0.448471|0.024847|0.002440,0.001207,3,3,0.476965,0.475757,P2WPKH,W000339,W000017,12,40.979,8,3,2,2,synthetic_normal,normal
TX10005931,2026-02-08 19:56:00,855543,39,W000953|W000685|W000472,W001923|W001200|W001108|W000239,0.492334|0.134856|0.149375,0.352410|0.045336|0.264417|0.114009,0.000393,3,4,0.776564,0.776172,P2WPKH,W000953,W001923,12,176.53,18,3,2,2,synthetic_normal,normal
TX10007559,2026-02-08 20:07:00,855544,39,W000724|W001419,W000802|W002401,0.127007|0.389426,0.340012|0.173919,0.002502,2,2,0.516433,0.513931,P2WPKH,W000724,W000802,8,294.36,3,1,1,2,synthetic_normal,normal
TX10008746,2026-02-08 21:37:00,855553,39,W001413,W002126,0.498487,0.495534,0.002953,1,1,0.498487,0.495534,P2SH,W001413,W002126,9,155.521,18,4,1,2,synthetic_normal,normal
TX10006488,2026-02-08 21:43:00,855554,39,W000763,W001603|W001769,0.375881,0.238449|0.134306,0.003126,1,2,0.375881,0.372755,P2SH,W000763,W001603,11,323.601,4,1,1,2,synthetic_normal,normal
TX10000637,2026-02-08 21:52:00,855555,39,W000018|W000785|W000277|W000949|W000535,W002446|W000436|W000484|W001264|W001600|W000014|W002465,0.372904|1.810133|0.265444|1.347821|0.158436,0.756032|0.005216|0.049345|1.016190|0.021710|0.896050|1.203233,0.006963,5,7,3.954738,3.947775,P2WPKH,W000018,W002446,54,1.607,265,43,6,5,synthetic_anomalous,high_connectivity
TX10006107,2026-02-08 23:03:00,855562,39,W000401|W002206,W001731,1.343075|0.306294,1.646715,0.002654,2,1,1.649369,1.646715,P2SH,W000401,W001731,13,162.986,11,3,2,1,synthetic_normal,normal
TX10000714,2026-02-08 23:15:00,855563,39,W000866|W002463|W001831|W000564|W000298|W001871|W001556|W001041|W000436|W001309|W001611|W001881|W002284|W000837,W000411|W000175|W000571|W000283|W002235|W001986|W000162|W002254|W000873,0.604485|0.115797|0.386631|1.069272|0.269071|0.824827|0.633545|0.254422|0.526743|0.149474|0.132203|0.238073|0.326394|0.238393,0.730682|0.421357|1.026996|0.247919|0.881711|0.438144|1.795160|0.122048|0.095841,0.009472,14,9,5.76933,5.759858,P2WPKH,W000012,W000411,153,1.248,127,8,5,3,synthetic_anomalous,fan_in
TX10003086,2026-02-08 23:17:00,855563,39,W000287|W000173,W002174|W002140|W002395,0.055333|0.786513,0.277479|0.325043|0.237677,0.001647,2,3,0.841846,0.840199,P2PKH,W000287,W002174,12,78.925,11,2,1,1,synthetic_normal,normal
TX10007246,2026-02-08 23:35:00,855565,39,W001362|W000170|W001374,W001200|W000501,0.504210|0.303328|0.000220,0.129002|0.678283,0.000472,3,2,0.807758,0.807286,P2WPKH,W001362,W001200,11,155.142,7,2,2,1,synthetic_normal,normal
TX10008683,2026-02-08 23:49:00,855566,39,W000398,W000515|W001892|W000599|W001964,0.325277,0.031786|0.030097|0.036193|0.224918,0.002283,1,4,0.325277,0.322994,P2WSH,W000398,W000515,14,164.664,8,3,1,1,synthetic_normal,normal
TX10005272,2026-02-09 00:06:00,855568,39,W002312|W001091,W000774|W001923|W000745,0.142279|0.177172,0.099675|0.190958|0.026507,0.00231,2,3,0.319451,0.317141,P2PKH,W002312,W000774,4,70.104,6,3,2,1,synthetic_normal,normal
TX10009158,2026-02-09 00:09:00,855568,39,W000785|W002010|W000744,W000356|W000851|W000320|W000796,0.109858|0.058230|0.329973,0.171973|0.193172|0.003244|0.127933,0.001738,3,4,0.49806,0.496323,P2WPKH,W000785,W000356,4,103.334,1,2,2,2,synthetic_normal,normal
TX10003095,2026-02-09 00:31:00,855571,39,W001062|W001403|W001474,W001169|W001150|W000244|W001874,0.250238|0.369526|0.328352,0.024500|0.323574|0.380265|0.218306,0.00147,3,4,0.948116,0.946646,P2WSH,W001062,W001169,5,129.975,16,2,2,1,synthetic_normal,normal
TX10005287,2026-02-09 01:25:00,855576,39,W000172,W001242,0.623752,0.622623,0.001129,1,1,0.623752,0.622623,P2WPKH,W000172,W001242,12,247.108,10,4,2,2,synthetic_normal,normal
TX10005124,2026-02-09 01:55:00,855579,39,W002037,W000403|W000354|W001835|W000715,0.502300,0.073517|0.196107|0.101458|0.129425,0.001793,1,4,0.5023,0.500507,P2WSH,W002037,W000403,9,299.701,13,4,2,2,synthetic_normal,normal
TX10008818,2026-02-09 02:06:00,855580,39,W000711|W000012|W001139,W001213|W002189|W000954|W002326,0.092688|0.039903|0.026884,0.001185|0.010513|0.138295|0.006451,0.003031,3,4,0.159475,0.156444,P2WSH,W000711,W001213,14,236.398,9,1,2,2,synthetic_normal,normal
TX10002031,2026-02-09 02:15:00,855581,39,W000980|W001368,W000943,0.059867|0.289683,0.346515,0.003035,2,1,0.34955,0.346515,P2SH,W000980,W000943,2,125.87,14,4,1,2,synthetic_normal,normal
TX10004872,2026-02-09 03:11:00,855587,39,W001139|W001250|W002246,W000423,0.010642|0.042354|0.064461,0.116204,0.001253,3,1,0.117457,0.116204,P2SH,W001139,W000423,4,253.044,15,3,2,2,synthetic_normal,normal
TX10004634,2026-02-09 03:15:00,855587,39,W001912|W002353,W000317|W001591|W002116,0.059588|0.292071,0.096339|0.208891|0.045752,0.000677,2,3,0.351659,0.350981,P2SH,W001912,W000317,1,203.495,15,4,1,1,synthetic_normal,normal
TX10004111,2026-02-09 03:18:00,855587,39,W000499,W002065|W000889|W000776,0.359545,0.012142|0.030480|0.313610,0.003313,1,3,0.359545,0.356231,P2SH,W000499,W002065,3,127.375,10,1,2,2,synthetic_normal,normal
TX10004147,2026-02-09 03:42:00,855590,39,W000527|W000398,W002122,0.148504|0.313924,0.458863,0.003565,2,1,0.462428,0.458863,P2PKH,W000527,W002122,5,11.083,19,1,2,2,synthetic_normal,normal
TX10000995,2026-02-09 03:56:00,855591,39,W000405|W002002|W001009|W002489|W000391|W000148|W001847,W001969|W000741|W002339|W001714|W000660|W001896,0.249505|0.039302|0.146252|0.080278|0.075780|0.237791|0.006446,0.026346|0.064789|0.135692|0.201202|0.016396|0.335549,0.05538,7,6,0.835353,0.779973,P2WPKH,W000405,W001969,52,0.65,133,7,7,6,synthetic_anomalous,cross_border_burst
TX10000823,2026-02-09 04:35:00,855595,39,W000021|W000829|W000725|W001745|W000449|W000798,W002450|W001456|W002476|W000227,0.284688|1.275014|1.789451|1.060770|0.541202|0.601892,0.320994|1.045216|0.628766|3.505978,0.052062,6,4,5.553017,5.500955,P2SH,W000021,W002450,172,1.961,194,27,4,7,synthetic_anomalous,layered_transfer
TX10003213,2026-02-09 05:29:00,855600,39,W001616|W000719|W000238,W001788|W000104|W001701|W002442,0.066960|0.000194|0.287343,0.057729|0.077052|0.063518|0.154608,0.00159,3,4,0.354496,0.352906,P2PKH,W001616,W001788,15,194.901,2,3,1,1,synthetic_normal,normal
TX10006493,2026-02-09 05:40:00,855602,39,W001950|W002337,W002321,0.132862|0.579805,0.712193,0.000475,2,1,0.712668,0.712193,P2PKH,W001950,W002321,2,14.976,16,3,1,1,synthetic_normal,normal
TX10006910,2026-02-09 05:58:00,855603,39,W002258|W000230|W002179,W001898|W001530|W000964,0.270727|0.212464|0.022916,0.115174|0.212208|0.176755,0.00197,3,3,0.506106,0.504137,P2WPKH,W002258,W001898,8,331.35,5,3,2,1,synthetic_normal,normal
TX10009984,2026-02-09 07:16:00,855611,39,W001074|W001469|W001848,W000580|W002058|W000630,0.280839|0.245557|0.048702,0.184221|0.303578|0.083641,0.003659,3,3,0.575098,0.571439,P2SH,W001074,W000580,9,37.456,18,1,1,2,synthetic_normal,normal
TX10005854,2026-02-09 07:44:00,855614,39,W002234|W001174,W002186,0.138987|0.706619,0.843396,0.00221,2,1,0.845606,0.843396,P2PKH,W002234,W002186,11,260.23,7,4,2,2,synthetic_normal,normal
TX10004015,2026-02-09 07:55:00,855615,39,W000939,W000677|W001699|W001972,2.014162,0.154410|1.357408|0.499891,0.002454,1,3,2.014162,2.011708,P2SH,W000939,W000677,2,19.84,1,3,1,1,synthetic_normal,normal
TX10005174,2026-02-09 08:17:00,855617,40,W002252,W001022|W002353|W000328,1.695060,0.401357|1.151401|0.138663,0.003638,1,3,1.69506,1.691422,P2SH,W002252,W001022,7,234.797,6,1,1,2,synthetic_normal,normal
TX10004280,2026-02-09 08:31:00,855619,40,W002125|W000988,W001342|W002283|W000950,0.991460|0.457993,0.676551|0.378166|0.393833,0.000904,2,3,1.449454,1.44855,P2WSH,W002125,W001342,4,302.503,11,3,1,2,synthetic_normal,normal
TX10000900,2026-02-09 08:55:00,855621,40,W000961|W001776|W001925|W000210|W002495,W000452|W000866,0.298524|11.493655|6.924058|0.185535|2.150083,19.253758|1.733798,0.064298,5,2,21.051854,20.987556,P2WPKH,W000961,W000452,233,1.957,118,37,7,4,synthetic_anomalous,high_frequency
TX10006204,2026-02-09 09:05:00,855622,40,W001351|W001926|W001925,W000625|W001504,0.033023|0.570084|0.045353,0.519298|0.125303,0.003859,3,2,0.64846,0.644601,P2WSH,W001351,W000625,1,61.893,10,4,2,2,synthetic_normal,normal
TX10002261,2026-02-09 09:07:00,855622,40,W001822|W000268,W000370|W001824,0.136280|0.066135,0.166557|0.032299,0.003559,2,2,0.202415,0.198855,P2PKH,W001822,W000370,7,21.099,18,4,2,1,synthetic_normal,normal
TX10007296,2026-02-09 09:35:00,855625,40,W000661,W001469,0.810450,0.808238,0.002212,1,1,0.81045,0.808238,P2WSH,W000661,W001469,5,333.686,4,2,2,1,synthetic_normal,normal
TX10005732,2026-02-09 10:01:00,855628,40,W000498|W000501|W000469,W002064|W001670|W001321,0.513084|0.277171|1.708623,1.393686|0.478972|0.625834,0.000386,3,3,2.498878,2.498492,P2WPKH,W000498,W002064,11,13.293,11,1,1,1,synthetic_normal,normal
TX10005050,2026-02-09 10:22:00,855630,40,W000320|W001216,W000490|W000630,0.640378|0.033505,0.133377|0.539718,0.000788,2,2,0.673882,0.673095,P2PKH,W000320,W000490,11,274.957,12,1,2,1,synthetic_normal,normal
TX10008811,2026-02-09 11:11:00,855635,40,W002435|W000533,W002143|W000257|W000589|W001529,0.421898|0.142641,0.188373|0.053678|0.225822|0.093280,0.003385,2,4,0.564538,0.561154,P2WSH,W002435,W002143,4,339.678,12,4,2,2,synthetic_normal,normal
TX10007242,2026-02-09 11:21:00,855636,40,W002345|W001540|W001619,W000186|W002072|W000595,0.228384|0.799896|0.160384,0.042972|0.990413|0.152931,0.002348,3,3,1.188664,1.186316,P2PKH,W002345,W000186,1,101.5,12,4,1,1,synthetic_normal,normal
TX10003827,2026-02-09 12:21:00,855642,40,W001537|W000514,W001318|W001674,0.167271|0.155624,0.076269|0.244104,0.002522,2,2,0.322895,0.320373,P2PKH,W001537,W001318,9,66.695,17,2,1,1,synthetic_normal,normal
TX10008934,2026-02-09 12:28:00,855642,40,W002125,W001517|W001648|W000170,0.356341,0.293739|0.044462|0.017746,0.000393,1,3,0.356341,0.355948,P2WSH,W002125,W001517,3,54.584,15,3,2,1,synthetic_normal,normal
