source_wallet,destination_wallet,transaction_count,total_btc,unique_ip_count,first_seen,last_seen
W000118,W000656,1,0.750456,1,2026-01-18 04:52:00,2026-01-18 04:52:00
W000118,W000781,1,0.387012,1,2026-03-26 15:39:00,2026-03-26 15:39:00
W000118,W001275,1,0.936165,1,2026-06-29 10:58:00,2026-06-29 10:58:00
W000119,W001288,1,0.731205,1,2026-02-16 17:20:00,2026-02-16 17:20:00
W000119,W001618,1,0.594803,1,2026-06-20 17:34:00,2026-06-20 17:34:00
W000119,W002072,1,0.185349,1,2026-04-09 01:19:00,2026-04-09 01:19:00
W000119,W002225,1,0.316342,1,2026-05-16 10:43:00,2026-05-16 10:43:00
W000119,W002456,1,1.102092,1,2026-01-07 21:43:00,2026-01-07 21:43:00
W000119,W002484,1,0.740423,1,2026-05-22 03:39:00,2026-05-22 03:39:00
W000120,W001324,1,0.169105,1,2026-06-19 17:11:00,2026-06-19 17:11:00
W000121,W000666,1,1.097579,1,2026-02-19 08:01:00,2026-02-19 08:01:00
W000121,W000696,1,0.057555,1,2026-04-29 05:09:00,2026-04-29 05:09:00
W000121,W001380,1,0.390735,1,2026-04-14 07:08:00,2026-04-14 07:08:00
W000122,W000844,1,0.251565,1,2026-06-06 18:05:00,2026-06-06 18:05:00
W000122,W001250,1,0.472145,1,2026-01-23 23:38:00,2026-01-23 23:38:00
W000122,W001405,1,0.305512,1,2026-04-03 19:41:00,2026-04-03 19:41:00
W000122,W002316,1,0.815813,1,2026-03-08 10:31:00,2026-03-08 10:31:00
W000123,W000899,1,20.8248,1,2026-02-25 04:41:00,2026-02-25 04:41:00
W000123,W001237,1,1.632316,1,2026-03-18 20:03:00,2026-03-18 20:03:00
W000123,W001409,1,0.230583,1,2026-06-02 02:20:00,2026-06-02 02:20:00
W000123,W001521,1,0.428809,1,2026-01-27 15:42:00,2026-01-27 15:42:00
W000123,W002081,1,0.249499,1,2026-05-24 04:20:00,2026-05-24 04:20:00
W000123,W002227,1,0.300889,1,2026-05-19 15:09:00,2026-05-19 15:09:00
W000123,W002276,1,0.647422,1,2026-06-04 06:46:00,2026-06-04 06:46:00
W000124,W000170,1,0.440243,1,2026-01-27 06:21:00,2026-01-27 06:21:00
W000124,W000687,1,0.302179,1,2026-05-14 21:26:00,2026-05-14 21:26:00
W000124,W000727,1,2.165179,1,2026-05-21 12:49:00,2026-05-21 12:49:00
W000124,W001603,1,0.471499,1,2026-03-10 11:17:00,2026-03-10 11:17:00
W000124,W002147,1,0.382295,1,2026-02-06 12:19:00,2026-02-06 12:19:00
W000125,W000261,1,1.325556,1,2026-02-15 04:52:00,2026-02-15 04:52:00
W000125,W001197,1,0.282382,1,2026-03-19 03:01:00,2026-03-19 03:01:00
W000125,W001773,1,0.533631,1,2026-01-01 19:26:00,2026-01-01 19:26:00
W000126,W000284,1,0.164634,1,2026-04-26 11:57:00,2026-04-26 11:57:00
W000126,W000320,1,0.928758,1,2026-01-19 18:25:00,2026-01-19 18:25:00
W000126,W000353,1,0.961512,1,2026-06-19 12:11:00,2026-06-19 12:11:00
W000126,W001243,1,0.508227,1,2026-04-05 18:35:00,2026-04-05 18:35:00
W000126,W001618,1,0.916485,1,2026-03-18 10:56:00,2026-03-18 10:56:00
W000126,W001771,1,0.971645,1,2026-01-18 11:20:00,2026-01-18 11:20:00
W000128,W002081,1,0.738636,1,2026-02-14 14:37:00,2026-02-14 14:37:00
W000129,W000523,2,2.5907839999999998,2,2026-02-12 14:44:00,2026-04-03 10:29:00
W000130,W002472,1,0.202636,1,2026-04-28 03:40:00,2026-04-28 03:40:00
W000131,W000194,1,0.282241,1,2026-04-15 13:03:00,2026-04-15 13:03:00
W000131,W000946,1,0.339082,1,2026-01-19 08:26:00,2026-01-19 08:26:00
W000131,W001175,1,0.145833,1,2026-02-06 01:29:00,2026-02-06 01:29:00
W000131,W001528,1,0.382049,1,2026-02-26 12:11:00,2026-02-26 12:11:00
W000132,W000020,1,0.922908,1,2026-05-01 09:24:00,2026-05-01 09:24:00
W000132,W002385,1,0.62804,1,2026-02-18 15:04:00,2026-02-18 15:04:00
W000133,W000354,1,0.09741,1,2026-06-03 11:08:00,2026-06-03 11:08:00
W000133,W000519,1,0.198792,1,2026-01-04 19:31:00,2026-01-04 19:31:00
W000133,W000769,1,0.351907,1,2026-04-15 11:29:00,2026-04-15 11:29:00
W000133,W001470,1,0.214314,1,2026-04-25 00:56:00,2026-04-25 00:56:00
W000133,W001541,1,0.456118,1,2026-03-03 05:54:00,2026-03-03 05:54:00
W000133,W001843,1,1.578389,1,2026-02-05 13:04:00,2026-02-05 13:04:00
W000134,W000396,1,0.684874,1,2026-01-05 20:07:00,2026-01-05 20:07:00
W000134,W001724,1,0.782069,1,2026-06-05 09:21:00,2026-06-05 09:21:00
W000135,W000280,1,0.257846,1,2026-05-30 19:47:00,2026-05-30 19:47:00
W000135,W001551,1,0.186123,1,2026-04-20 00:23:00,2026-04-20 00:23:00
W000136,W000163,1,0.565154,1,2026-04-02 17:28:00,2026-04-02 17:28:00
W000136,W000236,1,0.141438,1,2026-04-17 00:03:00,2026-04-17 00:03:00
W000136,W000521,1,0.357852,1,2026-04-16 05:32:00,2026-04-16 05:32:00
W000136,W000703,1,0.46395,1,2026-06-11 01:58:00,2026-06-11 01:58:00
W000136,W001758,1,0.794901,1,2026-03-04 20:04:00,2026-03-04 20:04:00
W000136,W001793,1,0.193633,1,2026-06-01 13:48:00,2026-06-01 13:48:00
W000136,W001821,1,0.736638,1,2026-05-27 07:05:00,2026-05-27 07:05:00
W000136,W002259,1,0.186165,1,2026-06-06 02:11:00,2026-06-06 02:11:00
W000136,W002414,1,0.233714,1,2026-03-21 02:05:00,2026-03-21 02:05:00
W000136,W002441,1,0.280771,1,2026-02-18 21:23:00,2026-02-18 21:23:00
W000137,W000100,1,1.441668,1,2026-03-22 21:18:00,2026-03-22 21:18:00
W000137,W000107,1,0.534508,1,2026-04-06 20:43:00,2026-04-06 20:43:00
W000137,W000407,1,0.279194,1,2026-05-20 09:23:00,2026-05-20 09:23:00
W000137,W000996,1,1.040824,1,2026-04-23 20:13:00,2026-04-23 20:13:00
W000137,W001003,1,1.035194,1,2026-05-07 00:01:00,2026-05-07 00:01:00
W000138,W000358,1,0.213796,1,2026-04-24 00:06:00,2026-04-24 00:06:00
W000138,W001813,1,0.192378,1,2026-06-09 03:33:00,2026-06-09 03:33:00
W000138,W002435,1,0.099399,1,2026-01-12 15:24:00,2026-01-12 15:24:00
W000139,W002011,1,0.303441,1,2026-02-09 18:23:00,2026-02-09 18:23:00
W000140,W000354,1,0.367336,1,2026-03-01 09:41:00,2026-03-01 09:41:00
W000140,W001474,1,1.001809,1,2026-01-23 00:31:00,2026-01-23 00:31:00
W000140,W001755,1,1.781698,1,2026-01-16 18:29:00,2026-01-16 18:29:00
W000140,W002097,1,0.456522,1,2026-01-18 05:06:00,2026-01-18 05:06:00
W000140,W002158,1,0.196837,1,2026-01-03 07:28:00,2026-01-03 07:28:00
W000141,W000524,1,0.458073,1,2026-05-17 11:43:00,2026-05-17 11:43:00
W000141,W000650,1,0.449724,1,2026-03-21 18:27:00,2026-03-21 18:27:00
W000141,W001530,1,0.379941,1,2026-06-12 20:45:00,2026-06-12 20:45:00
W000142,W001887,1,1.130623,1,2026-03-12 22:32:00,2026-03-12 22:32:00
W000143,W001145,1,0.340257,1,2026-03-10 02:12:00,2026-03-10 02:12:00
W000144,W000182,1,0.3247,1,2026-01-13 01:28:00,2026-01-13 01:28:00
W000144,W001582,1,0.95448,1,2026-06-11 02:56:00,2026-06-11 02:56:00
W000145,W000265,1,0.400607,1,2026-02-13 18:55:00,2026-02-13 18:55:00
W000145,W000715,1,0.643827,1,2026-02-16 08:28:00,2026-02-16 08:28:00
W000145,W001225,1,0.422478,1,2026-04-04 18:39:00,2026-04-04 18:39:00
W000145,W002384,1,0.322334,1,2026-01-11 19:32:00,2026-01-11 19:32:00
W000145,W002481,1,0.54512,1,2026-02-12 02:59:00,2026-02-12 02:59:00
W000146,W000802,1,0.753164,1,2026-03-09 09:04:00,2026-03-09 09:04:00
W000146,W002233,1,1.428993,1,2026-02-26 01:50:00,2026-02-26 01:50:00
W000147,W000349,1,0.2739,1,2026-03-18 02:33:00,2026-03-18 02:33:00
W000147,W000475,1,2.216521,1,2026-05-18 21:26:00,2026-05-18 21:26:00
W000147,W000569,1,0.843014,1,2026-01-13 21:53:00,2026-01-13 21:53:00
W000147,W000591,1,0.124827,1,2026-04-02 20:51:00,2026-04-02 20:51:00
W000147,W001974,1,0.953345,1,2026-06-18 04:02:00,2026-06-18 04:02:00
W000147,W002231,1,0.249268,1,2026-03-21 12:54:00,2026-03-21 12:54:00
W000148,W002010,1,0.477027,1,2026-06-14 18:52:00,2026-06-14 18:52:00
W000149,W000484,1,0.454098,1,2026-03-12 14:00:00,2026-03-12 14:00:00
W000149,W000951,1,1.612233,1,2026-06-12 20:58:00,2026-06-12 20:58:00
W000149,W000984,1,2.750353,1,2026-04-15 13:33:00,2026-04-15 13:33:00
W000150,W001570,1,0.42626,1,2026-03-23 22:48:00,2026-03-23 22:48:00
W000150,W002423,1,0.574031,1,2026-02-17 00:46:00,2026-02-17 00:46:00
W000151,W000359,1,0.188351,1,2026-04-18 07:43:00,2026-04-18 07:43:00
W000151,W000720,1,0.227964,1,2026-03-07 18:43:00,2026-03-07 18:43:00
W000151,W001790,1,0.216894,1,2026-03-08 02:16:00,2026-03-08 02:16:00
W000152,W001717,1,0.427387,1,2026-03-16 08:55:00,2026-03-16 08:55:00
W000152,W001859,1,0.468066,1,2026-04-30 22:24:00,2026-04-30 22:24:00
W000152,W001886,1,0.313345,1,2026-04-04 19:02:00,2026-04-04 19:02:00
W000152,W002149,1,0.084366,1,2026-04-17 04:49:00,2026-04-17 04:49:00
W000152,W002363,1,0.487572,1,2026-02-03 11:19:00,2026-02-03 11:19:00
W000153,W000438,1,0.866684,1,2026-06-07 06:02:00,2026-06-07 06:02:00
W000153,W000930,1,0.099187,1,2026-04-26 17:50:00,2026-04-26 17:50:00
W000153,W001112,1,0.322523,1,2026-03-29 00:56:00,2026-03-29 00:56:00
W000153,W001192,1,0.457054,1,2026-03-29 16:51:00,2026-03-29 16:51:00
W000153,W001345,1,0.366342,1,2026-01-16 05:46:00,2026-01-16 05:46:00
W000153,W001699,1,9.964059,1,2026-02-11 08:16:00,2026-02-11 08:16:00
W000153,W001985,1,2.216972,1,2026-04-28 04:15:00,2026-04-28 04:15:00
W000153,W002027,1,0.140194,1,2026-03-11 16:27:00,2026-03-11 16:27:00
W000153,W002456,1,0.179751,1,2026-05-03 22:27:00,2026-05-03 22:27:00
W000154,W000327,1,1.198131,1,2026-03-21 16:03:00,2026-03-21 16:03:00
W000154,W000549,1,0.112081,1,2026-04-09 09:27:00,2026-04-09 09:27:00
W000154,W000572,1,0.420668,1,2026-05-02 18:57:00,2026-05-02 18:57:00
W000154,W000897,1,0.305877,1,2026-03-30 23:41:00,2026-03-30 23:41:00
W000154,W000985,1,0.533917,1,2026-03-25 02:32:00,2026-03-25 02:32:00
W000154,W001315,1,0.357519,1,2026-05-21 03:04:00,2026-05-21 03:04:00
W000154,W001727,1,1.334129,1,2026-06-09 02:05:00,2026-06-09 02:05:00
W000154,W001732,1,1.250591,1,2026-03-02 09:07:00,2026-03-02 09:07:00
W000154,W002495,1,0.274877,1,2026-03-03 16:52:00,2026-03-03 16:52:00
W000155,W001069,1,0.463751,1,2026-03-21 15:19:00,2026-03-21 15:19:00
W000155,W002083,1,0.381075,1,2026-05-13 06:24:00,2026-05-13 06:24:00
W000156,W000566,1,0.513809,1,2026-01-16 21:05:00,2026-01-16 21:05:00
W000156,W000776,1,0.545134,1,2026-04-18 17:06:00,2026-04-18 17:06:00
W000156,W001422,1,0.296581,1,2026-03-05 03:39:00,2026-03-05 03:39:00
W000157,W000511,1,0.121534,1,2026-04-06 17:06:00,2026-04-06 17:06:00
W000157,W000624,1,1.490023,1,2026-02-03 00:38:00,2026-02-03 00:38:00
W000157,W000765,1,0.292158,1,2026-06-27 19:30:00,2026-06-27 19:30:00
W000157,W000794,1,0.836279,1,2026-02-19 02:08:00,2026-02-19 02:08:00
W000157,W001352,1,1.242421,1,2026-04-03 13:04:00,2026-04-03 13:04:00
W000157,W001972,1,0.858485,1,2026-03-31 16:37:00,2026-03-31 16:37:00
W000157,W002024,1,0.549574,1,2026-05-09 11:53:00,2026-05-09 11:53:00
W000157,W002422,1,0.484017,1,2026-03-08 12:39:00,2026-03-08 12:39:00
W000158,W000181,1,0.657027,1,2026-04-11 15:53:00,2026-04-11 15:53:00
W000158,W001005,1,0.112512,1,2026-05-01 06:58:00,2026-05-01 06:58:00
W000158,W001781,1,1.392141,1,2026-04-09 08:30:00,2026-04-09 08:30:00
W000158,W001874,1,0.52095,1,2026-04-21 18:42:00,2026-04-21 18:42:00
W000158,W002232,1,0.290145,1,2026-04-28 04:15:00,2026-04-28 04:15:00
W000158,W002252,1,0.730977,1,2026-02-17 01:47:00,2026-02-17 01:47:00
W000159,W000396,1,1.979986,1,2026-06-08 22:42:00,2026-06-08 22:42:00
W000159,W001091,1,0.666874,1,2026-02-03 00:39:00,2026-02-03 00:39:00
W000159,W001143,1,0.340751,1,2026-06-21 01:15:00,2026-06-21 01:15:00
W000159,W001358,1,0.202989,1,2026-01-30 12:11:00,2026-01-30 12:11:00
W000159,W001970,1,0.357647,1,2026-06-14 05:53:00,2026-06-14 05:53:00
W000160,W000381,1,0.301141,1,2026-04-08 23:07:00,2026-04-08 23:07:00
W000160,W000627,1,0.16275,1,2026-04-07 09:42:00,2026-04-07 09:42:00
W000160,W001498,1,0.926778,1,2026-05-19 08:35:00,2026-05-19 08:35:00
W000160,W001952,1,0.469751,1,2026-02-16 19:22:00,2026-02-16 19:22:00
W000161,W000218,1,0.148351,1,2026-06-09 02:36:00,2026-06-09 02:36:00
W000161,W001668,1,0.486099,1,2026-02-26 10:09:00,2026-02-26 10:09:00
W000162,W000844,1,0.182597,1,2026-06-03 22:43:00,2026-06-03 22:43:00
W000162,W000945,1,0.398417,1,2026-02-13 14:58:00,2026-02-13 14:58:00
W000162,W001172,1,1.169531,1,2026-05-31 07:54:00,2026-05-31 07:54:00
W000162,W002152,1,0.782828,1,2026-05-19 04:09:00,2026-05-19 04:09:00
W000163,W000555,1,0.392141,1,2026-02-17 23:33:00,2026-02-17 23:33:00
W000163,W002425,1,0.602209,1,2026-01-18 22:49:00,2026-01-18 22:49:00
W000164,W000903,1,0.580834,1,2026-05-23 23:24:00,2026-05-23 23:24:00
W000164,W001187,1,0.455409,1,2026-04-12 05:43:00,2026-04-12 05:43:00
W000164,W001427,1,4.025149,1,2026-06-29 23:07:00,2026-06-29 23:07:00
W000164,W002188,1,0.316896,1,2026-04-12 17:44:00,2026-04-12 17:44:00
W000164,W002298,1,0.882822,1,2026-06-16 14:18:00,2026-06-16 14:18:00
W000165,W000100,1,0.488742,1,2026-06-10 07:55:00,2026-06-10 07:55:00
W000165,W000497,1,0.972729,1,2026-03-08 23:38:00,2026-03-08 23:38:00
W000165,W001659,1,0.387418,1,2026-04-01 18:59:00,2026-04-01 18:59:00
W000165,W001706,1,0.298043,1,2026-05-01 14:40:00,2026-05-01 14:40:00
W000165,W001819,1,0.559127,1,2026-04-02 06:55:00,2026-04-02 06:55:00
W000166,W000254,1,0.776817,1,2026-05-17 23:59:00,2026-05-17 23:59:00
W000166,W000388,1,1.307391,1,2026-03-06 23:33:00,2026-03-06 23:33:00
W000166,W001143,1,4.904614,1,2026-04-11 19:36:00,2026-04-11 19:36:00
W000166,W001248,1,1.17368,1,2026-06-26 15:43:00,2026-06-26 15:43:00
W000166,W001340,1,0.105604,1,2026-01-08 19:27:00,2026-01-08 19:27:00
W000167,W000051,1,0.380032,1,2026-05-10 00:24:00,2026-05-10 00:24:00
W000167,W000286,1,0.278217,1,2026-01-28 19:08:00,2026-01-28 19:08:00
W000167,W000630,1,0.630272,1,2026-01-27 14:02:00,2026-01-27 14:02:00
W000167,W001167,1,1.322366,1,2026-01-06 07:37:00,2026-01-06 07:37:00
W000167,W002102,1,0.32643,1,2026-06-03 05:21:00,2026-06-03 05:21:00
W000168,W000389,1,0.207832,1,2026-01-01 18:13:00,2026-01-01 18:13:00
W000168,W000602,1,5.022517,1,2026-03-02 17:45:00,2026-03-02 17:45:00
W000168,W000717,1,0.647245,1,2026-03-15 22:41:00,2026-03-15 22:41:00
W000168,W001934,1,0.236687,1,2026-03-24 15:27:00,2026-03-24 15:27:00
W000169,W000205,1,0.323194,1,2026-04-27 22:32:00,2026-04-27 22:32:00
W000169,W000207,1,0.391682,1,2026-04-17 06:42:00,2026-04-17 06:42:00
W000169,W000394,1,0.186901,1,2026-02-17 20:10:00,2026-02-17 20:10:00
W000169,W000594,1,0.636487,1,2026-01-17 15:43:00,2026-01-17 15:43:00
W000169,W001105,1,0.674388,1,2026-04-25 05:59:00,2026-04-25 05:59:00
W000169,W001377,1,0.494214,1,2026-02-10 14:34:00,2026-02-10 14:34:00
W000169,W001654,1,0.940386,1,2026-01-05 10:44:00,2026-01-05 10:44:00
W000169,W002126,1,0.278105,1,2026-06-07 04:48:00,2026-06-07 04:48:00
W000169,W002321,1,0.24276,1,2026-01-04 12:08:00,2026-01-04 12:08:00
W000170,W000813,1,0.525409,1,2026-06-28 17:38:00,2026-06-28 17:38:00
W000170,W001297,1,0.125562,1,2026-03-19 18:33:00,2026-03-19 18:33:00
W000170,W001384,1,0.508072,1,2026-06-06 20:44:00,2026-06-06 20:44:00
W000170,W001539,1,0.633304,1,2026-04-08 00:23:00,2026-04-08 00:23:00
W000170,W001936,1,0.712576,1,2026-04-03 14:21:00,2026-04-03 14:21:00
W000170,W002093,1,0.162686,1,2026-03-31 05:22:00,2026-03-31 05:22:00
W000171,W001617,1,0.330887,1,2026-05-21 06:11:00,2026-05-21 06:11:00
W000171,W001648,1,0.425615,1,2026-02-21 10:15:00,2026-02-21 10:15:00
W000171,W002258,1,0.406663,1,2026-03-24 19:35:00,2026-03-24 19:35:00
W000172,W000776,1,0.689096,1,2026-03-05 03:31:00,2026-03-05 03:31:00
W000172,W001242,1,0.622623,1,2026-02-09 01:25:00,2026-02-09 01:25:00
W000172,W001621,1,0.186473,1,2026-04-19 16:20:00,2026-04-19 16:20:00
W000172,W002215,1,0.552234,1,2026-03-23 02:48:00,2026-03-23 02:48:00
W000173,W000841,1,0.363069,1,2026-03-19 18:21:00,2026-03-19 18:21:00
W000174,W001329,1,0.464473,1,2026-04-12 02:09:00,2026-04-12 02:09:00
W000174,W001361,1,6.036509,1,2026-01-23 11:59:00,2026-01-23 11:59:00
W000174,W002333,1,0.168191,1,2026-05-07 02:02:00,2026-05-07 02:02:00
W000175,W002098,1,0.699,1,2026-04-13 20:53:00,2026-04-13 20:53:00
W000175,W002106,1,1.005218,1,2026-02-27 15:38:00,2026-02-27 15:38:00
W000175,W002120,1,0.31751,1,2026-03-21 02:07:00,2026-03-21 02:07:00
W000176,W001222,1,0.387135,1,2026-03-22 08:26:00,2026-03-22 08:26:00
W000176,W001830,1,0.924853,1,2026-05-04 19:46:00,2026-05-04 19:46:00
W000176,W001897,1,0.320455,1,2026-03-22 23:26:00,2026-03-22 23:26:00
W000177,W000116,1,0.618481,1,2026-02-18 12:01:00,2026-02-18 12:01:00
W000177,W000444,1,0.721791,1,2026-04-27 05:05:00,2026-04-27 05:05:00
W000177,W000491,1,0.934854,1,2026-05-27 01:20:00,2026-05-27 01:20:00
W000178,W000437,1,0.206266,1,2026-01-08 16:06:00,2026-01-08 16:06:00
W000178,W001017,1,0.579311,1,2026-01-22 17:16:00,2026-01-22 17:16:00
W000178,W001615,1,0.402006,1,2026-03-06 01:34:00,2026-03-06 01:34:00
W000178,W002062,1,0.182171,1,2026-01-14 19:35:00,2026-01-14 19:35:00
W000178,W002082,1,0.190136,1,2026-05-21 08:00:00,2026-05-21 08:00:00
W000179,W000158,1,0.2288,1,2026-03-13 22:14:00,2026-03-13 22:14:00
W000179,W000368,1,0.11123,1,2026-02-01 07:00:00,2026-02-01 07:00:00
W000179,W001048,1,0.103665,1,2026-03-28 16:08:00,2026-03-28 16:08:00
W000179,W001183,1,0.588466,1,2026-05-23 08:14:00,2026-05-23 08:14:00
W000179,W001594,1,0.13013,1,2026-02-22 02:39:00,2026-02-22 02:39:00
W000179,W001733,1,0.730021,1,2026-01-20 02:35:00,2026-01-20 02:35:00
W000179,W002075,1,0.348668,1,2026-05-15 03:46:00,2026-05-15 03:46:00
W000180,W000723,1,0.320127,1,2026-06-20 14:38:00,2026-06-20 14:38:00
W000180,W000881,1,0.232574,1,2026-04-30 22:34:00,2026-04-30 22:34:00
W000180,W001334,1,0.543024,1,2026-03-29 06:55:00,2026-03-29 06:55:00
W000180,W001683,1,0.707936,1,2026-03-03 06:09:00,2026-03-03 06:09:00
W000180,W001997,1,1.556809,1,2026-05-11 13:02:00,2026-05-11 13:02:00
W000181,W000652,1,0.844901,1,2026-03-25 18:41:00,2026-03-25 18:41:00
W000181,W000996,1,0.301468,1,2026-01-23 16:25:00,2026-01-23 16:25:00
W000181,W001563,1,0.524616,1,2026-06-29 18:37:00,2026-06-29 18:37:00
W000181,W001670,1,0.284382,1,2026-05-21 17:05:00,2026-05-21 17:05:00
W000181,W002077,1,2.24994,1,2026-03-27 07:42:00,2026-03-27 07:42:00
W000182,W001547,1,0.581006,1,2026-01-25 03:31:00,2026-01-25 03:31:00
W000182,W001683,1,0.162733,1,2026-06-25 10:31:00,2026-06-25 10:31:00
W000182,W001845,1,0.183456,1,2026-03-27 23:57:00,2026-03-27 23:57:00
W000182,W002179,1,0.39807,1,2026-06-08 23:38:00,2026-06-08 23:38:00
W000183,W000171,1,0.222309,1,2026-06-21 05:12:00,2026-06-21 05:12:00
W000183,W000585,1,0.292327,1,2026-02-06 21:34:00,2026-02-06 21:34:00
W000183,W001068,1,0.500604,1,2026-03-30 12:11:00,2026-03-30 12:11:00
W000183,W001172,1,0.191949,1,2026-01-21 08:21:00,2026-01-21 08:21:00
W000183,W001284,1,0.199971,1,2026-01-31 18:47:00,2026-01-31 18:47:00
W000183,W001678,1,0.777547,1,2026-03-13 12:12:00,2026-03-13 12:12:00
W000183,W002030,1,0.313601,1,2026-06-02 20:23:00,2026-06-02 20:23:00
W000183,W002253,1,0.729657,1,2026-01-15 20:29:00,2026-01-15 20:29:00
W000184,W001068,1,0.561369,1,2026-04-07 08:20:00,2026-04-07 08:20:00
W000184,W001144,1,0.851612,1,2026-04-23 13:01:00,2026-04-23 13:01:00
W000184,W001153,1,0.390717,1,2026-01-01 10:07:00,2026-01-01 10:07:00
W000184,W002013,1,1.06919,1,2026-05-11 05:16:00,2026-05-11 05:16:00
W000184,W002231,1,1.567377,1,2026-05-11 17:07:00,2026-05-11 17:07:00
W000185,W000930,1,0.281308,1,2026-04-26 11:59:00,2026-04-26 11:59:00
W000185,W001228,1,0.311793,1,2026-05-18 23:11:00,2026-05-18 23:11:00
W000185,W001791,1,0.200708,1,2026-05-21 12:32:00,2026-05-21 12:32:00
W000185,W001826,1,0.554,1,2026-03-05 04:39:00,2026-03-05 04:39:00
W000185,W002356,1,0.354117,1,2026-05-27 08:10:00,2026-05-27 08:10:00
W000185,W002384,1,0.552346,1,2026-01-21 22:35:00,2026-01-21 22:35:00
W000186,W000386,1,0.579626,1,2026-05-11 17:07:00,2026-05-11 17:07:00
W000186,W001119,1,0.507146,1,2026-04-05 04:19:00,2026-04-05 04:19:00
W000186,W002283,1,0.632889,1,2026-04-28 12:53:00,2026-04-28 12:53:00
W000186,W002430,1,0.457513,1,2026-05-28 10:16:00,2026-05-28 10:16:00
W000187,W000080,1,0.401495,1,2026-04-13 22:02:00,2026-04-13 22:02:00
W000187,W000154,1,0.290541,1,2026-02-09 14:37:00,2026-02-09 14:37:00
W000187,W002258,1,0.459162,1,2026-05-27 21:46:00,2026-05-27 21:46:00
W000187,W002500,1,0.609956,1,2026-03-09 05:15:00,2026-03-09 05:15:00
W000188,W000368,1,0.415017,1,2026-02-18 20:28:00,2026-02-18 20:28:00
W000188,W000671,1,0.701227,1,2026-05-22 12:44:00,2026-05-22 12:44:00
W000188,W001863,1,0.190621,1,2026-05-15 11:27:00,2026-05-15 11:27:00
W000188,W002145,1,0.222723,1,2026-03-11 07:59:00,2026-03-11 07:59:00
W000189,W000259,1,0.274917,1,2026-05-26 09:39:00,2026-05-26 09:39:00
W000189,W000735,1,1.142697,1,2026-02-06 19:41:00,2026-02-06 19:41:00
W000189,W001206,1,1.5245,1,2026-03-09 16:30:00,2026-03-09 16:30:00
W000189,W001875,1,0.69416,1,2026-06-01 16:15:00,2026-06-01 16:15:00
W000189,W002066,1,0.918246,1,2026-01-23 04:39:00,2026-01-23 04:39:00
W000189,W002261,1,0.298118,1,2026-01-06 02:56:00,2026-01-06 02:56:00
W000190,W000290,1,0.391931,1,2026-05-04 23:16:00,2026-05-04 23:16:00
W000190,W002126,1,0.271039,1,2026-05-30 00:48:00,2026-05-30 00:48:00
W000190,W002215,1,0.902595,1,2026-01-10 05:23:00,2026-01-10 05:23:00
W000191,W000457,1,0.895871,1,2026-02-12 15:24:00,2026-02-12 15:24:00
W000191,W001497,1,0.662769,1,2026-04-21 19:52:00,2026-04-21 19:52:00
W000191,W001815,1,0.336881,1,2026-01-29 23:16:00,2026-01-29 23:16:00
W000191,W002007,1,0.109601,1,2026-06-16 23:01:00,2026-06-16 23:01:00
W000192,W001170,1,0.269178,1,2026-06-22 04:02:00,2026-06-22 04:02:00
W000192,W001241,1,0.470684,1,2026-02-03 19:22:00,2026-02-03 19:22:00
W000192,W001503,1,0.820607,1,2026-06-05 00:16:00,2026-06-05 00:16:00
W000192,W001617,1,0.625304,1,2026-03-11 07:53:00,2026-03-11 07:53:00
W000193,W000394,1,1.382154,1,2026-04-04 03:18:00,2026-04-04 03:18:00
W000193,W000564,1,0.368217,1,2026-06-21 15:03:00,2026-06-21 15:03:00
W000193,W001587,1,0.391835,1,2026-05-21 15:03:00,2026-05-21 15:03:00
W000194,W000429,1,0.694946,1,2026-05-22 11:02:00,2026-05-22 11:02:00
W000194,W000610,1,0.943785,1,2026-02-19 04:32:00,2026-02-19 04:32:00
W000195,W000609,1,0.241722,1,2026-01-02 01:53:00,2026-01-02 01:53:00
W000196,W000193,1,0.315649,1,2026-01-09 02:55:00,2026-01-09 02:55:00
W000196,W000740,1,1.156791,1,2026-06-06 08:54:00,2026-06-06 08:54:00
W000196,W001165,1,0.074117,1,2026-01-24 15:21:00,2026-01-24 15:21:00
W000197,W000172,1,0.665123,1,2026-05-02 20:03:00,2026-05-02 20:03:00
W000197,W000814,1,0.885375,1,2026-05-09 08:53:00,2026-05-09 08:53:00
W000197,W001779,1,0.654566,1,2026-03-20 18:31:00,2026-03-20 18:31:00
W000197,W002452,1,1.856589,1,2026-05-29 04:05:00,2026-05-29 04:05:00
W000198,W000410,1,0.168434,1,2026-02-16 21:53:00,2026-02-16 21:53:00
W000198,W000445,1,0.991214,1,2026-03-17 10:58:00,2026-03-17 10:58:00
W000199,W000726,1,0.462787,1,2026-06-11 21:04:00,2026-06-11 21:04:00
W000199,W002099,1,0.97714,1,2026-06-09 02:44:00,2026-06-09 02:44:00
W000200,W001096,1,0.634309,1,2026-06-16 21:23:00,2026-06-16 21:23:00
W000200,W001152,1,1.122753,1,2026-01-20 04:37:00,2026-01-20 04:37:00
W000200,W001487,1,0.689002,1,2026-06-28 21:25:00,2026-06-28 21:25:00
W000200,W001774,1,0.214709,1,2026-06-26 18:51:00,2026-06-26 18:51:00
W000200,W002391,1,0.69303,1,2026-01-20 07:12:00,2026-01-20 07:12:00
